,2011-12-31,2012-12-31,2013-12-31
FloorBrokerageExchangeAndClearanceFees,764480.000,591826.000,459184.000
ForeignCurrencyTransactionGainLossUnrealized,,-18409.000,13168.000
GainLossOnDerivativeInstrumentsHeldForTradingPurposesNet,,121851.000,80315.000
GainLossRelatedToLitigationSettlement,,0.000,
IncomeTaxExpenseBenefit,,0.000,0.000
InvestmentIncomeInterest,7327.000,9876.000,5480.000
NetIncomeLoss,-2494288.000,-650926.000,-507143.000
NetIncomeLossAllocatedToGeneralPartners,-27912.000,-9269.000,-9361.000
NetIncomeLossAllocatedToLimitedPartners,-2466376.000,-641657.000,-497782.000
NetIncomeLossPerOutstandingGeneralPartnershipUnit,-2.290,-0.770,-0.770
NetIncomeLossPerOutstandingLimitedPartnershipUnit,-2.290,-0.770,-0.770
NetRealizedOrUnrealizedGainLossOnTradingSecurities,,121851.000,80315.000
NoninterestExpenseInvestmentAdvisoryFees,246609.000,190827.000,133754.000
NoninterestExpenseRelatedToPerformanceFees,0.000,,
OperatingExpenses,1011089.000,782653.000,592938.000
PartnersCapitalAccountDistributions,,0.000,0.000
PartnersCapitalAccountRedemptions,-2877935.000,2328654.000,2419258.000
PartnersCapitalAccountUnitsRedeemed,-186460.494,160413.040,174463.476
ProceedsFromLegalSettlements,0.000,,
RealizedInvestmentGainsLosses,-1151478.000,370013.000,-129286.000
TradingSecuritiesRealizedGainLoss,,370013.000,-129286.000
TradingSecuritiesUnrealizedHoldingGainLoss,,-248162.000,209601.000
UnrealizedGainLossOnInvestments,-339048.000,-248162.000,209601.000
WeightedAverageNumberOfLimitedPartnershipAndGeneralPartnershipUnitOutstandingBasicAndDiluted,1056873.607,879118.270,712685.559
