,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31
CashAndCashEquivalentsPeriodIncreaseDecrease,,,97892.000,,,,4022591.000,,,
EquityMethodInvestmentDividendsOrDistributions,,,160555.000,,,,32804.000,,,
GeneralAndAdministrativeExpense,38619.000,35210.000,59118.000,43858.000,44813.000,42488.000,63029.000,36839.000,32394.000,43380.000
ImpairmentOfRealEstate,,,,,,,0.000,,,
IncomeLossFromEquityMethodInvestments,46999.000,72837.000,91904.000,96775.000,3963.000,-5563.000,1073311.000,-66076.000,-70990.000,1176666.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,-2192.000,,,,4869.000,,,
IncreaseDecreaseInDueToRelatedParties,,,-1575.000,,,,-5747.000,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,39.000,,,,-2798.000,,,
InterestAndOtherIncome,391.000,328.000,261.000,260.000,260.000,269.000,324.000,2415.000,2497.000,1583.000
NetCashProvidedByUsedInInvestingActivities,,,,,,,4050572.000,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,,,,4050572.000,,,
NetCashProvidedByUsedInOperatingActivities,,,97892.000,,,,-27981.000,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,97892.000,,,,-27981.000,,,
NetIncomeLoss,8771.000,37955.000,33047.000,53177.000,-40590.000,-47782.000,1010606.000,-100500.000,-100887.000,1134869.000
PaymentsToAcquireEquityMethodInvestments,,,,,,,268379.000,,,
ProceedsFromRealEstateAndRealEstateJointVentures,,,,,,,4318951.000,,,
