,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31
LongTermDebt,,,,,166903000.000,167158000.000,152248000.000,123684000.000,106100000.000,97544000.000,89618000.000
LongTermDebtCurrent,16968000.000,21359000.000,21509000.000,23596000.000,26238000.000,21102000.000,21437000.000,20550000.000,17323000.000,14459000.000,14569000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,,,,,,,,722000.000,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,,,,,,,,20550000.000,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,,,,,,,,74862000.000,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,,,,,,,,2801000.000,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,,,,,,,,10974000.000,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,,,,,,,,13775000.000,,,
LongTermDebtNoncurrent,160433000.000,170132000.000,175822000.000,140150000.000,140665000.000,146056000.000,130811000.000,103134000.000,88777000.000,83085000.000,75049000.000
LongtermDebtPercentageBearingFixedInterestAmount,,,,,62271000.000,57553000.000,54816000.000,49891000.000,42810000.000,36702000.000,33512000.000
LongtermDebtPercentageBearingVariableInterestAmount,,,,,104632000.000,109605000.000,97432000.000,73793000.000,63290000.000,60842000.000,56106000.000
MultiemployerPlansWithdrawalObligation,,,,,,,,10321000.000,,,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,,,,,16378000.000,,,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,,,4878000.000,,,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,,,,,7426000.000,,,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,,,10374000.000,,,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,,,13063000.000,,,
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,,,,,,11435000.000,,,
OtherAccruedLiabilitiesCurrent,,,,,,,,16848000.000,,,
OtherAssetsNoncurrent,10365000.000,10210000.000,10610000.000,10569000.000,8684000.000,7633000.000,7551000.000,6660000.000,5359000.000,5048000.000,4877000.000
OtherLiabilitiesNoncurrent,20701000.000,22434000.000,21597000.000,31523000.000,34300000.000,37773000.000,35208000.000,44255000.000,44348000.000,41655000.000,41315000.000
PrepaidExpenseCurrent,12639000.000,15649000.000,11408000.000,14976000.000,14960000.000,12230000.000,10891000.000,15877000.000,13487000.000,13000000.000,12646000.000
PropertyPlantAndEquipmentGross,,,,,,,,846254000.000,,,
PropertyPlantAndEquipmentNet,391372000.000,386144000.000,385191000.000,377055000.000,374729000.000,372343000.000,357018000.000,343832000.000,331119000.000,322280000.000,312435000.000
RetainedEarningsAccumulatedDeficit,117344000.000,113850000.000,117335000.000,109832000.000,105826000.000,108603000.000,124434000.000,124139000.000,127739000.000,138369000.000,153196000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAuthorized,,,,,1544668.000,1494668.000,1488668.000,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAvailableForGrant,,,,,235104.000,140045.000,145424.000,,,,
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfExercisableOptions,,,,,,,,944500.000,,,
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfOutstandingOptions,,,,,,,,1411500.000,,,
SharebasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeExercisableOptionsWeightedAverageExercisePrice1,,,,,,,,49.340,,,
SharebasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeOutstandingOptionsWeightedAverageExercisePriceBeginningBalance1,,,,,,,,46.250,,,
StockholdersEquity,,278213000.000,278510000.000,273701000.000,263749000.000,263885000.000,279395000.000,278374000.000,282182000.000,296412000.000,310854000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,288316000.000,278213000.000,278510000.000,273701000.000,263749000.000,263885000.000,279395000.000,278374000.000,282182000.000,296412000.000,310854000.000
TaxesPayableCurrent,,,,,,,2790000.000,,,2158000.000,2451000.000
UndistributedEarningsOfForeignSubsidiaries,,,,,,,,41547000.000,,,
UnrecognizedTaxBenefits,,,,,,,,11155000.000,,,
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestAccrued,,,,,,,,1562000.000,,,
UnrecognizedTaxBenefitsThatWouldImpactEffectiveTaxRate,,,,,,,,10544000.000,,,
