,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-06-30,2013-09-30,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30
CashAndCashEquivalentsPeriodIncreaseDecrease,,,754.000,,,,,,129.000,,,,3197.000,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,837985.000,-213637.000,-905734.000,-813367.000,-558364.000,-1123626.000,-156688.000,-535444.000,-307300.000,-296684.000,-486410.000,-438246.000,312114.000,-327740.000
CurrentIncomeTaxExpenseBenefit,,134.000,,,,,,,,,,,,
DebtConversionConvertedInstrumentSharesIssued1,,,,,7659710.000,,,,,,,,,
Depreciation,,,14550.000,,,,,,,,,,,
EarningsPerShareBasicAndDiluted,0.010,-0.010,-0.010,-0.010,-0.010,-0.010,-0.001,-0.003,-0.000,-0.000,-0.000,-0.010,0.000,0.000
EffectOfExchangeRateOnCashAndCashEquivalents,,,-80371.000,,,,,,-5232.000,,,,-4956.000,
ForeignCurrencyTransactionGainLossBeforeTax,,,,,,,,1180.000,-73.000,,,,,
ForeignCurrencyTransactionLossBeforeTax,,,,,,,10447.000,-10848.000,,,,,,
GainLossOnDispositionOfAssets1,,,,,,,,-13931.000,,,,,,
GainLossOnSaleOfPropertyPlantEquipment,,,0.000,,,,,,,,,,,
GainsLossesOnExtinguishmentOfDebt,0.000,0.000,0.000,,,,,,,,,,,
GeneralAndAdministrativeExpense,1153243.000,201652.000,125018.000,920068.000,512268.000,731707.000,557168.000,354303.000,324292.000,442014.000,349849.000,318844.000,254807.000,173464.000
IncomeTaxExpenseBenefit,,,0.000,,59.000,,,,,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,-35640.000,,,,,,-99956.000,,,,,
IncreaseDecreaseInInventories,,,22004.000,,,,,,,,,,,
IncreaseDecreaseInOperatingCapital,,,,,,,,,,,,,351152.000,
IncreaseDecreaseInOtherNoncurrentLiabilities,,,452456.000,,,,,,,,,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,10240.000,,,,,,-13519.000,,,,,
IncreaseDecreaseInSecurityDeposits,,,-221.000,,,,,,,,,,,
InterestAndDebtExpense,114436.000,115827.000,113178.000,122080.000,92870.000,139735.000,86442.000,64750.000,,,,,,
InterestExpense,,,,,,,,,5230.000,4591.000,33429.000,65187.000,22227.000,23163.000
