,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-30,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,,,-109766.000,,,,132570.000,,,,132333.000,,,,-100225.000,,,,193126.000,,,,169853.000
BusinessCombinationAcquisitionRelatedCosts,,,24871.000,137.000,1112.000,2015.000,0.000,0.000,0.000,0.000,,,,,42761.000,2106.000,308.000,3642.000,55172.000,252.000,55.000,0.000,0.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,345217.000,,,,45615.000,,,,41787.000,,,,-1362486.000,,,,-1553546.000,,,,59975.000
ContributionOfProperty,,,,,,,,,,,,,,,1370124.000,,,,0.000,,,,
CostsAndExpensesRelatedParty,42163.000,39742.000,40767.000,40322.000,38359.000,34979.000,37430.000,35459.000,35142.000,32582.000,37405.000,35816.000,36648.000,40546.000,43097.000,42888.000,39272.000,35781.000,38879.000,40481.000,36493.000,33398.000,38647.000
DepreciationAndAmortization,,,100025.000,107644.000,107643.000,115547.000,109620.000,109620.000,109620.000,109618.000,109620.000,109620.000,102405.000,87968.000,85562.000,98020.000,97954.000,97950.000,104550.000,112989.000,112989.000,112989.000,112989.000
DepreciationNonproduction,93846.000,93846.000,,,,,,,,,,,,,,,,,,,,,
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,,,,0.000,0.000,,0.000,0.000,0.000,0.000,,,,,,,,,,,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,,,287307.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationOperatingExpense,,,,0.000,0.000,,,,,,,,,,,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationRentalIncome,,,,0.000,0.000,,0.000,0.000,0.000,0.000,,,,,,,,,,,,,
DistributionMadeToLimitedLiabilityCompanyLLCMemberCashDistributionsDeclared,,,,,,,,,,,236083.000,,,,235458.000,,,,236083.000,,,,170103.000
DistributionMadeToMemberOrLimitedPartnerCashDistributionsDeclared,,,-328607.000,,,,236082.000,,,,,,,,,,,,,,,,
GainLossOnDispositionOfProperty,,,,,,,0.000,,,,,,,,,,,,,,,,
GainsLossesOnSalesOfInvestmentRealEstate,,,277992.000,,,,,,,,,,,,,,,,,,,,
IncomeLossAttributableToParent,141681.000,144174.000,,,,,,,,,,,,,,,,,,,,,
IncomeLossBeforeExtraordinaryItemsAndCumulativeEffectOfChangeInAccountingPrinciplePerOutstandingLimitedPartnershipUnit,0.080,0.080,,,,,,,,,,,,,,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,102612.000,141711.000,148307.000,145135.000,146211.000,146780.000,149827.000,157117.000,,,,,,,,,,,,,
IncomeLossFromContinuingOperationsPerOutstandingLimitedPartnershipUnitBasicNetOfTax,,,,,,,,0.080,0.080,,,,,,,,,,,,,,0.030
IncomeLossFromDiscontinuedOperationsNetOfTaxPerOutstandingLimitedPartnershipUnitBasic,,,,,,,,0.000,0.000,,,,,,,,,,,,,,
