,2011-10-31,2012-04-30,2012-07-31
CashPeriodIncreaseDecrease,,13186.000,
ExplorationCosts,,1048.000,
GeneralAndAdministrativeExpense,13318.000,8132.000,5408.000
IncomeLossFromContinuingOperations,13318.000,,
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,0.000,0.000,0.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,5382.000,
InterestExpense,-500.000,-1016.000,-700.000
InvestmentIncomeInterest,7.000,,
NetCashProvidedByUsedInFinancingActivities,,18000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,18000.000,
NetCashProvidedByUsedInOperatingActivities,,-4814.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-4814.000,
NetIncomeLoss,-13811.000,-10196.000,
OperatingExpenses,,-9180.000,-5408.000
OtherNoncashIncomeExpense,-493.000,,
ProceedsFromNotesPayable,,18000.000,
WeightedAverageNumberOfSharesOutstandingBasic,136180000.000,136180000.000,143580000.000
