,2011-08-28,2012-02-26,2012-05-27,2012-08-26
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,,,110000.000
IncomeLossFromContinuingOperationsPerBasicShare,0.070,0.020,0.030,
IncomeLossFromContinuingOperationsPerDilutedShare,0.040,0.010,0.030,
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,-891000.000,-370000.000,-1137000.000,-307000.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,,,-0.010,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,,,-0.010,
IncomeLossFromEquityMethodInvestments,1057000.000,1175000.000,1233000.000,875000.000
IncomeTaxExpenseBenefit,9556000.000,2527000.000,138000.000,12156000.000
IncreaseDecreaseInAccountsPayable,,6142000.000,,
IncreaseDecreaseInAccountsReceivable,,24463000.000,,
IncreaseDecreaseInAccruedLiabilities,,1877000.000,,
IncreaseDecreaseInInventories,,2571000.000,,
IncreaseDecreaseInOtherCurrentAssets,,-2081000.000,,
IncreaseDecreaseInOtherNoncurrentAssets,,-95000.000,,
IncreaseDecreaseInOtherOperatingLiabilities,,-12000.000,,
InterestExpense,21935000.000,22160000.000,22465000.000,20929000.000
NetCashProvidedByUsedInFinancingActivities,,-10537000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,-10537000.000,,
NetCashProvidedByUsedInInvestingActivities,,-1841000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-1841000.000,,
NetCashProvidedByUsedInOperatingActivities,,1372000.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,1372000.000,,
NetIncomeLoss,6598000.000,1236000.000,1678000.000,
NetIncomeLossAttributableToNoncontrollingInterest,,,,-91000.000
NetIncomeLossAttributableToRedeemableNoncontrollingInterest,,,,-91000.000
NetIncomeLossAvailableToCommonStockholdersBasic,,,,-106000.000
NetIncomeLossAvailableToCommonStockholdersDiluted,,,,200000.000
NoncontrollingInterestIncreaseFromBusinessCombination,,,,12222000.000
OperatingIncomeLoss,37821000.000,25909000.000,26040000.000,32605000.000
OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentNetOfTaxPortionAttributableToParent,,-78000.000,,
OtherComprehensiveIncomeDefinedBenefitPlansTaxPortionAttributableToParent,,69000.000,,
OtherComprehensiveIncomeDerivativesQualifyingAsHedgesNetOfTaxPortionAttributableToParent,,-804000.000,,
OtherComprehensiveIncomeDerivativesQualifyingAsHedgesTaxPortionAttributableToParent,,513000.000,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,,7221000.000,,
OtherNoncashIncomeExpense,,-1210000.000,,
OtherNonoperatingIncomeExpense,130000.000,122000.000,157000.000,131000.000
PaidInKindInterest,,5526000.000,,
PaymentsForRepurchaseOfCommonStock,,10000.000,,
PaymentsToAcquirePropertyPlantAndEquipment,,3822000.000,,
ProceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,,702000.000,,
ProceedsFromSaleOfPropertyPlantAndEquipment,,1981000.000,,
ProfitLoss,,,,-197000.000
RepaymentsOfLongTermDebtAndCapitalSecurities,,929000.000,,
RepaymentsOfSeniorDebt,,10300000.000,,
RevenuesFromExternalCustomers,,,,286200000.000
SaleLeasebackTransactionCurrentPeriodGainRecognized,,174000.000,,
SalesRevenueGoodsNet,334067000.000,312290000.000,312031000.000,365434000.000
SellingGeneralAndAdministrativeExpense,104127000.000,100124000.000,106498000.000,120632000.000
ShareBasedCompensation,,2496000.000,,
UndistributedEarningsAllocatedToParticipatingSecurities,,,,1000.000
WeightedAverageNumberOfDilutedSharesOutstanding,308566000.000,109254000.000,110128000.000,109800000.000
WeightedAverageNumberOfSharesOutstandingBasic,100334000.000,100918000.000,101112000.000,103534000.000
WriteOffOfDeferredDebtIssuanceCost,,553000.000,,
