,2015-03-31
AdjustmentForAmortization,46000000.000
AssetRetirementObligationAccretionExpense,8000000.000
AvailableForSaleSecuritiesGrossRealizedGains,5000000.000
AvailableForSaleSecuritiesGrossRealizedLosses,3000000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-131000000.000
ComprehensiveIncomeNetOfTax,100000000.000
DeferredIncomeTaxesAndTaxCredits,13000000.000
DistributionMadeToLimitedLiabilityCompanyLLCMemberCashDistributionsDeclared,191000000.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.350
FuelCosts,351000000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,149000000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,96000000.000
IncomeLossFromDiscontinuedOperationsNetOfTax,0.000
IncomeTaxExpenseBenefit,53000000.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,52000000.000
IncomeTaxReconciliationOtherAdjustments,-1000000.000
IncomeTaxReconciliationStateAndLocalIncomeTaxes,5000000.000
IncomeTaxReconciliationTaxCredits,3000000.000
IncreaseDecreaseInAccountsPayableTrade,-94000000.000
IncreaseDecreaseInAccruedTaxesPayable,30000000.000
IncreaseDecreaseInInventories,-73000000.000
IncreaseDecreaseInOtherOperatingAssets,-5000000.000
IncreaseDecreaseInOtherOperatingCapitalNet,25000000.000
IncreaseDecreaseInOtherOperatingLiabilities,-2000000.000
IncreaseDecreaseInPrepaidExpense,-34000000.000
IncreaseDecreaseInReceivables,16000000.000
IncreaseDecreaseInRestrictedCash,7000000.000
InterestExpense,36000000.000
LossContingencyDamagesSoughtValue,23000000.000
NetCashProvidedByUsedInFinancingActivities,-222000000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-222000000.000
NetCashProvidedByUsedInInvestingActivities,-130000000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-130000000.000
NetCashProvidedByUsedInOperatingActivities,221000000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,221000000.000
NetIncomeLoss,96000000.000
OperatingIncomeLoss,178000000.000
OtherComprehensiveIncomeLossAmortizationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetPriorServiceCostCreditNetOfTax,0.000
OtherComprehensiveIncomeLossAmortizationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetPriorServiceCostCreditTax,0.000
OtherComprehensiveIncomeLossBeforeReclassificationsNetOfTax,5000000.000
OtherComprehensiveIncomeLossNetOfTax,4000000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesNetOfTax,1000000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesTax,-1000000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesNetOfTax,4000000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesTax,-3000000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetGainLossNetOfTax,-4000000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetGainLossTax,3000000.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,5000000.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodTax,6000000.000
OtherCostAndExpenseOperating,98000000.000
OtherCostOfServices,226000000.000
OtherNoncashIncomeExpense,-5000000.000
OtherNonoperatingIncomeExpense,7000000.000
OtherSalesRevenueNet,104000000.000
PaymentsForProceedsFromOtherInvestingActivities,9000000.000
PaymentsToAcquireAvailableForSaleSecurities,43000000.000
PaymentsToAcquirePropertyPlantAndEquipment,109000000.000
PensionAndOtherPostretirementBenefitExpense,12000000.000
PensionContributions,74000000.000
ProceedsFromPaymentsForOtherFinancingActivities,-1000000.000
ProceedsFromRepaymentsOfShortTermDebt,-30000000.000
ProceedsFromSaleOfAvailableForSaleSecurities,38000000.000
ReclassificationFromAccumulatedOtherComprehensiveIncomeCurrentPeriodNetOfTax,1000000.000
RegulatedAndUnregulatedOperatingRevenue,946000000.000
RevenueFromRelatedParties,9000000.000
UnregulatedOperatingRevenue,311000000.000
UtilitiesOperatingExpense,768000000.000
UtilitiesOperatingExpenseDepreciationAndAmortization,77000000.000
UtilitiesOperatingExpenseImpairments,2000000.000
UtilitiesOperatingExpenseTaxes,15000000.000
