,2011-06-30,2011-09-30,2012-03-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,,,-24410.000
AmortizationOfDebtDiscountPremium,,,23165.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,167770.000
CostOfGoodsSold,957695.000,-55467.000,0.000
DepreciationDepletionAndAmortization,,,52024.000
DerivativeGainLossOnDerivativeNet,,1469221.000,-415079.000
EarningsPerShareBasic,-0.060,,-0.120
EarningsPerShareBasicAndDiluted,,-0.260,
EarningsPerShareDiluted,-0.060,,-0.120
ForeignCurrencyTransactionGainLossBeforeTax,0.000,0.000,-103.000
GainLossOnInvestments,4751.000,0.000,
GainsLossesOnSalesOfOtherAssets,,166995.000,
GrossProfit,-943556.000,34267.000,0.000
IncreaseDecreaseInAccountsAndOtherReceivables,,,-122895.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,225787.000
IncreaseDecreaseInEmployeeRelatedLiabilities,,,-2563.000
IncreaseDecreaseInInventories,,,0.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,-25838.000
IncreaseDecreaseInRestructuringReserve,,,292046.000
InterestExpense,30848.000,30146.000,23359.000
InterestPaid,,,163.000
MarketableSecuritiesUnrealizedGainLoss,,,6113.000
NetCashProvidedByUsedInFinancingActivities,,,-1854.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-1854.000
NetCashProvidedByUsedInInvestingActivities,,,2160000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,2160000.000
NetCashProvidedByUsedInOperatingActivities,,,-1990376.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-1990376.000
NetIncomeLoss,-1527876.000,-6955108.000,-3272333.000
OperatingExpenses,2625223.000,8610181.000,2840862.000
OperatingIncomeLoss,-3568779.000,-8575914.000,-2840862.000
OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,,,-3266220.000
OtherNonoperatingGainsLosses,2047442.000,,
OtherNonoperatingIncome,19558.000,14736.000,7070.000
OtherNonoperatingIncomeExpense,0.000,0.000,
PaymentOfFinancingAndStockIssuanceCosts,,,0.000
PaymentsToAcquireMarketableSecurities,,,0.000
PaymentsToAcquirePropertyPlantAndEquipment,,,0.000
ProceedsFromSaleAndMaturityOfMarketableSecurities,,,2160000.000
RepaymentsOfLongTermCapitalLeaseObligations,,,1854.000
ResearchAndDevelopmentExpense,1642051.000,1478651.000,979421.000
RestructuringCharges,,6299427.000,907101.000
Revenues,14139.000,-21200.000,0.000
SalesRevenueNet,14139.000,-21200.000,0.000
SellingGeneralAndAdministrativeExpense,983172.000,832103.000,954340.000
ShareBasedCompensation,,,103276.000
UnrealizedGainLossOnDerivatives,,,-415079.000
WeightedAverageNumberOfDilutedSharesOutstanding,26682332.000,,27517749.000
WeightedAverageNumberOfSharesOutstandingBasic,26682332.000,,27517749.000
