,2012-03-31,2013-03-31,2014-03-31,2015-03-31,2016-03-31,2017-03-31
AdjustmentsToAdditionalPaidInCapitalOther,97048.000,,,,,
AmortizationOfDebtDiscountPremium,15065.000,,,,,
Depreciation,4450.000,3189.000,,,,
EarningsPerShareBasicAndDiluted,-5.200,-3.150,-3.060,-3.510,-3.720,-3.990
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseShareBasedCompensationCost,,96.670,96.670,,,0.000
GeneralAndAdministrativeExpense,799820.000,794562.000,771263.000,815830.000,828441.000,854789.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-1447492.000,-963191.000,-997806.000,-1074487.000,-1137218.000,-1219080.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,-5.200,-3.150,-3.060,-3.510,-3.720,-3.990
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,1325.000,-9668.000,124192.000,-117012.000,31200.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,-375644.000,-389144.000,-419050.000,-443515.000,-475441.000
IncomeTaxReconciliationNondeductibleExpense,,154678.000,171078.000,-148448.000,206639.000,93063.000
IncomeTaxReconciliationNondeductibleExpenseDepreciation,,-82.000,,,,0.000
IncomeTaxReconciliationNondeductibleExpenseImpairmentLosses,,0.000,0.000,,,0.000
IncomeTaxReconciliationNondeductibleExpenseMealsAndEntertainment,,,,,,0.000
IncomeTaxReconciliationNondeductibleExpenseOther,,210056.000,218067.000,443306.000,353888.000,351178.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,783098.000,935216.000,997806.000,1074487.000,1137218.000,-1139080.000
InterestExpense,143222.000,165440.000,226543.000,258657.000,308777.000,364291.000
InterestPaid,,,4000.000,2000.000,,
NetCashProvidedByUsedInFinancingActivities,,,,,,80000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,,,,80000.000
NetCashProvidedByUsedInOperatingActivities,,,,,,-80000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,,,,-80000.000
NetIncomeLoss,-1447492.000,-963191.000,-997806.000,-1074487.000,-1137218.000,-1219080.000
OperatingExpenses,804270.000,797751.000,771263.000,815830.000,828441.000,854789.000
OperatingIncomeLoss,-804270.000,-797751.000,-771263.000,-815830.000,-828441.000,-854789.000
OtherNonoperatingIncomeExpense,-500000.000,,,,,
ProceedsFromPaymentsForOtherFinancingActivities,,,,,,80000.000
ShareBasedCompensation,144879.000,24786.000,,,,
StockIssuedDuringPeriodValueOther,76965.000,,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,278102.000,305778.000,305778.000,305778.000,305778.000,305778.000
