,2011-12-31,2012-12-31,2013-12-31
AdditionsToNoncurrentAssets,,15485000.000,
AdjustmentsToAdditionalPaidInCapitalOther,1400000.000,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,2383000.000,3836000.000,2917000.000
AdjustmentsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,,,11529000.000
AllocatedShareBasedCompensationExpense,,3836000.000,
AllocatedShareBasedCompensationExpenseNetOfTax,,2344000.000,1782000.000
AmortizationOfFinancingCostsAndDiscounts,2943000.000,2961000.000,3481000.000
AmortizationOfIntangibleAssets,,6700000.000,7300000.000
CapitalExpendituresIncurredButNotYetPaid,,,276000.000
CapitalLeaseObligationsIncurred,,5752000.000,9763000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-1901000.000,24483000.000,-20137000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,52559000.000,,
CostOfServices,1190410000.000,1194494000.000,1204568000.000
CostsAndExpenses,,1489950000.000,1512910000.000
CurrentFederalTaxExpenseBenefit,,18097000.000,11041000.000
CurrentForeignTaxExpenseBenefit,,334000.000,328000.000
CurrentIncomeTaxExpenseBenefit,,21698000.000,13473000.000
CurrentStateAndLocalTaxExpenseBenefit,,3267000.000,2104000.000
DeferredFederalIncomeTaxExpenseBenefit,,2399000.000,6451000.000
DeferredForeignIncomeTaxExpenseBenefit,,5000.000,
DeferredIncomeTaxExpenseBenefit,4450000.000,4062000.000,7610000.000
DeferredIncomeTaxesAndTaxCredits,,4062000.000,7609000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,,1658000.000,1159000.000
DepreciationDepletionAndAmortization,20992000.000,33371000.000,34395000.000
DiscontinuedOperationGainLossFromDisposalOfDiscontinuedOperationBeforeIncomeTax,-1642000.000,,
EffectOfExchangeRateOnCashAndCashEquivalents,-44000.000,-69000.000,-129000.000
EffectiveIncomeTaxRateContinuingOperations,,0.386,0.297
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.350,0.350
EffectiveIncomeTaxRateReconciliationOtherAdjustments,,-0.001,0.003
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,,0.043,0.035
EffectiveIncomeTaxRateReconciliationTaxCredits,,0.023,0.097
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,,1492000.000,1135000.000
GainLossOnDispositionOfAssets,-481000.000,-238000.000,-94000.000
GainsLossesOnExtinguishmentOfDebt,,-7129000.000,
GeneralAndAdministrativeExpense,229254000.000,233838000.000,238685000.000
GoodwillAcquiredDuringPeriod,,19389000.000,20077000.000
GoodwillOtherChanges,,-1179000.000,8000.000
GrossProfit,388925000.000,404615000.000,412065000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,61841000.000,66773000.000,70856000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,41836000.000,41013000.000,49773000.000
IncomeLossFromDiscontinuedOperationsNetOfTax,11156000.000,,
IncomeTaxExpenseBenefit,20005000.000,25760000.000,21083000.000
IncomeTaxReconciliationTaxCredits,,,-3400000.000
IncomeTaxesPaidNet,5864000.000,10155000.000,15776000.000
IncreaseDecreaseInAccountsPayable,-9711000.000,-8369000.000,-3925000.000
IncreaseDecreaseInAccountsReceivable,10125000.000,12967000.000,17425000.000
IncreaseDecreaseInAccruedIncomeTaxesPayable,-10668000.000,12276000.000,-2066000.000
IncreaseDecreaseInAccruedLiabilities,-3846000.000,-8368000.000,5477000.000
IncreaseDecreaseInDeferredRevenue,300000.000,-150000.000,
IncreaseDecreaseInOperatingCapital,,17239000.000,
IncreaseDecreaseInOtherNoncurrentLiabilities,18243000.000,1249000.000,-17846000.000
IncreaseDecreaseInOtherOperatingAssets,3657000.000,3923000.000,2197000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,-342000.000,-3013000.000,3990000.000
InterestExpense,42178000.000,35384000.000,32867000.000
InterestIncomeExpenseNonoperatingNet,,-35257000.000,-32867000.000
InterestPaid,30737000.000,32038000.000,30271000.000
InvestmentIncomeInterest,119000.000,127000.000,
LitigationSettlementExpense,,,8300000.000
NetCashProvidedByUsedInFinancingActivities,-38077000.000,-9760000.000,-21917000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-38077000.000,-9760000.000,-21917000.000
NetCashProvidedByUsedInInvestingActivities,-36392000.000,-46009000.000,-59393000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-36392000.000,-46009000.000,-59393000.000
NetCashProvidedByUsedInOperatingActivities,72612000.000,80321000.000,61302000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,72612000.000,80321000.000,61302000.000
NetIncomeLossAttributableToNoncontrollingInterest,-171000.000,-110000.000,-110000.000
NetIncomeLossAvailableToCommonStockholdersBasic,53163000.000,41123000.000,49883000.000
NonoperatingIncomeExpense,-42059000.000,-42386000.000,-32867000.000
NotesIssued1,2138000.000,2374000.000,1110000.000
OperatingExpenses,285025000.000,295456000.000,308342000.000
OperatingIncomeLoss,103900000.000,109159000.000,103723000.000
OperatingLeasesRentExpenseNet,,68600000.000,71200000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentBeforeTaxPeriodIncreaseDecrease,-433000.000,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossBeforeReclassificationAndTax,,206000.000,-579000.000
OtherComprehensiveIncomeLossBeforeTax,,41219000.000,49194000.000
OtherComprehensiveIncomeLossBeforeTaxPortionAttributableToParent,,41329000.000,49304000.000
PaymentsOfDebtIssuanceCosts,561000.000,4008000.000,2000.000
PaymentsToAcquireBusinessesNetOfCashAcquired,23106000.000,30690000.000,39318000.000
PaymentsToAcquireProductiveAssets,,,-20610000.000
PaymentsToAcquirePropertyPlantAndEquipment,13507000.000,15485000.000,20610000.000
