,2011-12-31,2012-12-31,2013-12-31
ProceedsFromContributedCapital,1400000.000,,
ProceedsFromIncomeTaxRefunds,300000.000,6300000.000,100000.000
ProceedsFromIssuanceOfLongTermDebt,,175000000.000,
ProceedsFromSaleOfProductiveAssets,221000.000,166000.000,535000.000
ProfitLoss,52992000.000,41013000.000,49773000.000
ProvisionForDoubtfulAccounts,5851000.000,5679000.000,5005000.000
RepaymentsOfLongTermCapitalLeaseObligations,92000.000,6034000.000,7206000.000
RepaymentsOfLongTermDebt,38824000.000,174718000.000,14709000.000
Revenues,1579335000.000,1599109000.000,1616633000.000
SalesRevenueNet,1579335000.000,1599109000.000,1616633000.000
ShareBasedCompensation,2383000.000,3836000.000,2917000.000
UnrecognizedTaxBenefitsDecreasesResultingFromPriorPeriodTaxPositions,,9000.000,21000.000
UnrecognizedTaxBenefitsIncreasesResultingFromPriorPeriodTaxPositions,,1478000.000,60000.000
UnrecognizedTaxBenefitsReductionsResultingFromLapseOfApplicableStatuteOfLimitations,,104000.000,77000.000
