,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
PropertyPlantAndEquipmentNet,4665331.000,4102164.000,4084061.000,4065958.000,4047855.000,4029752.000,4011649.000,3993546.000,3975443.000,3957340.000,3939237.000,3921134.000,3903031.000,3884928.000,3866825.000,3848722.000,3830619.000,3812516.000
RealEstateAccumulatedDepreciation,,,,,,,2301627.000,,,,2374039.000,,,,2446451.000,,,
RealEstateAndAccumulatedDepreciationAccumulatedDepreciation,,,,,,,2301627.000,,,,,,,,,,,
RealEstateAndAccumulatedDepreciationAmountOfEncumbrances,,,,,,,,,,,,,,,0.000,,,
RealEstateAndAccumulatedDepreciationCarryingAmountOfLandAndBuildingsAndImprovements,,,,,,,6313276.000,,,,,,,,,,,
RealEstateAndAccumulatedDepreciationCostsCapitalizedSubsequentToAcquisitionCarryingCosts,,,,,,,,,,,,,,,0.000,,,
RealEstateAndAccumulatedDepreciationInitialCostOfBuildingsAndImprovements,,,,,,,2534393.000,,,,2534393.000,,,,2534393.000,,,
RealEstateAndAccumulatedDepreciationInitialCostOfLand,,,,,,,3778883.000,,,,3778883.000,,,,3778883.000,,,
RealEstateFederalIncomeTaxBasis,,,,,,,6313276.000,,,,6313276.000,,,,6313276.000,,,
RealEstateGrossAtCarryingValue,,,,,,,6313276.000,,,,6313276.000,,,,6313276.000,,,
RestrictedCashAndCashEquivalents,,,,,86017.000,86017.000,86017.000,86017.000,86017.000,86017.000,86017.000,86017.000,86017.000,86017.000,86017.000,86017.000,86017.000,86017.000
RestrictedCashAndCashEquivalentsAtCarryingValue,86017.000,86017.000,86017.000,86017.000,86017.000,86017.000,86017.000,86017.000,86017.000,86017.000,86017.000,86017.000,86017.000,86017.000,86017.000,86017.000,86017.000,86017.000
