,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30
AccretionExpense,,,99239.000,,,,111674.000,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationAndExerciseOfStockOptions,,,26250.000,,,,,,
AmortizationOfFinancingCosts,,,,,,,54604.000,,
AssetRetirementObligationPeriodIncreaseDecrease,,,0.000,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-118058.000,,,,-11863.000,,
ConversionOfStockAmountIssued1,,,-3110.000,,,,7907.000,,
CostOfGoodsSold,4279040.000,4480918.000,3368426.000,2949299.000,2619855.000,2435988.000,2353682.000,2009906.000,1902288.000
DebtInstrumentIncreaseAccruedInterest,,,-86492.000,,,,,,
DepreciationDepletionAndAmortization,230683.000,253161.000,212271.000,196065.000,182028.000,174999.000,161570.000,153058.000,130184.000
DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGain,,,28681.000,,,,0.000,,
EarningsPerShareBasicAndDiluted,,,-0.020,-0.020,-0.020,,-0.020,-0.020,-0.020
EarningsPerShareDiluted,-0.030,-0.020,,,,,,,
GeneralAndAdministrativeExpense,676623.000,534959.000,398962.000,366986.000,365164.000,,358784.000,347330.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-3073418.000,-1734725.000,-2507888.000,-2397676.000,-2282004.000,-3066776.000,-2150846.000,-2024556.000,-2280098.000
IncomeTaxExpenseBenefit,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
IncomeTaxesPaid,,,0.000,,,,0.000,,
IncreaseDecreaseInAccountsPayable,,,161844.000,,,,46177.000,,
IncreaseDecreaseInAccountsReceivable,,,-132572.000,,,,801.000,,
IncreaseDecreaseInAccruedLiabilities,,,97429.000,,,,192576.000,,
IncreaseDecreaseInDeferredRevenue,,,-8230.000,,,,-150686.000,,
IncreaseDecreaseInDerivativeLiabilities,,,0.000,,,,,,
IncreaseDecreaseInInterestPayableNet,,,753207.000,,,,1034641.000,,
IncreaseDecreaseInOtherOperatingLiabilities,,,-8500.000,,,,-1.000,,
IncreaseDecreaseInPrepaidExpense,,,-10840.000,,,,-131140.000,,
IncreaseDecreaseInRawMaterialsPackagingMaterialsAndSuppliesInventories,,,-843804.000,,,,-548042.000,,
InterestExpense,920278.000,925312.000,950356.000,963468.000,1210720.000,1000575.000,1126213.000,989827.000,973922.000
InterestPaid,,,94029.000,,,,0.000,,
LossOnCashFlowHedgeIneffectiveness,,0.000,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,,29.000,,,,0.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,29.000,,,,0.000,,
NetCashProvidedByUsedInInvestingActivities,,,-14723.000,,,,-250.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-14723.000,,,,-250.000,,
NetCashProvidedByUsedInOperatingActivities,,,-103364.000,,,,-11613.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-103364.000,,,,-11613.000,,
NetIncomeLoss,-3073418.000,-1734725.000,-2507888.000,-2397676.000,-2282004.000,-3066776.000,-2150846.000,-2024556.000,-2280098.000
NonoperatingIncomeExpense,-1273902.000,-310886.000,-906243.000,-901721.000,-1149664.000,-1826659.000,-989364.000,-911518.000,-778342.000
OperatingExpenses,,,,,,,,,428877.000
OperatingIncomeLoss,-1799516.000,-1423839.000,-1601645.000,-1495955.000,-1132340.000,-1240117.000,-1161482.000,-1113038.000,-1501756.000
OtherNonoperatingIncomeExpense,32907.000,12024.000,15432.000,44041.000,52547.000,25442.000,136849.000,78309.000,195580.000
PaymentsForCapitalImprovements,,,14723.000,,,,250.000,,
ProceedsFromLongTermCapitalLeaseObligations,,,,,,,0.000,,
RepaymentsOfLongTermCapitalLeaseObligations,,,-5029.000,,,,,,
RepaymentsOfLongTermDebt,,,5000.000,,,,0.000,,
Revenues,3386830.000,3845199.000,2378014.000,2016395.000,2034707.000,1712700.000,1712554.000,1397256.000,959593.000
SalesRevenueNet,3386830.000,3845199.000,2378014.000,2016395.000,2034707.000,1712700.000,1712554.000,1397256.000,959593.000
ShareBasedCompensation,,81761.000,52237.000,49785.000,39125.000,36747.000,10297.000,9071.000,3842.000
StockOptionPlanExpense,,,25987.000,,,,10297.000,,
UnrealizedGainLossOnDerivatives,-386531.000,602402.000,28681.000,17706.000,8509.000,0.000,0.000,0.000,0.000
WeightedAverageNumberOfDilutedSharesOutstanding,113483661.000,113678970.000,114320260.000,114631186.000,115131697.000,-229138343.000,116871503.000,116871503.000,116871503.000
