,2011-12-31,2012-12-31,2013-12-31
AdjustmentsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,-48345.000,-110877.000,93022.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-542675.000,-568068.000,-189692.000
ConcentrationRiskPercentage1,,,0.980
CostsAndExpensesRelatedParty,116451.000,78142.000,71259.000
Depreciation,88267.000,,
DepreciationAndAmortization,,37551.000,37551.000
DepreciationAndAmortizationDiscontinuedOperations,,20285.000,0.000
DepreciationNonproduction,59051.000,,
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,,435702.000,0.000
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,265756.000,240831.000,-9769.000
DisposalGroupIncludingDiscontinuedOperationOperatingExpense,,469.000,1504.000
DisposalGroupIncludingDiscontinuedOperationRentalIncome,,90160.000,46735.000
DistributionMadeToMemberOrLimitedPartnerCashDistributionsDeclared,,1608681.000,
EntityWideRevenueMajorCustomerAmount,,201370.000,
EntityWideRevenueMajorCustomerPercentage,,0.990,
GainLossOnSaleOfProperties,-132756.000,435702.000,0.000
ImpairmentOfRealEstate,,264277.000,55000.000
IncomeLossAttributableToParent,249908.000,,
IncomeLossBeforeExtraordinaryItemsAndCumulativeEffectOfChangeInAccountingPrinciplePerOutstandingLimitedPartnershipUnit,11.920,,
IncomeLossFromContinuingOperations,,-22712.000,-14571.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-15848.000,,
IncomeLossFromContinuingOperationsPerOutstandingLimitedPartnershipUnit,-0.780,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerOutstandingLimitedPartnershipUnit,12.700,,
IncreaseDecreaseInAccountsPayableRelatedParties,-3856.000,2712.000,471.000
IncreaseDecreaseInDeferredRevenue,0.000,,
IncreaseDecreaseInReceivables,0.000,,
InvestmentIncomeInterest,5932.000,4257.000,1694.000
NetCashProvidedByUsedInOperatingActivities,201563.000,107242.000,68682.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,201563.000,107242.000,68682.000
NetIncomeLossAllocatedToGeneralPartners,9499.000,18984.000,-793.000
NetIncomeLossAllocatedToLimitedPartners,240409.000,199135.000,-23547.000
NumberOfReportableSegments,,,1.000
OperatingCostsAndExpenses,26236.000,23839.000,21714.000
OperatingExpenses,201738.000,139532.000,130524.000
OperatingIncomeLoss,-21780.000,-26969.000,-16265.000
OperatingLeasesIncomeStatementLeaseRevenue,179958.000,112563.000,114259.000
OtherDepreciationAndAmortization,,57836.000,37551.000
PartnersCapitalAccountDistributions,,1608681.000,256160.000
PartnersCapitalOther,,2440937.000,2160437.000
PaymentsOfCapitalDistribution,,2242117.000,258374.000
PaymentsOfDistributionsToAffiliates,1599082.000,,
ProceedsFromSaleOfRealEstateHeldforinvestment,854844.000,1566807.000,0.000
ProfitLoss,,218119.000,-24340.000
RelatedPartyTransactionAmountsOfTransaction,,24308.000,23218.000
RelatedPartyTransactionExpensesFromTransactionsWithRelatedParty,,78142.000,71259.000
RelatedPartyTransactionSellingGeneralAndAdministrativeExpensesFromTransactionsWithRelatedParty,,19801.000,0.000
Revenues,,,157945.000
SalesRevenueNet,,,157945.000
WeightedAverageLimitedPartnershipUnitsOutstanding,,20166.000,
WeightedAverageNumberOfLimitedPartnershipAndGeneralPartnershipUnitOutstandingBasicAndDiluted,20166.000,,
