,2011-09-30,2011-12-31,2012-03-31
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-1198000.000,-1755000.000,-1770000.000
AdditionalPaidInCapitalCommonStock,1662000.000,1662000.000,1662000.000
Assets,405574000.000,404194000.000,396726000.000
AvailableForSaleSecurities,36476000.000,39557000.000,39073000.000
BankOwnedLifeInsurance,7229000.000,7300000.000,7368000.000
CashAndDueFromBanks,6223000.000,9321000.000,7000000.000
CommonStockParOrStatedValuePerShare,5.000,5.000,5.000
CommonStockSharesAuthorized,3000000.000,3000000.000,3000000.000
CommonStockSharesIssued,1436874.000,1436874.000,1436874.000
CommonStockSharesOutstanding,1336873.000,1336873.000,1336873.000
CommonStockValue,7184000.000,7184000.000,7184000.000
Deposits,345905000.000,344072000.000,343078000.000
FederalFundsSold,15610000.000,11253000.000,6630000.000
Goodwill,1534000.000,1534000.000,1534000.000
InterestBearingDepositLiabilities,83023000.000,82915000.000,84119000.000
InterestBearingDepositsInBanks,2772000.000,2329000.000,3219000.000
InterestReceivable,1610000.000,1513000.000,1535000.000
Liabilities,363604000.000,362520000.000,354370000.000
LiabilitiesAndStockholdersEquity,405574000.000,404194000.000,396726000.000
LoansAndLeasesReceivableAllowance,5631000.000,6111000.000,5854000.000
LoansAndLeasesReceivableGrossCarryingAmount,318154000.000,313056000.000,311367000.000
LongTermDebt,11703000.000,11245000.000,5444000.000
NoninterestBearingDepositLiabilities,58936000.000,61710000.000,62975000.000
OtherAssets,4545000.000,5560000.000,5285000.000
OtherIntangibleAssetsNet,707000.000,660000.000,613000.000
OtherLiabilities,5996000.000,7203000.000,5848000.000
OtherRealEstateAndForeclosedAssets,5033000.000,7070000.000,7987000.000
PropertyPlantAndEquipmentNet,9490000.000,9411000.000,9300000.000
RestrictedInvestments,1822000.000,1741000.000,1669000.000
RetainedEarningsAccumulatedDeficit,37694000.000,37955000.000,38652000.000
StockholdersEquity,41970000.000,41674000.000,42356000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,41970000.000,41674000.000,42356000.000
TreasuryStockShares,100001.000,100001.000,100001.000
TreasuryStockValue,3372000.000,3372000.000,3372000.000
