,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AssetManagementCosts,49989842.000,52794819.000,54985133.000,45609981.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,473125817.000,73430765.000,-492647628.000,622514364.000,-653494206.000,
CashPeriodIncreaseDecrease,,,,,,-87077779.000
DepreciationAmortizationAndAccretionNet,3696794.000,-4092464.000,-3449080.000,-1860082.000,-715663.000,-6308729.000
DistributedEarnings,,,0.000,0.000,0.000,0.000
DividendIncomeOperating,,,,,,139113.000
EarningsPerShareBasic,-0.740,,,,-5.050,2.480
FloorBrokerageExchangeAndClearanceFees,1129062.000,1471822.000,1444072.000,1428704.000,1171437.000,759634.000
GainLossOnInvestments,-185636878.000,192325598.000,-483556277.000,-1558815515.000,-848329089.000,379545648.000
GainLossOnSaleOfDebtInvestments,69300.000,20919.000,,,,
GainLossOnSaleOfDerivatives,754035253.000,-257726563.000,-447211586.000,-746348836.000,,
GainLossOnSaleOfInvestments,,,,,-1272167944.000,-72730527.000
GainLossOnSaleOfSecuritiesNet,69300.000,20919.000,66506.000,39941.000,,
IncreaseDecreaseInAccountsPayable,393509.000,804535.000,-421588.000,-1241158.000,,
IncreaseDecreaseInAccountsPayableRelatedParties,,,,,-1508466.000,239375.000
IncreaseDecreaseInAccruedLiabilities,-7159.000,-1655.000,1260.000,,,
IncreaseDecreaseInBrokerageReceivables,,,,,16665912.000,
IncreaseDecreaseInDividendsReceivable,,,,,,42071.000
IncreaseDecreaseInOtherOperatingAssets,-1000.000,,,,,
IncreaseDecreaseInPayablesToBrokerDealers,,,,3110.000,425.000,14.000
IncreaseDecreaseInRestrictedCash,-5640739.000,,,,,
IncreaseDecreaseInTradingLiabilities,,,,,12568839.000,-24721084.000
InterestAndDividendIncomeOperating,,,,,,6447842.000
InterestExpense,,,,,277439.000,141261.000
InterestIncomeOperating,3659156.000,4070308.000,3243074.000,1840717.000,715663.000,6308729.000
InterestPaid,,,,,277439.000,141261.000
InvestmentIncomeNet,-47459748.000,-50196333.000,-53186131.000,-45197968.000,,
MarketableSecuritiesRealizedGainLoss,,,,,14586.000,19938.000
MarketableSecuritiesUnrealizedGainLoss,,,,,-53402.000,-56173.000
NetCashProvidedByUsedInFinancingActivities,582972392.000,1008758466.000,-374321520.000,-56037568.000,-1175320749.000,204270179.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,582972392.000,1008758466.000,-374321520.000,-56037568.000,-1175320749.000,204270179.000
NetCashProvidedByUsedInOperatingActivities,-109846575.000,-935327701.000,-118326108.000,678551932.000,521826543.000,-291347958.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-109846575.000,-935327701.000,-118326108.000,678551932.000,521826543.000,-291347958.000
NetIncomeLoss,-233096626.000,142129265.000,-536742408.000,-1604013483.000,-873880684.000,365971348.000
OperatingExpenses,51118904.000,54266641.000,56429205.000,47038685.000,26267258.000,20090694.000
OperatingIncomeLoss,,,,,-25551595.000,-13574300.000
PaymentsForProceedsFromInvestments,,,,,,131029805.000
PaymentsForPurchaseOfSecuritiesOperatingActivities,,,,,10667467852.000,8367614637.000
PaymentsForRepurchaseOfCommonStock,,750772676.000,1581308509.000,1177235663.000,1491423279.000,648634646.000
PaymentsForRepurchaseOfEquity,1121135254.000,,,,,
PaymentsToAcquireMarketableSecurities,23183942035.000,23652604317.000,25594608298.000,21215312035.000,,
ProceedsFromIssuanceOfCommonStock,,1759531142.000,1206986989.000,1121198095.000,316102530.000,852904825.000
ProceedsFromIssuanceOrSaleOfEquity,1714838522.000,,,,,
ProceedsFromSaleAndMaturityOfMarketableSecurities,22365188660.000,23043161408.000,25972752459.000,22688974945.000,,
ProceedsFromSaleOfSecuritiesOperatingActivities,,,,,12810168648.000,7906957513.000
ProfessionalFees,,,,,24818382.000,19189799.000
ProfitLoss,-233096626.000,142129265.000,-536742408.000,,,
RealizedGainLossOnMarketableSecuritiesCostMethodInvestmentsAndOtherInvestments,,,,,-1272153358.000,-72710589.000
RealizedInvestmentGainsLosses,754104553.000,-257705644.000,-447145080.000,-746308895.000,,
StockIssuedDuringPeriodValueNewIssues,1714838522.000,1748800266.000,1206986989.000,1121198095.000,316102530.000,852904825.000
StockIssuedDuringPeriodValueOther,,,-374321520.000,,,
StockIssuedDuringPeriodValuePurchaseOfAssets,,,-911063928.000,,,
StockRedeemedOrCalledDuringPeriodShares,,,200000.000,,,
StockRedeemedOrCalledDuringPeriodValue,,,1581308509.000,1177235663.000,1491423279.000,648634646.000
StockholdersEquityPeriodIncreaseDecrease,,,,-1660051051.000,-2049201433.000,570241527.000
UnrealizedGainLossOnDerivatives,-939551548.000,449677202.000,-36200984.000,-812410338.000,,
UnrealizedGainLossOnInvestments,-939741431.000,450031242.000,-36411197.000,-812506620.000,423877671.000,452312410.000
UnrealizedGainLossOnMarketableSecuritiesCostMethodInvestmentsAndOtherInvestments,,,,,423824269.000,452256237.000
UnrealizedGainLossOnSecurities,-189883.000,354040.000,-210213.000,-96282.000,,
UnrealizedGainOnSecurities,41350976.000,181952772.000,,,,
UnrealizedLossOnSecurities,417574520.000,108499114.000,,,,
