,2017-03-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,-279000.000
AllocatedShareBasedCompensationExpense,1353000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,4615000.000
AvailableForSaleSecuritiesGrossRealizedGainLossNet,0.000
CapitalExpendituresIncurredButNotYetPaid,2363000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,17143000.000
ComprehensiveIncomeNetOfTax,332000.000
DebtIssuanceCostsIncurredDuringNoncashOrPartialNoncashTransaction,232000.000
Depreciation,966000.000
EarningsPerShareBasicAndDiluted,-0.020
GainLossOnDispositionOfAssets,14000.000
GeneralAndAdministrativeExpense,5577000.000
IncomeTaxExpenseBenefit,0.000
IncreaseDecreaseInAccountsPayable,1143000.000
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,-312000.000
IncreaseDecreaseInDeferredRevenue,-20290000.000
IncreaseDecreaseInOtherNoncurrentAssets,139000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,1637000.000
NetCashProvidedByUsedInFinancingActivities,107435000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,107435000.000
NetCashProvidedByUsedInInvestingActivities,-72853000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-72853000.000
NetCashProvidedByUsedInOperatingActivities,-17439000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-17439000.000
NetIncomeLoss,385000.000
NetIncomeLossAvailableToCommonStockholdersBasic,-409000.000
NonoperatingIncomeExpense,632000.000
OperatingExpenses,20536000.000
OperatingIncomeLoss,-247000.000
OtherComprehensiveIncomeAvailableforsaleSecuritiesAdjustmentNetOfTaxPortionAttributableToParent,-53000.000
OtherNonoperatingIncomeExpense,632000.000
PaymentsOfStockIssuanceCosts,0.000
PaymentsToAcquireAvailableForSaleSecuritiesDebt,107722000.000
PaymentsToAcquirePropertyPlantAndEquipment,7077000.000
ProceedsFromIssuanceInitialPublicOffering,107326000.000
ProceedsFromSaleMaturityAndCollectionsOfInvestments,41946000.000
ProceedsFromStockOptionsExercised,109000.000
ResearchAndDevelopmentExpense,14959000.000
RevenueFromRelatedParties,20289000.000
RevenueRecognitionMilestoneMethodRevenueRecognized,20289000.000
ShareBasedCompensation,1353000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresAndExpirationsInPeriod,41000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresAndExpirationsInPeriodWeightedAverageExercisePrice,3.090
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,380000.000
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,2.190
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,16.190
StockIssuedDuringPeriodSharesStockOptionsExercised,50000.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,23543280.000
