,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,10700000.000,,,,15440000.000,,,,38868000.000,,
NetIncomeLoss,35310000.000,15939000.000,16621000.000,14907000.000,15178000.000,20192000.000,29476000.000,32883000.000,34512000.000,33256000.000,42251000.000,36454000.000
NetIncomeLossAllocatedToGeneralPartners,239000.000,387000.000,489000.000,297000.000,316000.000,1350000.000,5710000.000,7413000.000,7623000.000,6994000.000,11492000.000,8579000.000
NetIncomeLossAllocatedToLimitedPartners,,,16132000.000,14610000.000,,18842000.000,23766000.000,25470000.000,26889000.000,26262000.000,30759000.000,27875000.000
NonoperatingIncomeExpense,-6699000.000,-173000.000,-332000.000,-484000.000,-492000.000,-887000.000,-1742000.000,-2502000.000,-2219000.000,-1389000.000,-720000.000,-794000.000
OperatingIncomeLoss,14891000.000,16192000.000,17033000.000,15471000.000,16006000.000,21234000.000,31378000.000,35774000.000,37114000.000,34954000.000,43379000.000,37595000.000
OriginationOfNotesReceivableFromRelatedParties,,16000000.000,,,,0.000,,,,,,
OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentNetOfTaxPeriodIncreaseDecrease,0.000,0.000,,,,,,,,,,
OtherComprehensiveIncomeDefinedBenefitPlansTax,0.000,0.000,,,,,,,,,,
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,,,0.000,0.000,,,,,,,,
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansTax,,,0.000,0.000,,,,,,,,
OtherNonoperatingIncomeExpense,290000.000,14000.000,59000.000,1000.000,66000.000,2000.000,17000.000,-7000.000,1000.000,4000.000,1000.000,2000.000
PartnersCapitalAccountDistributions,,-13496000.000,,,,15492000.000,,,,20747000.000,,
PaymentsOfStockIssuanceCosts,,0.000,,,,,,,,,,
PaymentsToAcquireLifeInsurancePolicies,,0.000,,,,,,,,,,
PaymentsToAcquirePropertyPlantAndEquipment,,6990000.000,,,,37301000.000,,,,53071000.000,,
PensionAndOtherPostretirementBenefitExpense,,0.000,,,,,,,,,,
ProceedsFromSaleOfOtherProductiveAssets,,0.000,,,,,,,,,,
RelatedPartyTransactionExpensesFromTransactionsWithRelatedParty,,,2904000.000,3469000.000,,3581000.000,3399000.000,3805000.000,4344000.000,4524000.000,4748000.000,5387000.000
RelatedPartyTransactionSellingGeneralAndAdministrativeExpensesFromTransactionsWithRelatedParty,,,3929000.000,3948000.000,,3989000.000,4018000.000,4951000.000,4950000.000,4989000.000,5008000.000,5856000.000
RepaymentOfNotesReceivableFromRelatedParties,,14300000.000,,,,28000000.000,,,,45000000.000,,
RepaymentsOfRelatedPartyDebt,,800000.000,,,,800000.000,,,,800000.000,,
RevenueFromRelatedParties,,,801000.000,745000.000,,710000.000,825000.000,905000.000,877000.000,,,
Revenues,28867000.000,34286000.000,33823000.000,33327000.000,34061000.000,40186000.000,52079000.000,58531000.000,60154000.000,59953000.000,69073000.000,66401000.000
SalesRevenueNet,28867000.000,34286000.000,33823000.000,33327000.000,34061000.000,40186000.000,52079000.000,58531000.000,60154000.000,59953000.000,69073000.000,66401000.000
SellingGeneralAndAdministrativeExpense,3907000.000,4488000.000,4703000.000,4824000.000,4841000.000,4997000.000,4741000.000,6235000.000,5792000.000,5778000.000,6264000.000,6889000.000
UnrealizedGainLossOnInvestments,,0.000,,,,,,,,,,
