,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,594000000.000,518000000.000,717000000.000,836000000.000,799000000.000,715000000.000,719000000.000,724000000.000,766000000.000,761000000.000,826000000.000,756000000.000,884000000.000,834000000.000,886000000.000,905000000.000,936000000.000,898000000.000,1006000000.000,1024000000.000,1058000000.000,1006000000.000,1129000000.000,1242000000.000,1205000000.000
AccountsPayableCurrent,,,95000000.000,,85000000.000,94000000.000,84000000.000,97000000.000,95000000.000,58000000.000,61000000.000,67000000.000,61000000.000,55000000.000,54000000.000,61000000.000,56000000.000,77000000.000,77000000.000,74000000.000,66000000.000,71000000.000,73000000.000,110000000.000,83000000.000
AccountsPayableTradeCurrent,,,,96000000.000,,,,,,,,,,,,,,,,,,,,,
AccountsReceivableNetCurrent,528000000.000,547000000.000,579000000.000,666000000.000,650000000.000,606000000.000,643000000.000,663000000.000,674000000.000,691000000.000,710000000.000,751000000.000,752000000.000,730000000.000,748000000.000,798000000.000,765000000.000,746000000.000,783000000.000,802000000.000,805000000.000,812000000.000,830000000.000,902000000.000,861000000.000
AccruedEmployeeBenefitsCurrent,,,115000000.000,,108000000.000,103000000.000,124000000.000,145000000.000,97000000.000,110000000.000,132000000.000,165000000.000,112000000.000,127000000.000,156000000.000,192000000.000,110000000.000,133000000.000,158000000.000,196000000.000,120000000.000,135000000.000,149000000.000,184000000.000,118000000.000
AccruedIncomeTaxesCurrent,,,,,,,,,,,,,,,,,,,,,121000000.000,,,,119000000.000
AccumulatedAmortizationDeferredFinanceCosts,,,,16000000.000,,,,21000000.000,,,,26000000.000,,,,31000000.000,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,607000000.000,,,,649000000.000,,,,686000000.000,,,,737000000.000,,,,709000000.000,,,,746000000.000,
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,,-71000000.000,,,,-57000000.000,-54000000.000,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,-5000000.000,,,,-1000000.000,-6000000.000,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-41000000.000,-47000000.000,-79000000.000,-78000000.000,-62000000.000,-73000000.000,-61000000.000,-60000000.000,-62000000.000,-67000000.000,-63000000.000,-60000000.000,-54000000.000,-49000000.000,-57000000.000,-63000000.000,-71000000.000,-66000000.000,-75000000.000,-74000000.000,-69000000.000,-74000000.000,-69000000.000,-76000000.000,-67000000.000
AdditionalPaidInCapital,753000000.000,761000000.000,767000000.000,777000000.000,779000000.000,790000000.000,793000000.000,804000000.000,809000000.000,821000000.000,832000000.000,844000000.000,852000000.000,866000000.000,880000000.000,,,,,,,,,,
