,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AccountsPayableCurrent,4308000000.000,4442000000.000,4570000000.000,4738000000.000,4535000000.000,4547000000.000,4518000000.000,4736000000.000,4444000000.000,4718000000.000,4791000000.000,5174000000.000,5133000000.000,5276000000.000,5212000000.000,5365000000.000,5263000000.000,5352000000.000,5363000000.000,5580000000.000,5511000000.000,5598000000.000,5418000000.000,5690000000.000,5805000000.000,5971000000.000
AccountsReceivableGrossCurrent,6853000000.000,6961000000.000,7101000000.000,6926000000.000,6979000000.000,6946000000.000,6969000000.000,6940000000.000,7217000000.000,7342000000.000,7647000000.000,7530000000.000,7732000000.000,7949000000.000,8021000000.000,7788000000.000,7868000000.000,8016000000.000,7765000000.000,7901000000.000,8238000000.000,8338000000.000,8333000000.000,8449000000.000,8367000000.000,8641000000.000
AccountsReceivableNetCurrent,,,,7228000000.000,7268000000.000,7250000000.000,,,,,,,,,,,,,,,,,,,8155000000.000,8442000000.000
AccrualForEnvironmentalLossContingencies,776000000.000,775000000.000,777000000.000,723000000.000,723000000.000,715000000.000,709000000.000,654000000.000,685000000.000,676000000.000,652000000.000,643000000.000,670000000.000,659000000.000,628000000.000,591000000.000,602000000.000,592000000.000,575000000.000,518000000.000,539000000.000,523000000.000,502000000.000,511000000.000,538000000.000,554000000.000
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,,233000000.000,,,,232000000.000,,,,249000000.000,,,,243000000.000,,,,266000000.000,,,,290000000.000,,
AccruedEnvironmentalLossContingenciesCurrent,327000000.000,306000000.000,306000000.000,303000000.000,298000000.000,302000000.000,303000000.000,304000000.000,305000000.000,304000000.000,304000000.000,304000000.000,305000000.000,305000000.000,304000000.000,278000000.000,278000000.000,278000000.000,258000000.000,253000000.000,253000000.000,252000000.000,251000000.000,252000000.000,252000000.000,252000000.000
AccruedEnvironmentalLossContingenciesNoncurrent,449000000.000,469000000.000,471000000.000,420000000.000,425000000.000,413000000.000,406000000.000,350000000.000,380000000.000,372000000.000,348000000.000,339000000.000,365000000.000,354000000.000,324000000.000,313000000.000,324000000.000,314000000.000,317000000.000,265000000.000,286000000.000,271000000.000,251000000.000,259000000.000,286000000.000,302000000.000
AccruedIncomeTaxesCurrent,,,,318000000.000,,,,548000000.000,,,,240000000.000,,,,261000000.000,,,,201000000.000,,,,430000000.000,,
AccruedIncomeTaxesNoncurrent,,,,856000000.000,,,,550000000.000,,,,952000000.000,,,,764000000.000,,,,1009000000.000,,,,1041000000.000,,
AccruedInsuranceCurrent,,,,180000000.000,,,,192000000.000,,,,255000000.000,,,,264000000.000,,,,205000000.000,,,,172000000.000,,
AccruedInsuranceNoncurrent,,,,218000000.000,,,,273000000.000,,,,241000000.000,,,,253000000.000,,,,257000000.000,,,,253000000.000,,
AccruedLiabilitiesCurrent,6587000000.000,6555000000.000,7014000000.000,6863000000.000,6499000000.000,6632000000.000,6597000000.000,7208000000.000,6755000000.000,6839000000.000,7053000000.000,6979000000.000,6668000000.000,6643000000.000,6606000000.000,6771000000.000,6123000000.000,6065000000.000,6036000000.000,6277000000.000,5891000000.000,5907000000.000,6545000000.000,7048000000.000,6790000000.000,6829000000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,8919000000.000,,,,9211000000.000,,,,9339000000.000,,,,9119000000.000,,,,9119000000.000,,,8883000000.000,8714000000.000,,
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,,163000000.000,43000000.000,,,157000000.000,,,,170000000.000,,,,0.000,,,,0.000,,,,0.000,,
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,,-31000000.000,,,,-4000000.000,,,,-11000000.000,,,,9000000.000,,,,1000000.000,,,,109000000.000,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,-1650000000.000,,,,1848000000.000,,,,-355000000.000,,,,728000000.000,,,,644000000.000,,,,879000000.000,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,74000000.000,,,,356000000.000,,,,304000000.000,,,,-740000000.000,,,,-1892000000.000,,,,-1944000000.000,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-687000000.000,-536000000.000,-1122000000.000,-1444000000.000,-1182000000.000,-1637000000.000,-1294000000.000,-1339000000.000,-1656000000.000,-1767000000.000,-1211000000.000,818000000.000,748000000.000,837000000.000,281000000.000,-1459000000.000,-2099000000.000,-1969000000.000,-2373000000.000,-2535000000.000,-2455000000.000,-2499000000.000,-2482000000.000,-2714000000.000,-2562000000.000,-2837000000.000
