,2011-08-31,2011-11-30,2012-02-29,2012-05-31
CashAndCashEquivalentsPeriodIncreaseDecrease,12000.000,,,
CostOfGoodsAndServicesSold,6223000.000,1769000.000,1235000.000,4052000.000
CostOfRevenue,7590000.000,3027000.000,2451000.000,7570000.000
DeferredIncomeTaxExpenseBenefit,512000.000,,,
Depreciation,35000.000,,,
EarningsPerShareBasic,0.200,-0.190,,
EarningsPerShareBasicAndDiluted,,,-0.290,
EarningsPerShareDiluted,0.190,-0.190,,
GainLossOnDerivativeInstrumentsNetPretax,5000.000,,,
GrossProfit,4461000.000,1541000.000,1187000.000,-2178000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,-1379000.000,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,1383000.000,,-1584000.000,
IncomeTaxExpenseBenefit,512000.000,-510000.000,-286000.000,1921000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,346000.000,,,
IncreaseDecreaseInAccountsReceivable,1277000.000,,,
IncreaseDecreaseInDeferredRevenue,10000.000,,,
IncreaseDecreaseInInventories,-137000.000,,,
InterestExpense,70000.000,79000.000,79000.000,85000.000
InterestPaid,74000.000,,,
NetCashProvidedByUsedInFinancingActivities,-1064000.000,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-1064000.000,,,
NetCashProvidedByUsedInInvestingActivities,-904000.000,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-904000.000,,,
NetCashProvidedByUsedInOperatingActivities,1980000.000,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,1980000.000,,,
NetIncomeLoss,871000.000,-869000.000,-1298000.000,-8038000.000
OperatingIncomeLoss,1466000.000,-1291000.000,-1496000.000,-5991000.000
OtherNonoperatingExpense,13000.000,9000.000,9000.000,41000.000
PaymentsToAcquireIntangibleAssets,3000.000,,,
PaymentsToAcquirePropertyPlantAndEquipment,46000.000,,,
ProceedsFromStockOptionsExercised,0.000,,,
RepaymentsOfLinesOfCredit,564000.000,,,
RepaymentsOfOtherLongTermDebt,500000.000,,,
Revenues,12051000.000,4568000.000,3638000.000,5392000.000
SalesRevenueNet,12051000.000,4568000.000,3638000.000,5392000.000
SellingGeneralAndAdministrativeExpense,2995000.000,2832000.000,2683000.000,3813000.000
ShareBasedCompensation,41000.000,,,
WeightedAverageNumberOfDilutedSharesOutstanding,4471000.000,4465000.000,,
WeightedAverageNumberOfSharesOutstandingBasic,4465000.000,4465000.000,,
