,2011-07-31
CargoAndFreightRevenue,5170553.000
CostOfRevenue,3806725.000
CostOfServices,3776294.000
CurrentIncomeTaxExpenseBenefit,31000.000
DeferredIncomeTaxExpenseBenefit,246000.000
DirectOperatingCosts,30431.000
EarningsPerShareBasic,0.010
EarningsPerShareDiluted,0.000
GainLossOnDispositionOfAssets,-872.000
GeneralAndAdministrativeExpense,625214.000
GrossProfit,1456697.000
IncomeLossFromContinuingOperations,408243.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,685243.000
InterestExpense,146298.000
InvestmentIncomeInterest,930.000
NetIncomeLossAvailableToCommonStockholdersBasic,303025.000
OperatingExpenses,625214.000
OperatingIncomeLoss,831483.000
OtherNonoperatingIncomeExpense,-146240.000
PreferredStockDividend,105218.000
PropertyPlantAndEquipmentDisposals,-872.000
Revenues,5263422.000
SalesRevenueNet,5263422.000
SalesRevenueServicesGross,92869.000
