,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,,409.000,,
CashPeriodIncreaseDecrease,-601.000,,,,,,
EarningsPerShareBasicAndDiluted,-0.000,-0.000,-0.000,-0.040,-0.000,-0.000,-0.000
EffectOfExchangeRateOnCashAndCashEquivalents,38.000,,,,32.000,,
FinancialServicesCosts,,,,,,14889.000,4785.000
ForeignCurrencyTransactionGainLossRealized,-4762.000,-3369.000,3814.000,-12700.000,2700.000,3102.000,4556.000
ForeignCurrencyTransactionGainLossUnrealized,4762.000,,,,-2700.000,,
GeneralAndAdministrativeExpense,29496.000,25585.000,17338.000,335229.000,25066.000,40124.000,28572.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-23160.000,,,,-24827.000,,
IncreaseDecreaseInAccruedInterestReceivableNet,935.000,,,,1215.000,,
IncreaseDecreaseInDueToRelatedParties,,,,,1086.000,,
NetCashProvidedByUsedInFinancingActivities,,,,,2101.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,,,2101.000,,
NetCashProvidedByUsedInOperatingActivities,-639.000,,,,-1724.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-639.000,,,,-1724.000,,
NetIncomeLoss,-29496.000,-25585.000,-17338.000,-335229.000,-25066.000,-40124.000,-28572.000
NoninterestExpenseDirectorsFees,6000.000,6000.000,6000.000,6000.000,6000.000,6000.000,6000.000
NoninterestExpenseDistributionAndServicingFees,,,,,4608.000,2299.000,787.000
NoninterestExpenseTransferAgentAndCustodianFees,600.000,600.000,600.000,790.000,740.000,715.000,620.000
OtherGeneralAndAdministrativeExpense,11456.000,,11585.000,,11691.000,11790.000,11433.000
OtherSellingGeneralAndAdministrativeExpense,,12008.000,,,,,
PaymentsForFees,-953.000,-943.000,-967.000,-16562.000,-1247.000,-2455.000,-4032.000
ProceedsFromNotesPayable,,,,,1481.000,,
ProfessionalFees,3725.000,665.000,,,,485.000,
RepaymentsOfBankDebt,,,,,466.000,,
ResearchAndDevelopmentExpense,,,,,1480.000,977.000,2182.000
TravelAndEntertainmentExpense,,,,,,3616.000,3289.000
WeightedAverageNumberOfSharesOutstandingBasic,8947000.000,8947000.000,8947000.000,-17010413.000,15776139.000,16541356.000,16541356.000
