,2011-06-30,2011-09-30
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,-67700000.000
CostOfGoodsAndServicesSold,502300000.000,467300000.000
CostOfGoodsSold,464100000.000,427100000.000
CostOfServices,38200000.000,40200000.000
GrossProfit,79400000.000,51500000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-52400000.000,-74800000.000
IncomeTaxExpenseBenefit,-1200000.000,13200000.000
InterestExpense,32900000.000,32300000.000
InvestmentIncomeInterest,100000.000,
NetIncomeLoss,-51300000.000,-88600000.000
NetIncomeLossAttributableToNoncontrollingInterest,100000.000,600000.000
NonoperatingIncomeExpense,-32800000.000,-32600000.000
OperatingIncomeLoss,-19600000.000,-42200000.000
OtherNonoperatingIncome,,-300000.000
ProfitLoss,-51200000.000,-88000000.000
ResearchAndDevelopmentExpense,28700000.000,23100000.000
RestructuringCharges,2300000.000,3600000.000
Revenues,581700000.000,518800000.000
SalesRevenueGoodsNet,536300000.000,470100000.000
SalesRevenueNet,581700000.000,518800000.000
SalesRevenueServicesNet,45400000.000,48700000.000
SellingGeneralAndAdministrativeExpense,68000000.000,67000000.000
