,2011-12-31,2013-02-28,2014-02-28,2015-02-28,2016-02-29
AvailableForSaleSecuritiesGrossRealizedGainLossNet,,,,,2158888.000
CashAndCashEquivalentsPeriodIncreaseDecrease,235750.000,596144.000,353626.000,2622333.000,-3535243.000
ComprehensiveIncomeNetOfTax,,,,,24422735.000
DeferredFederalIncomeTaxExpenseBenefit,,,,,-436818.000
DistributionMadeToLimitedLiabilityCompanyLLCMemberCashDistributionsPaid,,,,,1136985.000
EffectiveIncomeTaxRateContinuingOperations,,0.000,0.041,-0.169,0.032
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.350,0.350,0.350,0.340
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,,-0.309,-0.277,0.838,-0.257
EffectiveIncomeTaxRateReconciliationNondeductibleExpense,,0.048,0.000,,
EffectiveIncomeTaxRateReconciliationOtherAdjustments,,0.056,0.000,-0.635,0.027
EffectiveIncomeTaxRateReconciliationTaxCredits,,,-0.011,0.452,0.011
EffectiveIncomeTaxRateReconciliationTaxExemptIncome,,-0.119,0.021,0.271,0.067
EquityMethodInvestmentDividendsOrDistributions,235641.000,,,269000.000,0.000
EquityMethodInvestmentRealizedGainLossOnDisposal,,,,,2158888.000
GainLossOnSaleOfInvestments,,,,,2158888.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-7172835.000,-974112.000,4017720.000,964982.000,4245320.000
IncomeLossFromEquityMethodInvestments,-6853314.000,-647096.000,3774862.000,199613.000,1236000.000
IncomeTaxExpenseBenefit,,0.000,163241.000,-163241.000,136590.000
IncomeTaxExpenseBenefitContinuingOperations,,0.000,163241.000,,
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,300570.000,-1112489.000,808916.000,-1092408.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,-340939.000,1406202.000,337744.000,1443409.000
IncomeTaxReconciliationNondeductibleExpense,,-46637.000,0.000,,
IncomeTaxReconciliationOtherAdjustments,,-54926.000,478.000,-612548.000,114487.000
IncomeTaxReconciliationTaxCredits,,,46254.000,436360.000,46324.000
IncomeTaxReconciliationTaxExemptIncome,,-116304.000,84696.000,260993.000,285024.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,29341.000,12326.000,-11515.000,902.000,41564.000
IncreaseDecreaseInAccruedIncomeTaxesPayable,,,163241.000,-163241.000,0.000
IncreaseDecreaseInDueToRelatedParties,290289.000,,,,
IncreaseDecreaseInIncomeTaxesReceivable,,,,,91080.000
IncreaseDecreaseInNotesReceivables,,,,,4900000.000
InterestIncomeOperating,,,449167.000,1003333.000,1132444.000
ManagingMemberOrGeneralPartnerSubsequentDistributionAmount,,,,,5179772.000
NetCashProvidedByUsedInFinancingActivities,,314577.000,13217677.000,237062.000,-4722182.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,314577.000,13217677.000,237062.000,-4722182.000
NetCashProvidedByUsedInInvestingActivities,-7986581.000,596257.000,-13095394.000,1619000.000,959431.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-7986581.000,596257.000,-13095394.000,1619000.000,959431.000
NetCashProvidedByUsedInOperatingActivities,109.000,-314690.000,231343.000,766271.000,227508.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,109.000,-314690.000,231343.000,766271.000,227508.000
NetIncomeLoss,-7172835.000,-974112.000,3854479.000,1128223.000,4108730.000
OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,,-5197086.000,20314005.000
PaymentsOfDistributionsToAffiliates,,,,,1136985.000
PaymentsToAcquireEquityMethodInvestments,8222222.000,,,,
ProceedsFromContributedCapital,8222222.000,,,,
ProceedsFromContributionsFromParent,,0.000,13000000.000,0.000,
ProceedsFromEquityMethodInvestmentDividendsOrDistributionsReturnOfCapital,,,,,900000.000
ProceedsFromNotesPayable,,,,,4900000.000
ProceedsFromRelatedPartyDebt,,314577.000,217677.000,237062.000,238578.000
ProceedsFromSaleOfAvailableForSaleSecurities,,,,,4959431.000
ProceedsFromSaleOfEquityMethodInvestments,,,,,0.000
ProfitLoss,,-974112.000,3854479.000,1128223.000,4108730.000
RepaymentsOfNotesPayable,,,,,4900000.000
RepaymentsOfRelatedPartyDebt,,,,,3823775.000
StockIssuedDuringPeriodValueNewIssues,8222222.000,,,,
