,2015-12-31,2016-12-31
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,0.000,0.000
AssetRetirementObligationAccretionExpense,459.000,9689.000
AssetRetirementObligationLiabilitiesIncurred,105000.000,1868.000
AssetRetirementObligationRevisionOfEstimate,,-46393.000
BusinessAcquisitionsProFormaNetIncomeLoss,2336675.000,
BusinessAcquisitionsProFormaRevenue,26831257.000,
BusinessCombinationAcquisitionRelatedCosts,313366.000,77550.000
CashAndCashEquivalentsPeriodIncreaseDecrease,3286960.000,83513542.000
CostsAndExpenses,,19463097.000
CostsIncurredAcquisitionOfOilAndGasProperties,159216768.000,524175.000
CostsIncurredDevelopmentCosts,70047.000,1652782.000
CostsIncurredOilAndGasPropertyAcquisitionExplorationAndDevelopmentActivities,159286815.000,2176957.000
DepreciationDepletionAndAmortization,392084.000,9526865.000
DistributionMadeToLimitedPartnerCashDistributionsPaid,1271730.000,10448981.000
DistributionMadeToLimitedPartnerDistributionsDeclaredPerUnit,0.510,1.400
DistributionMadeToLimitedPartnerDistributionsPaidPerUnit,0.510,1.400
FairValueInputsDiscountRate,0.100,0.100
GasGatheringTransportationMarketingAndProcessingCosts,18139.000,2009799.000
GeneralAndAdministrativeExpense,745884.000,1291053.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,653106.000,678417.000
IncreaseDecreaseInAccountsReceivable,703806.000,2004351.000
IncreaseDecreaseInDueToRelatedParties,-158641.000,0.000
IncreaseDecreaseInEstimatedFutureDevelopmentCosts,,-5410384.000
IncreaseDecreaseInOtherCurrentAssets,,38221.000
IncreaseDueToPurchasesOfMineralsInPlace,99670116.000,524175.000
InterestIncomeExpenseNet,-321093.000,-6132805.000
InterestPaid,173711.000,2171573.000
LeaseOperatingExpense,149072.000,3801312.000
NetCashProvidedByUsedInFinancingActivities,64491609.000,89208344.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,64491609.000,89208344.000
NetCashProvidedByUsedInInvestingActivities,-60000000.000,-12644186.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-60000000.000,-12644186.000
NetCashProvidedByUsedInOperatingActivities,-1204649.000,6949384.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-1204649.000,6949384.000
NetIncomeLoss,-1562816.000,-5230564.000
NetIncomeLossPerOutstandingLimitedPartnershipAndGeneralPartnershipUnitBasicAndDiluted,-1.700,-0.690
NetIncreaseDecreaseInSalesAndTransferPricesAndProductionCosts,,-28508492.000
NoncashOrPartNoncashAcquisitionNetNonmonetaryAssetsAcquiredLiabilitiesAssumed1,1395883.000,0.000
NoncashOrPartNoncashAcquisitionValueOfLiabilitiesAssumed1,97545410.000,0.000
OilAndGasSalesRevenue,703806.000,20365338.000
OperatingExpenses,1945529.000,
OperatingIncomeLoss,-1241723.000,902241.000
OtherNoncashIncomeExpense,,4017238.000
OwnedPropertyManagementCosts,252524.000,886306.000
PaymentsForDeposits,,10000000.000
PaymentsOfFinancingCosts,,250000.000
PaymentsOfStockIssuanceCosts,0.000,
PaymentsToAcquireOilAndGasProperty,60000000.000,1000000.000
PaymentsToExploreAndDevelopOilAndGasProperties,,1644186.000
PreviouslyEstimatedDevelopmentCostsIncurred,,1652782.000
ProceedsFromIssuanceOfCommonLimitedPartnersUnits,78286761.000,188820033.000
ProductionTaxExpense,74460.000,1870212.000
RepaymentsOfDebt,12545410.000,88917833.000
RevisionsOfPreviousQuantityEstimates,,8191818.000
SalesAndTransfersOfOilAndGasProducedNetOfProductionCosts,480274.000,-14693814.000
StandardizedMeasureOfDiscountedFutureNetCashFlowOfProvedOilAndGasReservesPeriodIncreaseDecrease,99189842.000,
WeightedAverageNumberOfLimitedPartnershipAndGeneralPartnershipUnitOutstandingBasicAndDiluted,920668.000,7538180.000
