,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,25200000.000,21900000.000,18400000.000,14600000.000,16200000.000,21100000.000,24300000.000,21800000.000,27500000.000,40800000.000,27900000.000,33300000.000,25500000.000,23100000.000,32400000.000,43400000.000,21200000.000,23500000.000,23500000.000,23800000.000,19800000.000,24300000.000,27800000.000,19000000.000
AccountsReceivableNetCurrent,900000.000,700000.000,600000.000,700000.000,700000.000,600000.000,600000.000,700000.000,800000.000,1200000.000,1000000.000,600000.000,600000.000,1000000.000,400000.000,300000.000,300000.000,800000.000,800000.000,2400000.000,900000.000,500000.000,600000.000,400000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,236100000.000,240800000.000,225600000.000,229700000.000,232400000.000,235400000.000,242700000.000,248400000.000,254900000.000,257300000.000,260900000.000,259500000.000,254000000.000,257600000.000,265500000.000,274100000.000,280300000.000,290700000.000,301000000.000,311200000.000
Assets,296000000.000,297100000.000,300700000.000,284500000.000,292700000.000,286200000.000,298600000.000,454100000.000,347300000.000,302900000.000,349800000.000,391000000.000,387800000.000,361900000.000,415800000.000,411800000.000,421700000.000,442500000.000,443700000.000,400800000.000,428200000.000,377700000.000,373300000.000,378400000.000
AssetsCurrent,198900000.000,204000000.000,211000000.000,187800000.000,195800000.000,174300000.000,173900000.000,304800000.000,178200000.000,96600000.000,130600000.000,160800000.000,153000000.000,116100000.000,148500000.000,92700000.000,107300000.000,123800000.000,128300000.000,77900000.000,111300000.000,66000000.000,60600000.000,70200000.000
CashAndCashEquivalentsAtCarryingValue,152500000.000,144000000.000,179800000.000,168700000.000,172700000.000,160100000.000,149400000.000,290600000.000,169200000.000,70500000.000,86900000.000,113900000.000,115900000.000,78400000.000,113000000.000,60000000.000,72000000.000,92500000.000,106400000.000,48200000.000,84100000.000,48700000.000,39500000.000,41200000.000
CashCollateralForBorrowedSecurities,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CustomerAdvancesCurrent,3600000.000,100000.000,,,,,,,,,,,,,,,,,,,,,,
DerivativeAssets,,,,,,,,3100000.000,,,7800000.000,4900000.000,700000.000,3800000.000,100000.000,800000.000,3100000.000,300000.000,0.000,0.000,2100000.000,,9000000.000,1900000.000
DerivativeAssetsLiabilitiesAtFairValueNet,,,,,,,,3100000.000,,-1500000.000,7800000.000,4900000.000,200000.000,3100000.000,-3500000.000,-400000.000,2000000.000,-15200000.000,-27900000.000,-30200000.000,-2900000.000,,7400000.000,-600000.000
DerivativeCollateralObligationToReturnCash,,,,,,,,0.000,0.000,0.000,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000
DerivativeCollateralRightToReclaimCash,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000
DerivativeFairValueOfDerivativeAssetAmountOffsetAgainstCollateral,,,,,,,,3100000.000,,,7800000.000,4900000.000,200000.000,3100000.000,-3500000.000,-400000.000,2000000.000,0.000,0.000,0.000,0.000,,7400000.000,0.000
DerivativeFairValueOfDerivativeLiabilityAmountOffsetAgainstCollateral,,,,,,,,,,1500000.000,0.000,,0.000,0.000,0.000,0.000,0.000,15200000.000,27900000.000,30200000.000,2900000.000,,0.000,600000.000
DerivativeLiabilities,,,,,,,,,,1500000.000,,,500000.000,700000.000,3600000.000,1200000.000,1100000.000,15500000.000,27900000.000,30200000.000,5000000.000,,1600000.000,2500000.000
DerivativeNetLiabilityPositionAggregateFairValue,,,,,9500000.000,2400000.000,800000.000,0.000,0.000,1500000.000,0.000,100000.000,500000.000,700000.000,3600000.000,1200000.000,1100000.000,15500000.000,27900000.000,30200000.000,2900000.000,,1600000.000,2500000.000
DerivativeNonmonetaryNotionalAmountPercentOfRequiredNeedCoverage,,,,,0.690,0.670,,,,,,,,,,,,,,,,,,
DueFromAffiliateCurrent,21400000.000,37900000.000,8600000.000,,2300000.000,,5400000.000,5100000.000,1000000.000,19900000.000,29000000.000,36000000.000,28000000.000,25300000.000,25200000.000,25000000.000,23200000.000,22600000.000,10400000.000,23400000.000,18800000.000,6000000.000,4000000.000,21700000.000
DueToAffiliateCurrent,,,,2700000.000,,3000000.000,,110100000.000,5000000.000,5300000.000,3700000.000,5600000.000,5000000.000,7800000.000,4200000.000,8200000.000,1800000.000,7400000.000,4500000.000,11200000.000,8600000.000,1700000.000,4100000.000,3400000.000
GeneralPartnersCapitalAccount,28800000.000,31900000.000,33400000.000,20600000.000,31100000.000,27700000.000,32300000.000,55800000.000,51100000.000,19900000.000,43000000.000,62800000.000,65200000.000,48400000.000,70000000.000,61800000.000,77600000.000,78600000.000,76200000.000,50900000.000,77800000.000,56700000.000,50300000.000,47600000.000
GeneralPartnersCapitalAccountUnitsIssued,,,,,,,,,,,,,,,,,,,,,,,,4720.000
InventoryFinishedGoodsNetOfReserves,,,,,2600000.000,3000000.000,5200000.000,4400000.000,4800000.000,2800000.000,3300000.000,2400000.000,4800000.000,6100000.000,7800000.000,3300000.000,6100000.000,4500000.000,7200000.000,2200000.000,3900000.000,8700000.000,6800000.000,3300000.000
InventoryNet,23900000.000,21400000.000,22000000.000,18200000.000,20000000.000,13300000.000,16900000.000,5100000.000,6800000.000,5000000.000,5900000.000,5400000.000,7800000.000,7600000.000,9600000.000,6000000.000,9400000.000,7900000.000,10700000.000,3900000.000,5700000.000,10100000.000,8600000.000,5000000.000
