,2011-09-30
BusinessDevelopment,0.000
ComprehensiveIncomeNetOfTax,-544868.000
DepreciationNonproduction,37325.000
EarningsPerShareBasicAndDiluted,-0.010
GainLossOnDerivativeInstrumentsNetPretax,13738.000
GeneralAndAdministrativeExpense,226390.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-544868.000
IncomeTaxExpenseBenefit,0.000
InterestExpense,206008.000
NetIncomeLoss,-544868.000
NonoperatingIncomeExpense,-229229.000
OperatingExpenses,478004.000
OperatingIncomeLoss,-315639.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,64955.000
OtherIncome,-35959.000
ProfessionalFees,4131.000
Revenues,126406.000
SalariesAndWages,210158.000
SalesRevenueNet,162365.000
