,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2017-02-14,2017-03-31
AccountsPayableCurrent,3249235.000,2675907.000,1377151.000,2050443.000,1364524.000,1437492.000,1699041.000,2030822.000,1620776.000,1308869.000,2906907.000,4619435.000,3229664.000,2880761.000,2543924.000,4482776.000,2755394.000,1784482.000,1870759.000,2055719.000,2483707.000,1857953.000,,2816766.000
AccountsReceivableNetCurrent,3283493.000,4244049.000,3116487.000,3348001.000,3153566.000,3050796.000,3170332.000,3391557.000,2607014.000,3020853.000,2951094.000,4418867.000,3828916.000,6393580.000,5079630.000,6401011.000,5799626.000,4286377.000,3968551.000,5650300.000,5839088.000,4278855.000,,5320216.000
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,,,,176296.000,,,,154616.000,,,,191316.000,,,,116442.000,,,,120455.000,,
AccruedIncomeTaxesCurrent,,,,,,,107918.000,,,,,,,,104663.000,44190.000,,122492.000,,,52895.000,,,
AccruedLiabilitiesCurrent,987126.000,1240224.000,689347.000,889952.000,865880.000,1030174.000,681446.000,881533.000,850969.000,934856.000,588390.000,1035154.000,1008286.000,1809878.000,1576162.000,1742347.000,1660203.000,1358681.000,1003544.000,979778.000,1352554.000,1324652.000,,1130947.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,3455153.000,3392329.000,3480459.000,3569175.000,3658749.000,3666327.000,3737550.000,3817842.000,3899201.000,3963444.000,4049872.000,4423952.000,4090033.000,4191516.000,4290324.000,4390403.000,4491107.000,4584796.000,4679976.000,4774500.000,4883554.000,4993102.000,,5210987.000
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,-575730.000,-587258.000,-532889.000,,,,,,,,,,,,,,,,,,,,,
AdditionalPaidInCapital,-5886725.000,-5884521.000,-5883630.000,-5811459.000,-5779980.000,-5748503.000,-5724610.000,-5627759.000,-5602390.000,-5578500.000,-5564658.000,-5491007.000,-5364063.000,-5312881.000,-5277464.000,-5167366.000,-5131949.000,-5112269.000,-5078612.000,-4958006.000,-4938075.000,-4916791.000,,-4782091.000
AllowanceForDoubtfulAccountsReceivableCurrent,300000.000,300000.000,300000.000,300000.000,300000.000,300000.000,300000.000,300000.000,300000.000,300000.000,300000.000,200000.000,200000.000,200000.000,200000.000,200000.000,200000.000,250000.000,250000.000,250000.000,250000.000,250000.000,,250000.000
Assets,52913010.000,52887871.000,50987407.000,41592712.000,41380496.000,42032926.000,42775260.000,43167505.000,42972782.000,43116120.000,44548269.000,53706581.000,52566327.000,53405681.000,53139112.000,54322787.000,53039608.000,51973056.000,51455401.000,50653146.000,51658032.000,50268159.000,,55371450.000
AssetsCurrent,43842528.000,42551681.000,40726340.000,31646963.000,31506516.000,32367438.000,33190845.000,33632552.000,33413145.000,33578626.000,35095829.000,34259577.000,34970528.000,36271177.000,36246267.000,37722550.000,36677788.000,35927813.000,35575414.000,34647513.000,34715899.000,31116026.000,,32118997.000
AssetsHeldForSaleLongLived,,,,,,,,,,,,1512440.000,,,,,,,,,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,,,,,13136.000,12590.000,,,,,,,,,,,
