,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
DeferredTaxAssetsValuationAllowanceCurrent,,0.000,,,,2000.000,,,,,,,,,,,,,
DeferredTaxAssetsValuationAllowanceNoncurrent,,0.000,,,,,,,,,,,,,,,,,
DeferredTaxLiabilities,,-3000.000,,,,312000.000,,,,,,,,,,,,,
DeferredTaxLiabilitiesGrossNoncurrent,,,,,,400000.000,,,,200000.000,,,,,,,,,
DeferredTaxLiabilitiesNoncurrent,19953000.000,17000.000,13000.000,0.000,59000.000,324000.000,319000.000,376000.000,405000.000,231000.000,457000.000,297000.000,254000.000,0.000,,,,,
DeferredTaxLiabilitiesOther,,-1000.000,,,,0.000,,,,,,,,,,,,,
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,-36000.000,,,,370000.000,,,,,,,,,,,,,
DerivativeAssetCollateralObligationToReturnCashOffset,,,,,,,,,,,,,100000.000,,,,,600000.000,
DerivativeFairValueOfDerivativeAsset,,,,,,,,350000.000,,,5000.000,12000.000,6000.000,,,,,,
DerivativeFairValueOfDerivativeAssetAmountOffsetAgainstCollateral,,,,,,,,614000.000,565000.000,419000.000,161000.000,1000.000,0.000,,,,,,
DerivativeFairValueOfDerivativeLiability,,,,0.000,0.000,,,21000.000,,,36000.000,25000.000,9000.000,,,,,,
DerivativeFairValueOfDerivativeLiabilityAmountOffsetAgainstCollateral,,,,,,,,0.000,0.000,0.000,0.000,14000.000,81000.000,,,,,,
DerivativeLiabilityCollateralRightToReclaimCashOffset,,,,,,,,,,,,,,,200000.000,,,,300000.000
DerivativeLiabilityFairValueGrossAsset,,,,313000.000,279000.000,,,,,,,,,,,,,,
DueFromRelatedPartiesCurrent,,,,,,,651000.000,,,,2786000.000,,,,3318000.000,1222000.000,,2834000.000,0.000
DueToRelatedPartiesCurrent,,,,,,,0.000,2596000.000,9486000.000,628000.000,0.000,8732000.000,9559000.000,3992000.000,0.000,0.000,39000.000,0.000,343000.000
EmployeeRelatedLiabilitiesCurrent,366000.000,,,,,,,,,,,,,,,,,,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,500000.000,,,1000000.000,1100000.000,800000.000,800000.000,1000000.000,1000000.000,900000.000,800000.000,1100000.000,1000000.000,1000000.000,900000.000,1000000.000,900000.000,700000.000,500000.000
EquityMethodInvestmentAggregateCost,,,,,,,,,,,,,30900000.000,41300000.000,,,,,
EquityMethodInvestments,,,,,,,,,,,6018000.000,18472000.000,30459000.000,40678000.000,55268000.000,73362000.000,94638000.000,101080000.000,102975000.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,,-6822000.000,,,,7885000.000,,,,8949000.000,,,,10012000.000,,,,11075000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,1100000.000,,,,,,,,,,,,,,,,,
GeneralPartnersCapitalAccount,,-49000.000,86000.000,-680000.000,-2202000.000,-4504000.000,-6147000.000,-6215000.000,,,,,,,,,,,
GeneralPartnersCapitalAccountUnitsIssued,,489766.000,489766.000,489766.000,490532.000,492893.000,492893.000,493533.000,493533.000,494197.000,494197.000,494900.000,494900.000,495445.000,495445.000,495975.000,496020.000,496502.000,496502.000
GeneralPartnersCapitalAccountUnitsOutstanding,,489766.000,489766.000,489766.000,490532.000,492893.000,492893.000,493533.000,493533.000,494197.000,494197.000,494900.000,494900.000,495445.000,495445.000,495975.000,496020.000,496502.000,496502.000
Goodwill,7499000.000,10454000.000,10454000.000,10454000.000,10454000.000,10454000.000,10454000.000,11654000.000,11654000.000,11654000.000,11654000.000,11654000.000,11654000.000,12203000.000,12203000.000,12203000.000,12203000.000,12203000.000,12203000.000
IndefiniteLivedIntangibleAssetsExcludingGoodwill,,7025000.000,,,,,,,,,,,,,,,,,
IntangibleAssetsGrossExcludingGoodwill,,,,,,20143000.000,,,,20298000.000,,,,25494000.000,,,,25495000.000,
IntangibleAssetsNetExcludingGoodwill,9227000.000,12430000.000,12178000.000,11913000.000,11647000.000,12258000.000,11993000.000,11843000.000,11587000.000,11349000.000,16255000.000,15944000.000,15723000.000,15482000.000,15217000.000,14951000.000,14686000.000,14420000.000,14154000.000
InterestPayableCurrent,16000.000,,,,,,,,,,,,,,,,,,
InventoryNet,32333000.000,14351000.000,24499000.000,15574000.000,21239000.000,17512000.000,14049000.000,24833000.000,9825000.000,10316000.000,4476000.000,4308000.000,5018000.000,10451000.000,6715000.000,9759000.000,7264000.000,8875000.000,6328000.000
LettersOfCreditOutstandingAmount,11500000.000,10000000.000,11500000.000,11500000.000,13500000.000,12000000.000,,,,,,,,,,,,,
LiabilitiesAndStockholdersEquity,250658000.000,245769000.000,260806000.000,258822000.000,287378000.000,274804000.000,301314000.000,314439000.000,296172000.000,311839000.000,332556000.000,351996000.000,361803000.000,375288000.000,379200000.000,381771000.000,393170000.000,415547000.000,413603000.000
LiabilitiesCurrent,49799000.000,40262000.000,48967000.000,45162000.000,54934000.000,39034000.000,35804000.000,58330000.000,45817000.000,30595000.000,26183000.000,38612000.000,34329000.000,20690000.000,18024000.000,13582000.000,16888000.000,20729000.000,22395000.000
LiabilitiesNoncurrent,80618000.000,101082000.000,100696000.000,100078000.000,172364000.000,173729000.000,269643000.000,248171000.000,239076000.000,261189000.000,326992000.000,329186000.000,339132000.000,365616000.000,372153000.000,377446000.000,390313000.000,408102000.000,410193000.000
LimitedPartnersCapitalAccountUnitsIssued,,9200000.000,9200000.000,,,,,,,,,,,,,,,,
LimitedPartnersCapitalAccountUnitsOutstanding,,,,9237563.000,9237563.000,,9353240.000,,,,,,,,,,,,
LineOfCreditFacilityAmountOutstanding,,75000000.000,,,,,,,,,,,,,,,,,
LineOfCreditFacilityMaximumBorrowingCapacity,75000000.000,175000000.000,175000000.000,,,,,,,,,,,,,,,,
LineOfCreditFacilityRemainingBorrowingCapacity,10300000.000,,73500000.000,,,223200000.000,,,,,,,,,,,,,
LinesOfCreditCurrent,0.000,,,,,,,,,,,,,,,,,,
LongTermDebtAndCapitalLeaseObligations,,90000000.000,,,,,,,,,,,,,,,,,
LongTermDebtAndCapitalLeaseObligationsCurrent,,0.000,,,,,,,,,,,,,,,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,,,,,,0.000,,,,,,,,0.000,,,,0.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,,,,,,0.000,,,,,,,,0.000,,,,0.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,,90000000.000,,,,0.000,,,,,,,,0.000,,,,0.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,,0.000,,,,164800000.000,,,,,,,,351600000.000,,,,0.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,,,,,,0.000,,,,,,,,0.000,,,,392600000.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,,,,,,0.000,,,,,,,,0.000,,,,0.000,
LongTermLineOfCredit,53200000.000,,90000000.000,90000000.000,161000000.000,164800000.000,260500000.000,239000000.000,230000000.000,251750000.000,316364000.000,316900000.000,325150000.000,351600000.000,357900000.000,362550000.000,375000000.000,392600000.000,392000000.000
MinorityInterestOwnershipPercentageByNoncontrollingOwners,,0.376,,,,,,,,,,,,,,,,,
MinorityInterestOwnershipPercentageByParent,,0.624,,0.603,,0.600,,,,,,,,,,,,,
NotionalAmountOfInterestRateCashFlowHedgeDerivatives,,45000000.000,,,,,,,,,,,,,,,,,
NotionalAmountOfInterestRateDerivatives,,,45000000.000,,,,,,,,,,,,,,,,
OfferingCostsPartnershipInterests,,17739000.000,,,,,,,,,,,,,,,,,
OperatingLeasesFutureMinimumPaymentsDue,,,,,,,,,,,,,,12519000.000,,,,7635000.000,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,,,,,,,,,,,4991000.000,,,,4943000.000,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,,,,,,,,,189000.000,,,,0.000,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,,,,,,,,,,,253000.000,,,,190000.000,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,,,,,,,,,2184000.000,,,,253000.000,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,,,,,,,,,4893000.000,,,,2189000.000,
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,,,,,,,,,,,,9000.000,,,,60000.000,
OtherAssetsCurrent,622000.000,169000.000,362000.000,283000.000,592000.000,341000.000,220000.000,799000.000,700000.000,768000.000,364000.000,485000.000,421000.000,1540000.000,717000.000,652000.000,919000.000,1071000.000,804000.000
OtherAssetsNoncurrent,123000.000,3664000.000,3698000.000,3590000.000,5620000.000,5045000.000,4707000.000,4337000.000,4024000.000,7374000.000,6990000.000,6621000.000,6255000.000,6037000.000,5666000.000,5267000.000,4872000.000,4774000.000,4385000.000
OtherCommitment,,,,,,,,,,,91.000,91.000,96000000.000,96000000.000,,,,,
OtherDeferredCreditsNoncurrent,,2700000.000,,,,0.000,,,,,,,,,,,,,
OtherLiabilitiesCurrent,4387000.000,3615000.000,7865000.000,5323000.000,6348000.000,5776000.000,5401000.000,9270000.000,7099000.000,1588000.000,1760000.000,2330000.000,2249000.000,1694000.000,2470000.000,2221000.000,3185000.000,2925000.000,2315000.000
OtherLiabilitiesNoncurrent,6044000.000,9625000.000,9208000.000,8574000.000,7965000.000,5612000.000,5711000.000,5593000.000,5411000.000,5889000.000,6790000.000,8610000.000,10286000.000,10510000.000,10680000.000,11259000.000,11608000.000,11730000.000,14348000.000
OtherOwnershipInterestsCapitalAccount,,52875000.000,56165000.000,57306000.000,58697000.000,59386000.000,61736000.000,,,,,,,,,,,,
OtherOwnershipInterestsUnitsIssued,,11999258.000,11999258.000,11999258.000,11999258.000,11999258.000,11999258.000,,,,,,,,,,,,
OtherOwnershipInterestsUnitsOutstanding,,11999258.000,11999258.000,11999258.000,11999258.000,11999258.000,11999258.000,,,,,,,,,,,,
PartnersCapital,,,111143000.000,113582000.000,60080000.000,62041000.000,-4133000.000,7938000.000,11279000.000,20055000.000,-20619000.000,-15802000.000,-11658000.000,-11018000.000,-10977000.000,-9257000.000,-14031000.000,-13284000.000,-18985000.000
PartnersCapitalAccountUnits,,,,,,24644649.000,,,,24709902.000,,,,24772234.000,24772234.000,24798755.000,24801007.000,24825109.000,24825109.000
PropertyPlantAndEquipmentGross,173030000.000,172300000.000,173576000.000,174629000.000,229753000.000,235588000.000,266206000.000,266436000.000,267421000.000,293525000.000,311215000.000,317208000.000,321394000.000,325647000.000,327212000.000,328211000.000,331131000.000,342407000.000,345172000.000
PropertyPlantAndEquipmentNet,155874000.000,153510000.000,152735000.000,151682000.000,196489000.000,199282000.000,223575000.000,220593000.000,218103000.000,240533000.000,253668000.000,255243000.000,255157000.000,253848000.000,250725000.000,247138000.000,245096000.000,251029000.000,248909000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsNonvestedNumber,,494883.000,,,,274952.000,,,,215464.000,,,,145072.000,,,,73953.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsNonvestedWeightedAverageGrantDateFairValue,,,,,,22.940,,,,23.480,,,,24.760,,,,25.490,
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAuthorized,,612207.000,,,,612207.000,,,,,,,,612207.000,,,,612207.000,
TaxesPayableCurrent,4050000.000,4650000.000,5577000.000,5989000.000,6683000.000,5700000.000,5826000.000,6733000.000,5562000.000,5443000.000,5542000.000,7186000.000,5114000.000,4871000.000,4379000.000,3513000.000,2763000.000,4841000.000,4535000.000
UnrecognizedTaxBenefits,,,,,,0.000,,,,0.000,,,,0.000,,,,0.000,
