,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30
Assets,1001.000,1001.000,1001.000,1001.000,34645.000
AssetsCurrent,,,,,1001.000
AssetsNoncurrent,,,,,33644.000
CashAndCashEquivalentsAtCarryingValue,1001.000,1001.000,1001.000,1001.000,1001.000
GeneralPartnersCapitalAccount,1.000,1.000,1.000,1.000,33645.000
LimitedPartnersCapitalAccount,1000.000,1000.000,1000.000,1000.000,1000.000
PartnersCapital,1001.000,1001.000,1001.000,1001.000,34645.000
PrepaidExpenseNoncurrent,,,,,20448.000
SharesOutstanding,,,,,1.000
UnprovedOilAndGasPropertySuccessfulEffortMethod,,,,,13196.000
