,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AllowanceForDoubtfulAccountsReceivablePeriodIncreaseDecrease,,,-8000.000,-56000.000,22000.000,-11000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,501000.000,625000.000,-1071000.000,-336000.000,-898000.000,247000.000
ComprehensiveIncomeNetOfTax,,302000.000,1034000.000,-3114000.000,4608000.000,1736000.000
CostOfGoodsSoldExcludingDepreciationDepletionAndAmortization,25278000.000,22416000.000,22799000.000,24525000.000,27641000.000,28564000.000
CostsAndExpenses,30886000.000,,,,,
CurrentFederalTaxExpenseBenefit,,703000.000,215000.000,379000.000,387000.000,691000.000
CurrentIncomeTaxExpenseBenefit,,705000.000,220000.000,385000.000,390000.000,690000.000
CurrentStateAndLocalTaxExpenseBenefit,,2000.000,5000.000,6000.000,3000.000,-1000.000
DeferredFederalIncomeTaxExpenseBenefit,,42000.000,30000.000,-2039000.000,1741000.000,27000.000
DeferredIncomeTaxExpenseBenefit,-206000.000,-73000.000,39000.000,-1998000.000,1741000.000,27000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,,1000.000,9000.000,41000.000,,
DeferredTaxExpenseFromStockOptionsExercised,,,21000.000,,,
Depreciation,,461000.000,498000.000,509000.000,,
DepreciationAndAmortization,686000.000,614000.000,640000.000,652000.000,718000.000,823000.000
DepreciationDepletionAndAmortization,686000.000,660000.000,640000.000,652000.000,718000.000,823000.000
DiscontinuedOperationGainLossFromDisposalOfDiscontinuedOperationBeforeIncomeTax,,-998000.000,,,,
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,,-680000.000,,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodBeforeIncomeTax,,-948000.000,,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodNetOfTax,,-647000.000,,,,
DiscontinuedOperationTaxEffectOfIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriod,,-301000.000,,,,
