,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30
AccountsPayableCurrent,2025070.000,2191155.000,2025656.000,1521525.000,1463289.000,1689808.000,1856023.000,1823157.000,2040607.000,2266346.000,2496331.000,2135685.000,2943024.000
AccountsReceivableNetCurrent,1690126.000,1821821.000,1754959.000,1791640.000,2059867.000,2046314.000,2385644.000,2044033.000,2264552.000,2530924.000,2097644.000,2034798.000,2361199.000
AccruedIncomeTaxesCurrent,69278.000,70719.000,69718.000,3397.000,3397.000,3397.000,3888.000,4819.000,11072.000,6507.000,5326.000,6731.000,4011.000
AccruedRentCurrent,,,,,,,286544.000,,,,322436.000,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,7794878.000,7895319.000,8087988.000,8298592.000,8444891.000,8689152.000,8861997.000,9029595.000,9188709.000,9033008.000,9226076.000,8268894.000,8452428.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-640023.000,-666839.000,-1277072.000,-1265941.000,-1270570.000,-1290442.000,-1470281.000,-1484452.000,-1492856.000,-1476389.000,-978290.000,-962542.000,-967262.000
AdditionalPaidInCapital,,,,,,,,,,271380.000,271381.000,271381.000,271381.000
AdditionalPaidInCapitalCommonStock,277037.000,279135.000,284478.000,285994.000,285994.000,285994.000,288395.000,288395.000,288395.000,,,,
AllowanceForDoubtfulAccountsReceivable,,,,,,,48000.000,,,,115000.000,,
AllowanceForDoubtfulAccountsReceivableCurrent,155000.000,164000.000,149000.000,158000.000,158000.000,166000.000,162000.000,151000.000,97000.000,109000.000,199000.000,194000.000,145000.000
Assets,9765279.000,9939517.000,10068625.000,9699885.000,9740345.000,9844427.000,9963498.000,9174127.000,9586788.000,11159883.000,8955615.000,8491067.000,9051487.000
AssetsCurrent,5733171.000,5820053.000,5734994.000,5470636.000,5771209.000,5822578.000,6056215.000,5460478.000,6024699.000,6980242.000,5415475.000,5667265.000,6334692.000
CapitalLeaseObligations,,,,,,,,,,,73651.000,,
