,2016-03-31,2016-06-30,2017-03-31
CashAndCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,-107.000,,81855.000
ContractsRevenue,,267125.000,
ConversionGainsAndLossesOnForeignInvestments,,,45679.000
CostOfGoodsSoldDepreciation,296.000,,22778.000
CostOfRevenue,,,175597.000
CostsAndExpenses,4522.000,51012.000,201042.000
EarningsPerShareBasicAndDiluted,-0.000,0.010,0.020
ForeignCurrencyTransactionGainLossBeforeTax,-107.000,15771.000,
GrossProfit,,,875581.000
IncomeLossFromContinuingOperations,,15002.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,301553.000,674539.000
IncomeTaxExpenseBenefit,,-103064.000,239051.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,2998.000,,
IncreaseDecreaseInAccountsPayableRelatedParties,,,567642.000
IncreaseDecreaseInAccruedInterestReceivableNet,,,-67178.000
IncreaseDecreaseInAccruedTaxesPayable,,,1217331.000
IncreaseDecreaseInDeposits,24618.000,,-158719.000
IncreaseDecreaseInOtherLoans,46719.000,,
IncreaseDecreaseInPrepaidExpense,,,-32472.000
IncreaseDecreaseInPropertyAndOtherTaxesPayable,,,-978280.000
NetCashProvidedByUsedInContinuingOperations,-4226.000,,-52022.000
NetCashProvidedByUsedInFinancingActivities,46719.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,46719.000,,
NetCashProvidedByUsedInInvestingActivities,-17768.000,,-188552.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-17768.000,,-188552.000
NetIncomeLoss,-4522.000,,435488.000
OccupancyRevenue,,,118955.000
OperatingCostsAndExpenses,4522.000,51012.000,201042.000
OperatingIncomeLoss,,337563.000,
OtherIncome,,15002.000,
PaymentsToAcquireMachineryAndEquipment,-17768.000,,
PaymentsToAcquireProductiveAssets,,,-188552.000
ProfitLoss,,198489.000,435488.000
Revenues,,70438.000,1051178.000
SalesRevenueNet,,55436.000,1051178.000
WeightedAverageNumberOfSharesOutstandingBasic,20000000.000,20000000.000,27596000.000
