,2012-02-29,2012-12-31
AdjustmentsToAdditionalPaidInCapitalOther,,278776.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,962528.000
AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,,-210000.000
AdjustmentsToAdditionalPaidInCapitalWarrantIssued,,266280.000
AmortizationOfIntangibleAssets,,35273.000
CashPeriodIncreaseDecrease,-16282.000,-154661.000
CommunicationsAndInformationTechnology,,85930.000
ComprehensiveIncomeNetOfTax,,-25361757.000
CostsAndExpensesRelatedParty,2789.000,
DeferredIncomeTaxExpenseBenefit,,-234388.000
Depreciation,,82549.000
EarningsPerShareBasicAndDiluted,-0.000,-1.430
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.340
ForeignCurrencyTransactionGainLossBeforeTax,,1040.000
GainLossOnDispositionOfAssets,,-6362.000
GeneralAndAdministrativeExpense,473.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,-25602232.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,3122052.000
IncomeTaxReconciliationChangeInEnactedTaxRate,,-23938.000
IncomeTaxReconciliationNondeductibleExpenseOther,,2773827.000
IncomeTaxReconciliationOtherAdjustments,,1057572.000
IncomeTaxReconciliationRepatriationOfForeignEarnings,,1101686.000
IncomeTaxReconciliationTaxContingenciesOther,,-8704759.000
IncreaseDecreaseInAccountsPayable,19493.000,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,-228470.000
IncreaseDecreaseInDueToRelatedParties,,174383.000
IncreaseDecreaseInIncomeTaxesReceivable,,19753.000
IncreaseDecreaseInInterestPayableNet,1858.000,
IncreaseDecreaseInPrepaidExpense,2500.000,-30976.000
InterestExpense,-1857.000,2150956.000
LaborAndRelatedExpense,,60977.000
NetCashProvidedByUsedInFinancingActivities,,5890000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,5890000.000
NetCashProvidedByUsedInInvestingActivities,,-2509724.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-2509724.000
NetCashProvidedByUsedInOperatingActivities,-16282.000,-3541025.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-16282.000,-3541025.000
NetIncomeLoss,-42922.000,-25367844.000
NoninterestExpenseTransferAgentAndCustodianFees,,3206.000
OperatingExpenses,41065.000,
OperatingIncomeLoss,-42922.000,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,,6087.000
OtherComprehensiveIncomeLossNetOfTax,,6087.000
OtherExpenses,-1857.000,
OtherSellingAndMarketingExpense,,348670.000
PaymentsToAcquireBusinessesNetOfCashAcquired,,2192569.000
ProceedsFromIssuanceOfCommonStock,,4640000.000
ProceedsFromNotesPayable,,1250000.000
ProfessionalFees,40592.000,258993.000
ProfitLoss,-41065.000,-25367844.000
ResearchAndDevelopmentExpense,,18679530.000
RoyaltyExpense,,268977.000
ShareBasedCompensation,,962528.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,,1.210
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,,0.006
TranslationAdjustmentFunctionalToReportingCurrencyTaxBenefitExpense,,-759.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,17696311.000
