,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-599000.000,-2817000.000,-623000.000,-483000.000,-4140000.000,-865168.000,-792000.000,-1790000.000,-924000.000,-206742.000,-196000.000,-1455000.000,-954000.000,,,,,,,,
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,,,,,,,-0.170,-0.600,,-0.180,-1.080,-0.880,-6.180,-1.250,,-1.800,,,,
IncomeLossFromContinuingOperationsPerBasicShare,,,,,,,,,,,,,,,,1.980,,,,,
IncomeLossFromContinuingOperationsPerDilutedShare,,,,,,,,,,,,,,,,1.950,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,,,,,,,,-155000.000,621000.000,,,537000.000,,,,,,,,,
IncomeLossFromExtraordinaryItemsNetOfTaxPerBasicShare,,,,,,,,,,,,,,,,1.980,,,,,
IncomeTaxExpenseBenefit,,,,0.000,0.000,,0.000,28000.000,-279000.000,-28000.000,,-290000.000,,,,2000.000,2000.000,,4000.000,1000.000,2000.000
IncreaseDecreaseInAccountsPayableTrade,,,-87000.000,,,,193000.000,,,,179000.000,,,,-741000.000,,,,-1127000.000,,
IncreaseDecreaseInAccountsReceivable,,,-477000.000,,,,567000.000,,,,191000.000,,,,1330000.000,,,,-1492000.000,,
IncreaseDecreaseInBillingInExcessOfCostOfEarnings,,,,,,,,,,,,,,,,,,,-225000.000,,
IncreaseDecreaseInCostInExcessOfBillingOnUncompletedContract,,,,,,,,,,,,,,,-405000.000,,,,274000.000,,
IncreaseDecreaseInDeferredIncomeTaxes,,,,,,,,,,,,,,,-7000.000,,,,,,
IncreaseDecreaseInEmployeeRelatedLiabilities,,,-99000.000,,,,-97000.000,,,,-32000.000,,,,179000.000,,,,156000.000,,
IncreaseDecreaseInInventories,,,-226000.000,,,,171000.000,,,,-878000.000,,,,-72000.000,,,,-297000.000,,
IncreaseDecreaseInOtherAccruedLiabilities,,,-266000.000,,,,28000.000,,,,69000.000,,,,-704000.000,,,,-669000.000,,
IncreaseDecreaseInOtherCurrentAssets,,,62000.000,,,,26000.000,,,,53000.000,,,,-66000.000,,,,7000.000,,
IncreaseDecreaseInOtherOperatingAssets,,,-3000.000,,,,-3000.000,,,,-42000.000,,,,,,,,,,
InterestExpense,,,,,,,,,,,1000.000,215000.000,277000.000,351228.000,387000.000,402000.000,318000.000,289542.000,301000.000,423000.000,392000.000
InterestExpenseLesseeAssetsUnderCapitalLease,,,,,,,2000.000,1000.000,0.000,1541.000,,,,,,,,,,,
InterestPaid,,,,,,,2000.000,,,,,,,,,,,,,,
InterestPaidNet,,,,,,,,,,,,,,,480000.000,,,,635000.000,,
InventoryWriteDown,,,,,2800000.000,,,800000.000,300000.000,,,,,,,,,,,,
InvestmentIncomeInterest,9000.000,7000.000,2000.000,0.000,1000.000,6424.000,1000.000,0.000,0.000,593.000,,,,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,,-4000.000,,,,-7000.000,,,,-8000.000,,,,985000.000,,,,1480000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-4000.000,,,,-7000.000,,,,-8000.000,,,,985000.000,,,,1480000.000,,
NetCashProvidedByUsedInInvestingActivities,,,-10000.000,,,,-5000.000,,,,-1000.000,,,,768000.000,,,,-9000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-10000.000,,,,-5000.000,,,,-1000.000,,,,768000.000,,,,-9000.000,,
NetCashProvidedByUsedInOperatingActivities,,,-364000.000,,,,-1269000.000,,,,635000.000,,,,-3021000.000,,,,-1854000.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-364000.000,,,,-1269000.000,,,,635000.000,,,,-3021000.000,,,,-1854000.000,,
NetIncomeLoss,-599000.000,-2817000.000,-623000.000,-483000.000,-4140000.000,-865168.000,-792000.000,-1973000.000,-24000.000,-126445.000,-196000.000,-628000.000,-954000.000,-6553176.000,-1485000.000,2350000.000,-2402000.000,-1802613.000,-1714000.000,-1088000.000,-2492000.000
OperatingExpenses,1819000.000,2158000.000,1546000.000,1422000.000,1576000.000,1649557.000,1517000.000,1217000.000,874000.000,354078.000,1138000.000,12643000.000,10987000.000,17304544.000,7899000.000,7733000.000,8446000.000,6986545.000,6461000.000,6566000.000,9043000.000
OperatingIncomeLoss,-608000.000,-2824000.000,-625000.000,-483000.000,-4141000.000,-865115.000,-791000.000,-1789000.000,-924000.000,-530794.000,-270000.000,-1268000.000,-677000.000,-6799715.000,-1098000.000,-933000.000,-2020000.000,-1382018.000,-1410000.000,-665000.000,-2120000.000
PaymentsOfFinancingCosts,,,,,,,,,,,,,,,,,,,155000.000,,
PaymentsToAcquirePropertyPlantAndEquipment,,,10000.000,,,,5000.000,,,,1000.000,,,,2000.000,,,,48000.000,,
ProceedsFromDivestitureOfBusinessesAndInterestsInAffiliates,,,,,,,,,2414000.000,,,,,,,,,,,,
ProceedsFromDivestitureOfBusinessesNetOfCashDivested,,,,,,,,,1914000.000,,,,,,,,,,,,
ProceedsFromIssuanceOfLongTermDebt,,,,,,,,,,,,,,,1000000.000,,,,,,
ProceedsFromLinesOfCredit,,,,,,,,,,,,,,,,,,,3683000.000,,
ProceedsFromSaleOfPropertyPlantAndEquipment,,,,,,,,,,,,,,,,,,,1000.000,,
ProductWarrantyAccrualPayments,,,,,,,0.000,,,,,,,,-20000.000,,,,-29000.000,,
ProductWarrantyAccrualWarrantiesIssued,,,,,,,,,,,,,,,7000.000,,,,29000.000,,
ProductWarrantyExpense,,,,,,,0.000,,,,,,,,,,,,,,
RepaymentsOfLinesOfCredit,,,,,,,,,,,,,,,,,,,749000.000,,
RepaymentsOfLongTermCapitalLeaseObligations,,,4000.000,,,,7000.000,,,,8000.000,,,,,,,,,,
RepaymentsOfLongTermDebt,,,,,,,,,,,,,,,15000.000,,,,1299000.000,,
ResearchAndDevelopmentExpense,626000.000,913000.000,429000.000,361000.000,371000.000,220945.000,300000.000,135000.000,103000.000,-49539.000,127000.000,,,,,,,,,,
Revenues,3319000.000,1459000.000,1890000.000,2012000.000,796000.000,1542984.000,1287000.000,654000.000,715000.000,-2758.000,2158000.000,11375000.000,10310000.000,9214829.000,6801000.000,6800000.000,6426000.000,5604527.000,5051000.000,5901000.000,6923000.000
SalesRevenueNet,3319000.000,1459000.000,1890000.000,2012000.000,796000.000,1542984.000,1287000.000,654000.000,715000.000,-2758.000,2158000.000,11375000.000,10310000.000,9214829.000,6801000.000,6800000.000,6426000.000,5604527.000,5051000.000,5901000.000,6923000.000
SellingGeneralAndAdministrativeExpense,1193000.000,1245000.000,1117000.000,1061000.000,1205000.000,1428612.000,1217000.000,1082000.000,771000.000,403617.000,1011000.000,2238000.000,1142000.000,1386898.000,1017000.000,1113000.000,1534000.000,1418415.000,1027000.000,1160000.000,984000.000
SeveranceCosts1,,,,,,,,,,,,,,,,,,,225000.000,,
ShareBasedCompensation,,,51000.000,69000.000,63000.000,62862.000,142000.000,17000.000,13000.000,8310.000,5000.000,1000.000,,,,,,,67000.000,48000.000,0.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExpirationsInPeriod,,,,,,,63977.000,,,,19883.000,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,,,,,,,102911.000,,,,,,,,,,,,,,
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExpirationsInPeriodWeightedAverageExercisePrice,,,,,,,1.440,,,,10.020,,,,,,,,,,
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsForfeituresInPeriodWeightedAverageExercisePrice,,,,,,,1.180,,,,,,,,,,,,,,
StandardProductWarrantyAccrualPayments,,,,,,,,,,,-14000.000,,,,,,,,,,
StandardProductWarrantyAccrualWarrantiesIssued,,,,,,,,,,,21000.000,,,,,,,,,,
WeightedAverageNumberOfDilutedSharesOutstanding,10781000.000,10781000.000,,,,,,,,,,,,,,1205.000,,,,2223000.000,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,10781000.000,10781000.000,,10781000.000,10781000.000,1078000.000,-21561751.000,1079.000,1079.000,1079.000,1101220.000,1186.000,,1331.000,,2206000.000,,2266.000
WeightedAverageNumberOfSharesOutstandingBasic,10781000.000,10781000.000,,,,,,,,,,,,,,1186.000,,,,2223000.000,
