,2011-07-02,2011-10-01,2012-03-31
AdjustmentForAmortization,,,4311000.000
AmortizationOfFinancingCosts,,,308000.000
CapitalizedComputerSoftwareAdditions,,,-1850000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-1990000.000
ComprehensiveIncomeNetOfTax,,,3119000.000
CostOfGoodsSold,26592000.000,23083000.000,
CostOfRevenue,,,22479000.000
DeferredIncomeTaxExpenseBenefit,,,1992000.000
Depreciation,,,1585000.000
EarningsPerShareBasicAndDiluted,0.100,0.080,0.010
EffectOfExchangeRateOnCashAndCashEquivalents,,,1644000.000
GainLossOnDispositionOfAssets,,,63000.000
GeneralAndAdministrativeExpense,5407000.000,5377000.000,6092000.000
GrossProfit,38035000.000,33920000.000,33971000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,8160000.000,8010000.000,3216000.000
IncomeTaxExpenseBenefit,-397000.000,1005000.000,2233000.000
IncreaseDecreaseInAccountsPayable,,,-918000.000
IncreaseDecreaseInAccountsReceivable,,,-754000.000
IncreaseDecreaseInAccruedIncomeTaxesPayable,,,95000.000
IncreaseDecreaseInEmployeeRelatedLiabilities,,,-2211000.000
IncreaseDecreaseInInventories,,,482000.000
IncreaseDecreaseInOtherOperatingLiabilities,,,-243000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,1931000.000
InterestExpense,2408000.000,2262000.000,1851000.000
NetCashProvidedByUsedInFinancingActivities,,,-5965000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-5965000.000
NetCashProvidedByUsedInInvestingActivities,,,-2878000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-2878000.000
NetCashProvidedByUsedInOperatingActivities,,,5209000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,5209000.000
NetIncomeLoss,8557000.000,7005000.000,983000.000
OperatingExpenses,27263000.000,25561000.000,27176000.000
OperatingIncomeLoss,10772000.000,8359000.000,6795000.000
OtherNonoperatingIncomeExpense,-204000.000,1913000.000,-1728000.000
PaymentsToAcquirePropertyPlantAndEquipment,,,1106000.000
PensionAndOtherPostretirementBenefitExpense,,,361000.000
ProceedsFromPaymentsForOtherFinancingActivities,,,35000.000
ProceedsFromSaleOfProductiveAssets,,,78000.000
RepaymentsOfLongTermDebt,,,6000000.000
ResearchAndDevelopmentExpense,6617000.000,5749000.000,5789000.000
Revenues,64627000.000,57003000.000,56450000.000
SalesRevenueNet,64627000.000,57003000.000,56450000.000
SellingAndMarketingExpense,15239000.000,14435000.000,15295000.000
ShareBasedCompensation,,,617000.000
UnrealizedGainLossOnDerivatives,,,-51000.000
