,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,,442000.000,,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,,453000.000,,
OtherAssetsNoncurrent,84000.000,85000.000,102000.000,82000.000,73000.000,72000.000,70000.000,70000.000,70000.000
OtherInventorySupplies,,,,,918000.000,961000.000,956000.000,926000.000,928000.000
OtherLiabilitiesCurrent,1249000.000,1473000.000,1104000.000,1707000.000,1183000.000,1285000.000,1020000.000,1014000.000,1615000.000
OtherLiabilitiesNoncurrent,199000.000,299000.000,398000.000,666000.000,713000.000,342000.000,356000.000,292000.000,274000.000
PrepaidExpenseAndOtherAssetsCurrent,970000.000,865000.000,985000.000,959000.000,1132000.000,650000.000,1014000.000,1067000.000,847000.000
PropertyPlantAndEquipmentGross,,,,,,,82009000.000,,
PropertyPlantAndEquipmentNet,35975000.000,35307000.000,34519000.000,34139000.000,33751000.000,32921000.000,32370000.000,31846000.000,31785000.000
RetainedEarningsAccumulatedDeficit,7672000.000,8813000.000,9093000.000,10027000.000,10865000.000,11555000.000,11232000.000,11198000.000,11183000.000
SalesRevenueGoodsNetPercentage,,,,,0.100,0.100,,,
ShortTermBorrowings,3333000.000,2500000.000,23667000.000,22833000.000,22000000.000,,,,
StockholdersEquity,82315000.000,83610000.000,84122000.000,85325000.000,86416000.000,77009000.000,76927000.000,77190000.000,77525000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,82315000.000,83610000.000,84122000.000,85325000.000,86416000.000,77009000.000,76927000.000,77190000.000,77525000.000
TreasuryStockShares,,,,,,4762000.000,4762000.000,4762000.000,4762000.000
TreasuryStockValue,,,,,,10382000.000,10382000.000,10382000.000,10382000.000
