,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30
AccountsPayableRelatedPartiesCurrent,,,,,,,,,,,,,,,,1300.000,227200.000,387700.000,579100.000,753000.000,958600.000
AccruedLiabilitiesCurrent,16700.000,13700.000,8400.000,13300.000,16400.000,11700.000,800.000,4400.000,3400.000,13300.000,9300.000,19400.000,6600.000,9000.000,10000.000,12600.000,5500.000,12700.000,10100.000,15600.000,10900.000
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,354100.000,303700.000,,0.000,-1900.000,-10100.000,-38100.000,-32400.000,-24100.000,-16600.000,-9000.000,-9100.000,-8700.000,-6000.000,3900.000,3200.000,2200.000,1400.000,900.000,600.000,400.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,
AssetRetirementObligation,2338400.000,2372500.000,2572000.000,2604800.000,2637500.000,2670300.000,2637100.000,2673000.000,2708800.000,2744600.000,2535000.000,2572300.000,2610000.000,2647600.000,3901600.000,3957400.000,4013200.000,4069000.000,4124800.000,4162500.000,4200200.000
Assets,8835400.000,8587500.000,4499100.000,4282600.000,4078600.000,3977800.000,3710300.000,3527700.000,3374600.000,3192500.000,2909400.000,2899200.000,2942100.000,2803000.000,1878300.000,1801100.000,1943400.000,1815900.000,1916700.000,2013200.000,2111600.000
AssetsCurrent,634400.000,639300.000,500100.000,374000.000,268100.000,264900.000,267300.000,247100.000,279700.000,264800.000,238000.000,237800.000,293200.000,164100.000,108100.000,34600.000,184200.000,276200.000,57800.000,55300.000,54700.000
AssetsFairValueDisclosureNonrecurring,,,,,,,,0.000,,,,,0.000,0.000,,0.000,0.000,0.000,,,
CapitalizedCostsAccumulatedDepreciationDepletionAmortizationAndValuationAllowanceForRelatingToOilAndGasProducingActivities,,,,,,,38179100.000,,,,38703500.000,,,,40819600.000,,,,41045500.000,,
CapitalizedCostsOilAndGasProducingActivitiesNet,,,,,,,3435100.000,,,,2665300.000,,,,1763100.000,,,,1537200.000,,
CapitalizedCostsSupportEquipmentAndFacilities,,,,,,,695700.000,,,,695700.000,,,,695700.000,,,,695700.000,,
CapitalizedCostsWellsAndRelatedEquipmentAndFacilities,,,,,,,40918500.000,,,,40673100.000,,,,41887000.000,,,,41887000.000,,
Cash,,,,,,,,,,,,,,,,,,,,0.000,0.000
CashAndCashEquivalentsAtCarryingValue,82700.000,114700.000,112600.000,74500.000,800.000,0.000,29800.000,49500.000,36800.000,31100.000,56600.000,7700.000,39000.000,11200.000,,,0.000,0.000,0.000,,
DerivativeAssetFairValueNet,,,,,,,9800.000,,,,,,,,,,,,,,
DerivativeAssets,,,,,,,,,,,,,,,,,,,,16500.000,7500.000
DerivativeAssetsCurrent,,,,,,,,,,,,,,,,,,,,16500.000,7500.000
DerivativeFairValueOfDerivativeNet,,,,,,,9800.000,6800.000,6400.000,6800.000,7300.000,6100.000,5300.000,6900.000,15700.000,16900.000,13200.000,14000.000,19900.000,,
DueFromRelatedPartiesCurrent,551700.000,524600.000,387500.000,299500.000,,,,,,,,,,,,,,,,,
DueFromRelatedPartiesNoncurrent,216100.000,169800.000,87800.000,67300.000,,,,,,,,,,,,,,,,,
DueToAffiliateCurrent,,,,,,,,,,,,,,,,70100.000,,,,,
FutureNetCashFlowsRelatingToProvedOilAndGasReservesCashInflows,,,,,,,,,,,,,,,3577000.000,,,,,,
FutureNetCashFlowsRelatingToProvedOilAndGasReservesNetCashFlows,,,,,,,,,,,,,,,753500.000,,,,,,
FutureNetCashFlowsRelatingToProvedOilAndGasReservesProductionCosts,,,,,,,,,,,,,,,2823500.000,,,,,,
FutureNetCashFlowsRelatingToProvedOilAndGasReservesTenPercentAnnualDiscountForEstimatedTimingOfCashFlows,,,,,,,,,,,,,,,164700.000,,,,,,
GeneralPartnersCapitalAccount,2452400.000,1925800.000,501200.000,438000.000,386400.000,361200.000,243500.000,169500.000,107400.000,22200.000,-5500.000,-20400.000,-11100.000,-74800.000,-1097800.000,-1146800.000,-1192900.000,-1342200.000,-1395500.000,-1437700.000,-1485200.000
LiabilitiesAndStockholdersEquity,8835400.000,8587500.000,4499100.000,4282600.000,4078600.000,3977800.000,3710300.000,3527700.000,3374600.000,3192500.000,2909400.000,2899200.000,2942100.000,2803000.000,1878300.000,1801100.000,1943400.000,1815900.000,1916700.000,2013200.000,2111600.000
LiabilitiesCurrent,16700.000,13700.000,8400.000,13300.000,16400.000,11700.000,800.000,4400.000,3400.000,13300.000,9300.000,19400.000,6600.000,11300.000,15500.000,19600.000,238600.000,406500.000,598400.000,775200.000,974600.000
LiabilitiesFairValueDisclosureNonrecurring,,,,,,,,0.000,,,,,0.000,0.000,,0.000,0.000,0.000,,,
LimitedPartnersCapitalAccount,3673800.000,3971800.000,1417500.000,1226500.000,1040200.000,944700.000,865100.000,710000.000,574400.000,422700.000,368500.000,327200.000,336800.000,217700.000,-951200.000,-1037000.000,-1120900.000,-1320400.000,-1411900.000,-1487400.000,-1578400.000
