,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilities,401562.000,,425623.000,,471192.000,478330.000,906822.000,,,,,,,,,,,,,,,,
AccountsPayableAndAccruedLiabilitiesCurrent,,440444.000,,445974.000,,,,849537.000,719028.000,633976.000,691553.000,714994.000,708812.000,549256.000,639607.000,653931.000,744626.000,717427.000,941491.000,860697.000,,709442.000,858709.000
AccountsReceivableNet,49825.000,77801.000,103855.000,53191.000,14461.000,107922.000,183828.000,,170445.000,188799.000,162216.000,235714.000,177855.000,,440665.000,405859.000,327945.000,287297.000,513345.000,570266.000,,360143.000,287188.000
AccountsReceivableNetCurrent,,,,,,,,182041.000,,,,,,3662.000,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,,2888681.000,,,,3205544.000,,,,3543321.000,,,3811226.000,3886055.000,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipmentExcludingCapitalLeasedAssets,,,,,,,,,,,,,,,,,,,3795059.000,3868025.000,,4024346.000,4097725.000
AccumulatedOtherComprehensiveIncomeLossBeforeTax,-1453238.000,,,,,,,,,,,,,,,,,,,,,,
AdditionalPaidInCapital,1030593.000,1425955.000,1425955.000,1425955.000,1579555.000,1579555.000,1579555.000,1579555.000,1644914.000,1644914.000,1639363.000,1639363.000,1639363.000,1639363.000,1639363.000,1509283.000,1509283.000,1509283.000,1509283.000,1509283.000,,1443924.000,1443924.000
Assets,4002235.000,3874439.000,3801110.000,3786334.000,3496185.000,3469577.000,3773743.000,3921915.000,3978048.000,3814178.000,3972405.000,4317315.000,4628038.000,4536191.000,4744675.000,4924885.000,5019639.000,5102220.000,5443918.000,5457917.000,,5649846.000,6167542.000
AssetsCurrent,595152.000,539997.000,501918.000,518781.000,361683.000,413444.000,737808.000,861647.000,969990.000,823523.000,1052885.000,1439785.000,1694748.000,1491520.000,1727840.000,1910409.000,1967984.000,1939722.000,2220077.000,2239085.000,,2386467.000,2752945.000
BuildingsAndImprovementsGross,,,,,,,,,,,,,,,,2372488.000,,,2504914.000,2521963.000,,2576466.000,2660988.000
CapitalLeaseObligations,,,,,162451.000,,,,,,,,,,,,,,,,,,
CapitalLeaseObligationsCurrent,57911.000,52761.000,53546.000,54343.000,55972.000,56805.000,57650.000,64575.000,65516.000,66468.000,66709.000,75494.000,82279.000,83560.000,68062.000,48740.000,32776.000,16755.000,16711.000,13151.000,,,
CapitalLeaseObligationsNoncurrent,231907.000,224347.000,207744.000,193856.000,,144837.000,130103.000,141640.000,124905.000,104640.000,88140.000,59473.000,69679.000,47186.000,43340.000,40139.000,36904.000,29752.000,26629.000,26989.000,,,
CapitalLeasedAssetsGross,,,,,,,,,,,,,,,,2687801.000,,,73216.000,73216.000,,,
CapitalLeasedAssetsNoncurrentFairValueDisclosure,,,,,,201642.000,187753.000,,190419.000,171108.000,154849.000,,151958.000,130746.000,111402.000,,69679.000,46507.000,43340.000,,,,
CapitalLeasesBalanceSheetAssetsByMajorClassNet,,,,,,,,,,,,,,,,1301102.000,,,57049.000,55186.000,,,
CapitalLeasesFutureMinimumPaymentsDue,,,,,,,,,,,,,,,,,,,,40140.000,,,
