,2011-09-30,2011-12-31,2012-03-31,2012-06-30
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,4542000.000,20200000.000,4573000.000,4459000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,1930000.000,423000.000,791000.000,224000.000
AccumulatedOtherComprehensiveIncomeLossOtherThanTemporaryImpairmentNotCreditLossNetOfTaxAvailableforsaleDebtSecurities,,,,224000.000
AdditionalPaidInCapital,1115000.000,601000.000,468000.000,88000.000
Assets,349167000.000,358442000.000,359398000.000,331171000.000
AvailableForSaleSecurities,96343000.000,95058000.000,99043000.000,100550000.000
BankOwnedLifeInsurance,5872000.000,5920000.000,5967000.000,6010000.000
CashAndCashEquivalentsAtCarryingValue,24381000.000,38560000.000,48622000.000,27507000.000
CashAndDueFromBanks,6381000.000,5960000.000,48622000.000,27507000.000
CommonStockValue,,1345000.000,,
DebtInstrumentInterestRateAtPeriodEnd,,,,0.050
Deposits,304483000.000,299271000.000,316130000.000,289754000.000
DepositsSavingsDeposits,111680000.000,114675000.000,132141000.000,103200000.000
FederalFundsSold,18000000.000,32600000.000,0.000,
FinancingReceivableAllowanceForCreditLossesCollectivelyEvaluatedForImpairment,,,,6979000.000
FinancingReceivableAllowanceForCreditLossesIndividuallyEvaluatedForImpairment1,,,,835000.000
FinancingReceivableCollectivelyEvaluatedForImpairment,,,,153154000.000
FinancingReceivableIndividuallyEvaluatedForImpairment,,,,41789000.000
FinancingReceivableModificationsNumberOfContracts1,,,,8.000
FinancingReceivableModificationsPostModificationRecordedInvestment1,,,,5158000.000
FinancingReceivableModificationsPreModificationRecordedInvestment1,,,,7264000.000
FinancingReceivableRecordedInvestment1To29DaysPastDue,,,,4036000.000
FinancingReceivableRecordedInvestment30To59DaysPastDue,,,,13418000.000
FinancingReceivableRecordedInvestment60To89DaysPastDue,,,,9060000.000
FinancingReceivableRecordedInvestment90DaysPastDueAndStillAccruing,,,,1123000.000
FinancingReceivableRecordedInvestmentCurrent,,,,129915000.000
FinancingReceivableRecordedInvestmentEqualToGreaterThan90DaysPastDue,,,,38514000.000
FinancingReceivableRecordedInvestmentNonaccrualStatus,,,,41428000.000
FinancingReceivableRecordedInvestmentPastDue,,,,65028000.000
InterestBearingDepositsInBanks,2135000.000,1940000.000,1652000.000,1629000.000
InterestReceivable,1772000.000,1561000.000,1550000.000,1505000.000
Liabilities,328225000.000,338671000.000,339903000.000,313413000.000
LiabilitiesAndStockholdersEquity,349167000.000,358442000.000,359398000.000,331171000.000
LoansAndLeasesReceivableAllowance,10603000.000,10870000.000,10610000.000,9999000.000
LoansAndLeasesReceivableDeferredIncome,,,,75000.000
LoansAndLeasesReceivableGrossCarryingAmount,218504000.000,208715000.000,201977000.000,194943000.000
LoansAndLeasesReceivableImpairedNonperformingNonaccrualOfInterest,,,,42551000.000
LoansAndLeasesReceivableNetOfDeferredIncome,,,,194868000.000
LoansAndLeasesReceivableNetReportedAmount,207901000.000,197845000.000,191367000.000,184869000.000
LoansAndLeasesReceivableNetReportedAmountCoveredAndNotCovered,,,,2185000.000
LongTermDebt,14200000.000,14200000.000,14200000.000,14200000.000
NoninterestBearingDepositLiabilities,35185000.000,37379000.000,32528000.000,36562000.000
NotesPayableToBank,,,,5000000.000
OtherAssets,6521000.000,13348000.000,6437000.000,4190000.000
PropertyPlantAndEquipmentNet,2718000.000,2686000.000,2659000.000,2733000.000
RealEstateAcquiredThroughForeclosure,1524000.000,1524000.000,2101000.000,2178000.000
RetainedEarningsAccumulatedDeficit,-3883000.000,-3163000.000,-3807000.000,-5031000.000
ShortTermBorrowings,5000000.000,5000000.000,5000000.000,5000000.000
StockholdersEquity,,19771000.000,19495000.000,17758000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,20942000.000,19771000.000,19495000.000,17758000.000
TierOneLeverageCapitalRequiredForCapitalAdequacyToAverageAssets,,,,0.090
TierOneLeverageCapitalRequiredToBeWellCapitalizedToAverageAssets,,,,0.080
TierOneRiskBasedCapitalRequiredForCapitalAdequacyToRiskWeightedAssets,,,,0.130
TimeDeposits,157618000.000,147217000.000,151461000.000,149992000.000
TreasuryStockValue,-226000.000,226000.000,226000.000,
