,2011-09-30
CostOfRevenue,292342.000
DeferredIncomeTaxExpenseBenefit,32000.000
ExtinguishmentOfDebtGainLossIncomeTax,0.000
GeneralAndAdministrativeExpense,501183.000
GrossProfit,92250.000
IncomeLossFromContinuingOperations,-411218.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,-448209.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,-0.030
InterestExpense,-37169.000
InvestmentIncomeInterest,178.000
NetIncomeLossAvailableToCommonStockholdersBasic,-480209.000
ResearchAndDevelopmentExpense,2285.000
Revenues,384592.000
SalesRevenueNet,384592.000
WeightedAverageNumberOfSharesOutstandingBasic,16512255.000
