,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AdvertisingExpense,,723.000,0.000,,,
CashPeriodIncreaseDecrease,-6037.000,-1579.000,909.000,-416.000,1593.000,3238.000
CostOfGoodsSold,,,,586.000,0.000,
CostOfServices,,76555.000,33977.000,,,
CostsAndExpensesRelatedParty,,,,,240000.000,240000.000
DebtConversionOriginalDebtAmount1,20000.000,,,,,
Depreciation,,3493.000,1816.000,188.000,0.000,
DepreciationAndAmortization,5593.000,26413.000,39212.000,10188.000,0.000,
DepreciationDepletionAndAmortization,5593.000,26413.000,39212.000,10188.000,0.000,
EarningsPerShareBasicAndDiluted,-0.110,-0.120,-0.060,-0.100,-0.080,-0.070
EffectiveIncomeTaxRateContinuingOperations,,,,,0.000,0.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.340,0.340,0.340,0.340,0.340
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,,-0.340,-0.340,-0.340,-0.340,-0.340
GainLossOnContractTermination,,5000.000,,,,
ImpairmentOfIntangibleAssetsFinitelived,20000.000,53000.000,19996.000,70000.000,0.000,
ImpairmentOfIntangibleAssetsIndefinitelivedExcludingGoodwill,,,,,0.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-582072.000,-627661.000,-322888.000,-527407.000,-418868.000,-372885.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,-582072.000,,,,,
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,-0.110,,,,,
IncomeTaxExpenseBenefit,,,,,0.000,0.000
IncomeTaxesPaid,,,,,0.000,0.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,21415.000,184453.000,36186.000,69630.000,79252.000,136004.000
IncreaseDecreaseInAccountsReceivable,,97842.000,41055.000,708.000,0.000,
IncreaseDecreaseInDeposits,,-300.000,,,,
IncreaseDecreaseInDueFromAffiliatesCurrent,1963.000,,,53423.000,6511.000,0.000
InterestExpense,59508.000,74216.000,77958.000,72497.000,72948.000,73148.000
InterestPaid,,,,,0.000,0.000
IssuanceOfStockAndWarrantsForServicesOrClaims,,,,,80000.000,80000.000
LeaseAndRentalExpense,,47644.000,15086.000,6640.000,1860.000,3255.000
NetCashProvidedByUsedInContinuingOperations,-242101.000,,,,,
NetCashProvidedByUsedInFinancingActivities,238041.000,165566.000,127300.000,111304.000,27720.000,-29268.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,238041.000,165566.000,127300.000,111304.000,27720.000,-29268.000
NetCashProvidedByUsedInInvestingActivities,-1977.000,-75000.000,,,0.000,0.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-1977.000,-75000.000,,,0.000,0.000
NetCashProvidedByUsedInOperatingActivities,-242101.000,-92145.000,-126391.000,-111720.000,-26127.000,32506.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-242101.000,-92145.000,-126391.000,-111720.000,-26127.000,32506.000
NetIncomeLoss,-582072.000,-627661.000,-322888.000,-527407.000,-418868.000,-372885.000
NonoperatingIncomeExpense,-59508.000,-69216.000,-77958.000,-72497.000,-72948.000,-73148.000
OperatingCostsAndExpenses,,719253.000,365608.000,536610.000,434462.000,460165.000
OperatingExpenses,587332.000,,,,,
OperatingIncomeLoss,-522564.000,-558445.000,-244930.000,-454910.000,-345920.000,-299737.000
PaymentsToAcquireIntangibleAssets,,110000.000,,,,
PaymentsToAcquirePropertyPlantAndEquipment,1977.000,,,,,
ProceedsFromNotesPayable,359000.000,150000.000,,85000.000,0.000,
ProceedsFromPaymentsForOtherFinancingActivities,,,,80000.000,,
ProceedsFromRepaymentsOfRelatedPartyDebt,,20000.000,129300.000,95200.000,28720.000,5155.000
ProvisionForDoubtfulAccounts,,97842.000,-97842.000,,,
RepaymentOfNotesReceivableFromRelatedParties,,,2000.000,40000.000,,
RepaymentsOfNotesPayable,61459.000,4434.000,,28896.000,0.000,
RepaymentsOfRelatedPartyDebt,59500.000,,2000.000,40000.000,1000.000,34423.000
Revenues,64768.000,160808.000,120678.000,81700.000,88542.000,160428.000
SalesRevenueNet,64768.000,160808.000,120678.000,81700.000,88542.000,160428.000
SellingGeneralAndAdministrativeExpense,237739.000,225443.000,130265.000,215836.000,194462.000,220165.000
StockIssuedDuringPeriodValueIssuedForServices,,,,80000.000,80000.000,80000.000
StockIssuedDuringPeriodValueOther,20000.000,,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,5121688.000,5121688.000,5121688.000,5121689.000,5121689.000
