,2012-03-31
BankingFeesAndCommissions,228850000.000
CashPeriodIncreaseDecrease,1469.000
ContractuallySpecifiedServicingFeesAmount,2500000000.000
Dividends,30000.000
FairValueOfAssetsAcquired,-2000.000
GeneralAndAdministrativeExpense,3490520000.000
IncomeLossFromContinuingOperations,30000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-3490490000.000
IncreaseDecreaseInIncomeTaxes,0.000
IncreaseDecreaseInOtherDeposits,2509.480
LeaseAndRentalExpense,306040000.000
NetCashProvidedByUsedInFinancingActivities,8000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,8000.000
NetCashProvidedByUsedInOperatingActivities,-3490.490
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-3490.490
NetIncomeLoss,-3490.490
ProfitLoss,-3490490000.000
RepaymentsOfLongTermDebt,8000.000
Revenues,30000.000
SalesRevenueNet,30000.000
SellingGeneralAndAdministrativeExpense,107000000.000
TechnologyServicesCosts,70530000.000
TravelAndEntertainmentExpense,278100000.000
