,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30
AccountsPayableCurrent,2899.000,3328.000,3597.000,3981.000,4343.000,12128.000,5595.000,6779.000,6430.000,6912.000,8387.000,8197.000,8748.000,10523.000,10479.000,10199.000,10199.000,10385.000,9996.000,23759.000,22040.000,24889.000
AccountsReceivableNetCurrent,688131.000,557894.000,698614.000,1800.000,1800.000,1800.000,1986.000,100.000,,,,,,,,,,,,,,
AccruedLiabilitiesCurrent,,,,,,,,,,,,10000.000,,8000.000,6247.000,16100.000,9924.000,,,,,13534.000
AcquisitionCostsCumulative,,,,,,,524357.000,,,,389672.000,,,,,,,,,,,
AssetRetirementObligationsNoncurrent,922547.000,1799055.000,1835115.000,1863720.000,1899486.000,1900257.000,2366899.000,2405606.000,2401433.000,2437672.000,2463175.000,2499713.000,2533540.000,2574545.000,2528422.000,2567328.000,720200.000,716904.000,591945.000,520070.000,427589.000,360505.000
Assets,14985324.000,15576000.000,15620971.000,15590181.000,15543383.000,15486073.000,15737217.000,15564379.000,15530273.000,15389741.000,14949750.000,14747958.000,14569950.000,14199648.000,11668595.000,8790320.000,7384143.000,5426431.000,2411321.000,1175089.000,1125123.000,749465.000
AssetsCurrent,1661379.000,1201704.000,1212024.000,1239466.000,1214241.000,1424285.000,1188951.000,1096037.000,1181529.000,1258254.000,1171263.000,1092000.000,1169730.000,1073559.000,551698.000,368340.000,1070153.000,931281.000,1650861.000,601249.000,708653.000,451119.000
CapitalizedCostsAssetRetirementCosts,,,,,,,2124314.000,,,,2126682.000,,,,2118163.000,,,,418435.000,,,
CapitalizedCostsOfUnprovedPropertiesExcludedFromAmortizationCumulative,,,,,,,524357.000,,,,389672.000,,,,,,,,,,,
CapitalizedCostsOilAndGasProducingActivitiesGross,,,,,,,77276746.000,,,,77599728.000,,,,77768368.000,,,,15498034.000,,,
