,2011-03-31,2011-06-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31
AdjustmentToAdditionalPaidInCapitalIncomeTaxEffectFromShareBasedCompensationNet,,,-657000.000,,,,-1421000.000,,,,736000.000,,,,,,,,
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,,,,,,,,,,,,,,,18300000.000,,,,14200000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,12348000.000,2093000.000,,,,6097000.000,,,,3361000.000,,,,,,,,
AllocatedShareBasedCompensationExpense,,,2093000.000,2197000.000,2085000.000,2248000.000,6097000.000,2255000.000,2299000.000,2162000.000,3361000.000,3000000.000,2800000.000,3039000.000,3100000.000,3500000.000,3500000.000,3600000.000,4200000.000
AmortizationOfFinancingCosts,,,199000.000,,,,138000.000,,,,101000.000,,,,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,
BusinessCombinationConsiderationTransferred1,,,,,,,,,,,0.000,,,,,,,,
BusinessCombinationConsiderationTransferredLiabilitiesIncurred,,,,,,,,,,,0.000,,,,,,,,
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,,,,,,,,,,,500000.000,,,,900000.000,,,,0.000
BusinessCombinationProFormaInformationEarningsOrLossOfAcquireeSinceAcquisitionDateActual,,,,200000.000,300000.000,,400000.000,400000.000,300000.000,,400000.000,300000.000,400000.000,400000.000,700000.000,-300000.000,-300000.000,5900000.000,-200000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-240213000.000,,,,-28429000.000,,,,-31624000.000,,,,-8000000.000,,,,
CashAndCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,,,,,,,,,,,,,,,,,,,-24800000.000
ComprehensiveIncomeNetOfTax,,,,,,,54767000.000,8629000.000,56759000.000,64994000.000,60104000.000,39300000.000,41600000.000,-46704000.000,10900000.000,-76300000.000,94500000.000,50800000.000,21900000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,,,,,811000.000,250000.000,263000.000,315000.000,848000.000,500000.000,300000.000,52000.000,800000.000,400000.000,700000.000,-200000.000,400000.000
