,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
CashAndCashEquivalentsPeriodIncreaseDecrease,-6370.000,20699.000,-2237.000,-11961.000,-4229.000,
CashPeriodIncreaseDecrease,,,,,,14920.000
CostOfRevenue,,0.000,0.000,0.000,0.000,0.000
EarningsPerShareBasicAndDiluted,,0.000,0.000,0.000,0.000,0.000
GeneralAndAdministrativeExpense,23192.000,26779.000,27744.000,26608.000,27828.000,28230.000
GrossProfit,,0.000,0.000,0.000,0.000,0.000
IncomeLossFromContinuingOperations,,-28934.000,,,,
IncomeTaxesPaid,500.000,500.000,500.000,500.000,,500.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-16811.000,-3553.000,,14631.000,-1410.000,23142.000
IncreaseDecreaseInAccountsPayableRelatedParties,,,,,25000.000,
IncreaseDecreaseInDueToRelatedParties,,,,,,1879.000
IncreaseDecreaseInInterestPayableNet,-1768.000,,,,,
IncreaseDecreaseInNotesPayableRelatedParties,,,,,,20000.000
InterestExpense,,-2186.000,3000.000,,,
InterestExpenseRelatedParty,1768.000,,,,,-1879.000
InterestPaid,,0.000,0.000,0.000,,0.000
InvestmentIncomeInterest,11.000,31.000,26.000,16.000,9.000,8.000
NetCashProvidedByUsedInFinancingActivities,,51000.000,40000.000,0.000,25000.000,20000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,51000.000,40000.000,0.000,25000.000,20000.000
NetCashProvidedByUsedInOperatingActivities,-6370.000,-30301.000,-42237.000,-11961.000,-29229.000,-5080.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-6370.000,-30301.000,-42237.000,-11961.000,-29229.000,-5080.000
NetIncomeLoss,-24949.000,,-30718.000,-29592.000,-29232.000,-30101.000
NonoperatingIncomeExpense,-1757.000,,,,,
OperatingExpenses,23192.000,,,,,
OperatingIncomeLoss,-23192.000,-26779.000,-27744.000,-26608.000,-27828.000,-28230.000
OtherCostAndExpenseOperating,,26779.000,,,27828.000,28230.000
OtherCostOfOperatingRevenue,,,27744.000,,,
OtherIncome,,-2155.000,,,-1404.000,
OtherOperatingIncomeExpenseNet,,,,,,-1871.000
ProceedsFromIssuanceOfCommonStock,,1000.000,,0.000,,
ProfitLoss,-24949.000,-28934.000,,,,
Revenues,,0.000,0.000,0.000,0.000,0.000
SalesRevenueNet,,2155.000,0.000,0.000,1404.000,0.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,33029726.000,38772192.000,,43465233.000
WeightedAverageNumberOfSharesOutstandingBasic,,30496236.000,,,42719490.000,
