,2011-09-30,2011-12-31
AmortizationOfAcquisitionCosts,885.000,886.000
GainLossOnSaleOfInvestments,0.000,0.000
ImpairmentOfInvestments,0.000,0.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-96357.000,-121493.000
IncomeLossFromEquityMethodInvestments,6498.000,6042.000
InterestIncomeOperating,3285.000,3163.000
NetIncomeLoss,-89859.000,-115451.000
NetIncomeLossAllocatedToGeneralPartners,-899.000,-1155.000
NetIncomeLossAllocatedToLimitedPartners,-88960.000,-114296.000
NetIncomeLossPerOutstandingLimitedPartnershipUnit,-1.750,-2.240
Revenues,3285.000,3163.000
SalesRevenueNet,3285.000,3163.000
SellingGeneralAndAdministrativeExpense,376.000,23390.000
