,2014-03-29
Assets,55082.000
AssetsCurrent,55082.000
CashAndCashEquivalentsAtCarryingValue,0.000
CommonStockSharesAuthorized,10000000.000
CommonStockSharesIssued,40000.000
CommonStockSharesOutstanding,40000.000
CommonStockValueOutstanding,53752.000
InterestPayableCurrent,7326.000
InterestReceivableCurrent,462.000
LiabilitiesAndStockholdersEquity,55082.000
LiabilitiesCurrent,1855452.000
LoansAndLeasesReceivableRelatedParties,54620.000
NotesPayableRelatedPartiesClassifiedCurrent,1848126.000
RetainedEarningsAccumulatedDeficit,-1854122.000
ShortTermDebtWeightedAverageInterestRate,0.014
StockholdersEquity,-1800370.000
