,2011-06-30,2011-09-30,2012-03-31
AdjustmentForAmortization,,,-36725.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,3725.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,3136517.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,-74226.000,352627.000,196943.000
DepreciationNonproduction,,,52100.000
EarningsPerShareBasic,-0.030,0.010,0.030
EarningsPerShareDiluted,-0.030,0.010,0.030
FeesAndCommissionsDepositorAccounts,4052.000,3584.000,4165.000
FeesAndCommissionsMortgageBanking,775917.000,1073550.000,1550854.000
GainLossOnSaleOfSecuritiesNet,,56842.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-240348.000,54380.000,225033.000
IncreaseDecreaseInDeposits,,,2325905.000
IncreaseDecreaseInOtherOperatingAssets,,,-109952.000
IncreaseDecreaseInOtherOperatingLiabilities,,,45113.000
InformationTechnologyAndDataProcessing,245443.000,258477.000,269487.000
InterestAndDividendIncomeOperating,770868.000,768643.000,774265.000
InterestAndDividendIncomeSecurities,303367.000,281932.000,210199.000
InterestAndFeeIncomeLoansAndLeases,460008.000,482628.000,558687.000
InterestExpense,193404.000,166570.000,125440.000
InterestExpenseBorrowings,12762.000,12973.000,12788.000
InterestExpenseDeposits,180642.000,153597.000,112652.000
InterestIncomeDepositsWithFinancialInstitutions,7493.000,4083.000,5379.000
InterestIncomeExpenseAfterProvisionForLoanLoss,577464.000,602073.000,648825.000
InterestIncomeExpenseNet,577464.000,602073.000,648825.000
InterestPaid,,,97022.000
LaborAndRelatedExpense,824975.000,855416.000,1043954.000
MarketingAndAdvertisingExpense,98981.000,109701.000,141752.000
NetCashProvidedByUsedInFinancingActivities,,,1325905.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,1325905.000
NetCashProvidedByUsedInInvestingActivities,,,-2605276.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-2605276.000
NetCashProvidedByUsedInOperatingActivities,,,4415888.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,4415888.000
NetIncomeLoss,-240348.000,54380.000,225033.000
NoninterestExpense,1606616.000,1687846.000,1985597.000
NoninterestIncome,788804.000,1140153.000,1561805.000
NoninterestIncomeOtherOperatingIncome,8835.000,6177.000,6786.000
OccupancyNet,103613.000,114449.000,99609.000
OtherComprehensiveIncomeLossNetOfTax,,,-28090.000
OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,166122.000,298247.000,
OtherComprehensiveIncomeReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeNetOfTax,,56842.000,
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,166122.000,355089.000,-28090.000
OtherNoninterestExpense,67405.000,85786.000,81965.000
PaymentsForOriginationOfMortgageLoansHeldForSale,,,68190647.000
PaymentsForProceedsFromLoansAndLeases,,,1658578.000
PaymentsForProceedsFromProductiveAssets,,,7636.000
PaymentsToAcquireAvailableForSaleSecurities,,,2430432.000
ProceedsFromFederalHomeLoanBankBorrowings,,,2000000.000
ProceedsFromMaturitiesPrepaymentsAndCallsOfAvailableForSaleSecurities,,,435005.000
ProceedsFromMaturitiesPrepaymentsAndCallsOfHeldToMaturitySecurities,,,1064215.000
ProceedsFromSaleOfMortgageLoansHeldForSale,,,72427241.000
ProfessionalFees,93949.000,82486.000,89697.000
RepaymentsOfFederalHomeLoanBankBorrowings,,,3000000.000
ShareBasedCompensation,,,3725.000
TransferToOtherRealEstate,,,126762.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,8120623.000
WeightedAverageNumberOfSharesOutstandingBasic,8120623.000,8120623.000,
