,2011-03-31,2011-09-30,2012-03-31,2012-06-30
InterestCostsCapitalized,-6000000.000,-8000000.000,-2000000.000,-2000000.000
InterestIncomeExpenseNonoperatingNet,,5000000.000,3000000.000,2000000.000
NetCashProvidedByUsedInFinancingActivities,3000000.000,,-450000000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,3000000.000,,-450000000.000,
NetCashProvidedByUsedInInvestingActivities,360000000.000,,112000000.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,360000000.000,,112000000.000,
NetCashProvidedByUsedInOperatingActivities,-368000000.000,,259000000.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-368000000.000,,259000000.000,
NetIncomeLoss,-101000000.000,-1096000000.000,248000000.000,248000000.000
NetIncomeLossAttributableToNoncontrollingInterest,21000000.000,58000000.000,52000000.000,87000000.000
OtherComprehensiveIncomeReclassificationOfDefinedBenefitPlansNetGainLossRecognizedInNetPeriodicBenefitCostNetOfTax,,11000000.000,6000000.000,12000000.000
OtherIncome,25000000.000,8000000.000,16000000.000,8000000.000
PaymentsForProceedsFromOtherInvestingActivities,6000000.000,,-13000000.000,
PaymentsForRepurchaseOfCommonStock,,500000000.000,50000000.000,
PaymentsForRestructuring,,,11000000.000,
PaymentsOfDividends,18000000.000,,21000000.000,
PaymentsOfDividendsMinorityInterest,30000000.000,,28000000.000,
PaymentsToAcquireBusinessesAndInterestInAffiliates,36000000.000,,,
PaymentsToAcquirePropertyPlantAndEquipment,150000000.000,,94000000.000,
ProceedsFromIssuanceOfLongTermDebt,70000000.000,,176000000.000,
ProceedsFromPaymentsForOtherFinancingActivities,4000000.000,,6000000.000,
ProceedsFromRepaymentsOfShortTermDebt,,,-103000000.000,
ProfitLoss,-80000000.000,-1038000000.000,301000000.000,335000000.000
RepaymentsOfLongTermDebt,23000000.000,,319000000.000,
RestructuringReservePeriodExpense,,,26000000.000,
Revenues,10638000000.000,12158000000.000,12321000000.000,12229000000.000
SalesRevenueNet,10609000000.000,12145000000.000,12198000000.000,12219000000.000
SellingGeneralAndAdministrativeExpense,145000000.000,173000000.000,128000000.000,154000000.000
TaxesExcludingIncomeAndExciseTaxes,37000000.000,25000000.000,32000000.000,23000000.000
ValuationAllowanceDeferredTaxAssetChangeInAmount,,13000000.000,,
WeightedAverageNumberDilutedSharesOutstandingAdjustment,,,500000.000,400000.000
WeightedAverageNumberOfDilutedSharesOutstanding,120900000.000,113900000.000,107100000.000,105400000.000
WeightedAverageNumberOfSharesOutstandingBasic,120900000.000,113900000.000,106600000.000,105000000.000
