,2011-03-31,2011-09-30,2012-03-31,2012-06-30
AccrualForEnvironmentalLossContingenciesPayments,,,-8000000.000,
AccrualForEnvironmentalLossContingenciesProvisionForNewLosses,,,62000000.000,
AvailableForSaleSecuritiesChangeInNetUnrealizedHoldingGainLossNetOfTax,,,1000000.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,-5000000.000,,-79000000.000,
CashFlowHedgeGainLossReclassifiedToEarningsNet,,-2000000.000,31000000.000,-21000000.000
CommonStockDividendsPerShareCashPaid,0.150,0.150,0.200,0.200
ComprehensiveIncomeNetOfTax,,,292000000.000,257000000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,51000000.000,87000000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,-1012000000.000,343000000.000,344000000.000
CostsAndExpenses,10704000000.000,14003000000.000,11852000000.000,11735000000.000
DeferredIncomeTaxExpenseBenefit,-133000000.000,,,
DepreciationDepletionAndAmortization,112000000.000,,64000000.000,
DerivativeInstrumentsGainLossRecognizedInOtherComprehensiveIncomeEffectivePortionNet,,14000000.000,-34000000.000,18000000.000
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,,33000000.000,2000000.000,6000000.000
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,,13000000.000,,2000000.000
DisposalGroupIncludingDiscontinuedOperationRevenue,,295000000.000,87000000.000,
DisposalGroupNotDiscontinuedOperationGainLossOnDisposal,,,,2000000.000
EarningsPerShareBasic,-0.840,-9.620,2.330,2.360
EarningsPerShareDiluted,-0.840,-9.620,2.320,2.350
EffectOfLIFOInventoryLiquidationOnIncome,,,,213000000.000
EffectiveIncomeTaxRateContinuingOperations,,,0.310,0.340
ExciseAndSalesTaxes,548000000.000,583000000.000,579000000.000,617000000.000
ExtinguishmentOfDebtAmount,,575000000.000,,
FinancingInterestExpense,,,,26000000.000
GainLossOnDispositionOfProperty,,,104000000.000,
GeneralAndAdministrativeExpense,,,,19000000.000
IncomeLossBeforeExtraordinaryItemsAndCumulativeEffectOfChangeInAccountingPrinciple,,61000000.000,-56000000.000,127000000.000
IncomeLossFromContinuingOperations,,-1116000000.000,247000000.000,244000000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,-1845000000.000,469000000.000,494000000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,-80000000.000,-1058000000.000,299000000.000,331000000.000
IncomeLossFromContinuingOperationsPerBasicShare,-0.840,-9.800,2.320,2.320
IncomeLossFromContinuingOperationsPerDilutedShare,-0.840,-9.800,2.310,2.310
IncomeLossFromDiscontinuedOperationsNetOfTax,,20000000.000,2000000.000,4000000.000
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToNoncontrollingInterest,,,1000000.000,
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,,,1000000.000,4000000.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,,0.180,0.010,0.040
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,,0.180,0.010,0.040
IncomeTaxExpenseBenefit,14000000.000,-787000000.000,170000000.000,163000000.000
IncreaseDecreaseInAccountsAndNotesReceivable,,,-152000000.000,
IncreaseDecreaseInAccountsAndOtherReceivables,200000000.000,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,559000000.000,,-184000000.000,
IncreaseDecreaseInIncomeTaxesPayableNetOfIncomeTaxesReceivable,,,117000000.000,
IncreaseDecreaseInInventories,743000000.000,,18000000.000,
IncreaseDecreaseInOtherOperatingCapitalNet,41000000.000,,26000000.000,
InterestAndDebtExpense,43000000.000,56000000.000,49000000.000,41000000.000
