,2016-06-30,2016-09-30,2017-03-31
AllocatedShareBasedCompensationExpense,446000.000,716000.000,1603000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,1357752.000,1474893.000,2348377.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-2056000.000
DebtIssuanceCostsIncurredDuringNoncashOrPartialNoncashTransaction,,,87000.000
DepreciationAndAmortization,179000.000,170000.000,130000.000
EarningsPerShareBasic,-0.050,-0.040,-0.320
EarningsPerShareBasicAndDiluted,,,-0.320
EarningsPerShareDiluted,-0.050,-0.040,-0.320
GeneralAndAdministrativeExpense,4537000.000,4039000.000,5173000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-1397000.000,-896000.000,-7098000.000
IncomeTaxExpenseBenefit,-461000.000,1000.000,
IncreaseDecreaseInAccountsPayable,,,-3289000.000
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,,,84000.000
IncreaseDecreaseInDeferredRevenue,,,-12229000.000
IncreaseDecreaseInOtherNoncurrentAssets,,,769000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,490000.000
InterestExpense,,,5000.000
InterestPaid,,,5000.000
InvestmentIncomeNonoperating,28000.000,62000.000,81000.000
LicenseAndServicesRevenue,12365000.000,12500000.000,12729000.000
NetCashProvidedByUsedInFinancingActivities,,,20036000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,20036000.000
NetCashProvidedByUsedInInvestingActivities,,,-34000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-34000.000
NetCashProvidedByUsedInOperatingActivities,,,-22058000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-22058000.000
NetIncomeLoss,-936000.000,-897000.000,-7098000.000
NonoperatingIncomeExpense,28000.000,62000.000,76000.000
OperatingExpenses,13791000.000,13509000.000,19906000.000
PaymentsToAcquirePropertyPlantAndEquipment,,,34000.000
ProceedsAndExcessTaxBenefitFromSharebasedCompensation,,,241000.000
ProceedsFromIssuanceOfLongTermDebt,,,19840000.000
ReimbursementRevenue,1000.000,51000.000,3000.000
RelatedPartyTransactionAmountsOfTransaction,,,0.000
RepaymentsOfDebtAndCapitalLeaseObligations,,,45000.000
ResearchAndDevelopmentExpense,9075000.000,9300000.000,14603000.000
RevenueRecognitionMilestoneMethodRevenueRecognized,,,500000.000
Revenues,12366000.000,12551000.000,12732000.000
SalesRevenueNet,12366000.000,12551000.000,12732000.000
ShareBasedCompensation,,,1603000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,,,2225.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,,,60169.000
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,,,11.620
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsForfeituresInPeriodWeightedAverageExercisePrice,,,11.980
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,,,26.310
StockIssuedDuringPeriodSharesStockOptionsExercised,,,20713.000
WeightedAverageNumberOfDilutedSharesOutstanding,18562302.000,22324374.000,22350436.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,22350436.000
WeightedAverageNumberOfSharesOutstandingBasic,18562302.000,22324374.000,22350436.000
