,2011-09-30,2011-12-31,2012-06-30,2012-09-30,2012-12-31
AmortizationOfAcquisitionCosts,518.000,1959.000,518.000,518.000,517.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,849435.000,,
EquityMethodInvestmentOtherThanTemporaryImpairment,0.000,0.000,,,
EquityMethodInvestmentRealizedGainLossOnDisposal,,,,-2009.000,0.000
GainLossOnInvestments,,0.000,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-46773.000,-46479.000,-37127.000,-25404.000,-40366.000
IncomeLossFromEquityMethodInvestments,27063.000,144304.000,26037.000,84900.000,63539.000
InterestIncomeOperating,1338.000,1278.000,2013.000,1063.000,936.000
NetCashProvidedByUsedInInvestingActivities,,,873000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,873000.000,,
NetCashProvidedByUsedInOperatingActivities,,,-23565.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-23565.000,,
NetIncomeLoss,-19710.000,97825.000,-11090.000,57487.000,23173.000
NetIncomeLossAllocatedToGeneralPartners,-197.000,978.000,-111.000,575.000,232.000
ProceedsFromLimitedPartnershipInvestments,,,873000.000,,
Revenues,1338.000,1278.000,3673.000,27699.000,936.000
SalesRevenueNet,1338.000,1278.000,3673.000,27699.000,936.000
SellingGeneralAndAdministrativeExpense,36661.000,34865.000,31274.000,43577.000,31777.000
SubsidiaryOfLimitedLiabilityCompanyOrLimitedPartnershipOwnershipInterest,,,0.990,,
