,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
IncomeLossFromContinuingOperationsPerDilutedShare,1.120,1.010,1.030,0.900,0.690,1.010,1.210,1.280,1.170,1.210,1.300,1.390,1.230,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTax,-1000000.000,-105000000.000,1000000.000,46000000.000,107000000.000,45000000.000,998000000.000,24000000.000,-11000000.000,0.000,0.000,0.000,0.000,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,0.000,-0.230,0.000,0.100,0.240,0.110,2.470,0.060,-0.010,0.000,0.000,0.000,0.000,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,0.000,-0.230,0.000,0.100,0.240,0.110,2.450,0.060,-0.010,0.000,0.000,0.000,0.000,,,,,
IncomeTaxExpenseBenefit,214000000.000,187000000.000,190000000.000,222000000.000,118000000.000,184000000.000,212000000.000,217000000.000,196000000.000,206000000.000,216000000.000,214000000.000,184000000.000,200000000.000,226000000.000,228000000.000,219000000.000,213000000.000
IncomeTaxesPaidNet,,107000000.000,,,,114000000.000,,,,42000000.000,,,,70000000.000,,,,112000000.000
IncreaseDecreaseInAccountsPayableTrade,,94000000.000,,,,-5000000.000,,,,62000000.000,,,,45000000.000,,,,56000000.000
IncreaseDecreaseInAccruedIncomeTaxesPayable,,50000000.000,,,,63000000.000,,,,123000000.000,,,,318000000.000,,,,81000000.000
IncreaseDecreaseInDeferredIncomeTaxes,,-4000000.000,,,,-12000000.000,,,,-11000000.000,,,,213000000.000,,,,-20000000.000
IncreaseDecreaseInInventories,,38000000.000,,,,49000000.000,,,,58000000.000,,,,29000000.000,,,,67000000.000
IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,,-132000000.000,,,,-38000000.000,,,,-131000000.000,,,,-67000000.000,,,,-117000000.000
IncreaseDecreaseInOtherOperatingCapitalNet,,-4000000.000,,,,56000000.000,,,,1000000.000,,,,-1000000.000,,,,-2000000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,31000000.000,,,,39000000.000,,,,-18000000.000,,,,21000000.000,,,,23000000.000
IncreaseDecreaseInReceivables,,175000000.000,,,,197000000.000,,,,173000000.000,,,,155000000.000,,,,148000000.000
InterestExpense,53000000.000,60000000.000,59000000.000,60000000.000,60000000.000,64000000.000,64000000.000,68000000.000,54000000.000,54000000.000,55000000.000,59000000.000,58000000.000,58000000.000,58000000.000,58000000.000,63000000.000,64000000.000
InterestPaidNet,,49000000.000,,,,46000000.000,,,,65000000.000,,,,65000000.000,,,,65000000.000
NetCashProvidedByUsedInFinancingActivities,,-305000000.000,,,,-329000000.000,,,,-1397000000.000,,,,-1163000000.000,,,,-450000000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,-305000000.000,,,,-329000000.000,,,,-1397000000.000,,,,-1163000000.000,,,,-450000000.000
NetCashProvidedByUsedInInvestingActivities,,-134000000.000,,,,-66000000.000,,,,-58000000.000,,,,-50000000.000,,,,-57000000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-134000000.000,,,,-66000000.000,,,,-58000000.000,,,,-50000000.000,,,,-57000000.000
NetCashProvidedByUsedInOperatingActivities,,366000000.000,,,,314000000.000,,,,442000000.000,,,,479000000.000,,,,463000000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,366000000.000,,,,314000000.000,,,,442000000.000,,,,479000000.000,,,,463000000.000
OperatingIncomeLoss,763000000.000,660000000.000,702000000.000,678000000.000,474000000.000,667000000.000,763000000.000,772000000.000,686000000.000,697000000.000,730000000.000,761000000.000,679000000.000,722000000.000,792000000.000,808000000.000,742000000.000,809000000.000
OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentNetOfTaxPortionAttributableToParent,,-12000000.000,-108000000.000,-38000000.000,,-8000000.000,11000000.000,-8000000.000,,-9000000.000,-11000000.000,-11000000.000,,-8000000.000,-6000000.000,-7000000.000,,-10000000.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,133000000.000,-150000000.000,-251000000.000,242000000.000,-34000000.000,28000000.000,-50000000.000,-515000000.000,-402000000.000,-577000000.000,169000000.000,-335000000.000,-117000000.000,164000000.000,-144000000.000,-5000000.000,-292000000.000,154000000.000
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,-9000000.000,,,,,,,,,,,,,,,,,
OtherNonoperatingIncome,29000000.000,46000000.000,11000000.000,10000000.000,5000000.000,9000000.000,7000000.000,20000000.000,25000000.000,21000000.000,21000000.000,23000000.000,13000000.000,4000000.000,17000000.000,13000000.000,47000000.000,4000000.000
OtherOperatingActivitiesCashFlowStatement,,3000000.000,,,,8000000.000,,,,14000000.000,,,,4000000.000,,,,1000000.000
PaymentsForProceedsFromBusinessesAndInterestInAffiliates,,,,,,0.000,,,,,,,,,,,,
PaymentsForProceedsFromOtherInvestingActivities,,3000000.000,,,,4000000.000,,,,10000000.000,,,,0.000,,,,
PaymentsForRepurchaseOfCommonStock,,344000000.000,,,,1440000000.000,,,,1479000000.000,,,,480000000.000,,,,250000000.000
PaymentsOfDividendsCommonStock,,0.000,,,,181000000.000,,,,186000000.000,,,,200000000.000,,,,226000000.000
PaymentsToAcquireBusinessesNetOfCashAcquired,,56000000.000,,,,2000000.000,,,,2000000.000,,,,2000000.000,,,,3000000.000
PaymentsToAcquirePropertyPlantAndEquipment,,89000000.000,,,,68000000.000,,,,83000000.000,,,,57000000.000,,,,64000000.000
ProceedsFromDivestitureOfBusinesses,,-3000000.000,,,,,,,,,,,,,,,,
ProceedsFromDivestitureOfBusinessesAndInterestsInAffiliates,,0.000,,,,,,,,28000000.000,,,,1000000.000,,,,0.000
ProceedsFromIssuanceOfCommonStock,,36000000.000,,,,27000000.000,,,,31000000.000,,,,39000000.000,,,,18000000.000
ProceedsFromIssuanceOfLongTermDebt,,,,,,1988000000.000,,,,0.000,,,,,,,,
ProceedsFromPaymentsForOtherFinancingActivities,,,,,,-1000000.000,,,,-12000000.000,,,,-10000000.000,,,,-11000000.000
ProceedsFromRepaymentsOfShortTermDebtMaturingInThreeMonthsOrLess,,-4000000.000,,,,-722000000.000,,,,233000000.000,,,,-525000000.000,,,,671000000.000
ProceedsFromSaleMaturityAndCollectionsOfInvestments,,13000000.000,,,,1000000.000,,,,1000000.000,,,,6000000.000,,,,7000000.000
ProceedsFromSaleOfPropertyPlantAndEquipment,,4000000.000,,,,7000000.000,,,,8000000.000,,,,2000000.000,,,,3000000.000
ProfitLoss,524000000.000,354000000.000,465000000.000,452000000.000,408000000.000,473000000.000,1492000000.000,531000000.000,450000000.000,458000000.000,480000000.000,511000000.000,450000000.000,468000000.000,525000000.000,535000000.000,507000000.000,536000000.000
ProvisionForDoubtfulAccounts,,4000000.000,,,,2000000.000,,,,2000000.000,,,,3000000.000,,,,1000000.000
RepaymentsOfLongTermDebt,,0.000,,,,,,,,,,,,,,,,652000000.000
Revenues,4501000000.000,4009000000.000,4219000000.000,3568000000.000,2339000000.000,3569000000.000,3719000000.000,3692000000.000,3504000000.000,3342000000.000,3434000000.000,3354000000.000,3275000000.000,3274000000.000,3431000000.000,3495000000.000,3399000000.000,3471000000.000
SalesRevenueNet,4501000000.000,4009000000.000,4219000000.000,3568000000.000,2339000000.000,3569000000.000,3719000000.000,3692000000.000,3504000000.000,3342000000.000,3434000000.000,3354000000.000,3275000000.000,3274000000.000,3431000000.000,3495000000.000,3399000000.000,3471000000.000
ShareBasedCompensation,,9000000.000,,,,9000000.000,,,,14000000.000,,,,9000000.000,,,,9000000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,,0.027,,,,,,,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,,0.210,,,,,,,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRateMaximum,,0.021,,,,,,,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRateMinimum,,0.020,,,,,,,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,,1200000.000,,,,,,,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,,9.830,,,,,,,,,,,,,,,,
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,,63.250,,,,,,,,,,,,,,,,
WeightedAverageNumberOfDilutedSharesOutstanding,468100000.000,454800000.000,452500000.000,448900000.000,-906900000.000,425000000.000,407600000.000,396800000.000,-824800000.000,379200000.000,368400000.000,367100000.000,-744600000.000,363900000.000,358500000.000,355500000.000,-720800000.000,349000000.000
WeightedAverageNumberOfSharesOutstandingBasic,464800000.000,451700000.000,449600000.000,445900000.000,-901000000.000,421900000.000,404700000.000,394000000.000,-818900000.000,376600000.000,366200000.000,365100000.000,-740000000.000,362000000.000,356600000.000,353500000.000,-717100000.000,346200000.000
