,2011-03-31
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivitiesOther,9000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,2792000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,1322000.000
CostOfGoodsAndServicesSold,78476000.000
CostOfGoodsSoldAmortization,1222000.000
CostOfRevenue,79698000.000
DebtRelatedCommitmentFeesAndDebtIssuanceCosts,2117000.000
DeferredIncomeTaxExpenseBenefit,28764000.000
DepreciationAndAmortization,11169000.000
DiscontinuedOperationGainLossFromDisposalOfDiscontinuedOperationBeforeIncomeTax,42701000.000
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,36314000.000
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodBeforeIncomeTax,-6387000.000
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,34109000.000
EarningsPerShareBasic,-0.120
EarningsPerShareDiluted,-0.120
EffectOfExchangeRateOnCashAndCashEquivalents,17000.000
GainsLossesOnExtinguishmentOfDebt,-7799000.000
GeneralAndAdministrativeExpense,13644000.000
GrossProfit,17499000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-18143000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,-13026000.000
IncomeLossFromContinuingOperationsPerBasicShare,-0.150
IncomeLossFromContinuingOperationsPerDilutedShare,-0.150
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,2205000.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,0.020
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,0.020
IncomeTaxExpenseBenefit,-5117000.000
IncomeTaxesPaid,680000.000
IncreaseDecreaseInAccountsReceivable,-3986000.000
IncreaseDecreaseInDeferredRevenue,-789000.000
IncreaseDecreaseInInventories,12173000.000
IncreaseDecreaseInOtherOperatingAssets,1417000.000
IncreaseDecreaseInRestrictedCash,-100000.000
InterestExpense,2181000.000
InterestPaid,8677000.000
NetCashProvidedByUsedInFinancingActivities,-256552000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-256552000.000
NetCashProvidedByUsedInInvestingActivities,277339000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,277339000.000
NetCashProvidedByUsedInOperatingActivities,-19482000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-19482000.000
NetIncomeLoss,-10821000.000
OperatingExpenses,29801000.000
OperatingIncomeLoss,-12302000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,983000.000
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,-258000.000
OtherNonoperatingIncomeExpense,-92000.000
PaymentsToAcquireBusinessesNetOfCashAcquired,66000.000
PaymentsToAcquireIntangibleAssets,2059000.000
ProceedsFromDivestitureOfBusinessesNetOfCashDivested,289528000.000
ProceedsFromLinesOfCredit,30000000.000
ProceedsFromStockOptionsExercised,1690000.000
ProfitLoss,-10821000.000
RepaymentsOfBankDebt,259941000.000
ResearchAndDevelopmentExpense,6045000.000
Revenues,97197000.000
SalesRevenueNet,97197000.000
SellingAndMarketingExpense,9021000.000
ShareBasedCompensation,1832000.000
StockIssuedDuringPeriodValueStockOptionsExercised,1690000.000
WeightedAverageNumberOfDilutedSharesOutstanding,88906000.000
WeightedAverageNumberOfSharesOutstandingBasic,88906000.000
