,2013-08-04,2013-11-03,2014-02-02,2014-05-04,2014-08-03,2014-11-02,2015-02-01,2015-05-03,2015-08-02,2015-11-01,2016-01-31,2016-05-01,2016-07-31,2016-10-30,2017-01-29,2017-04-30
AccountsPayableCurrent,815000000.000,809000000.000,664000000.000,841000000.000,877000000.000,867000000.000,688000000.000,887000000.000,715000000.000,651000000.000,508000000.000,716000000.000,721000000.000,681000000.000,532000000.000,721000000.000
AccountsReceivableNetCurrent,1136000000.000,1124000000.000,947000000.000,1075000000.000,1215000000.000,1198000000.000,988000000.000,1100000000.000,1032000000.000,1001000000.000,815000000.000,893000000.000,1020000000.000,1006000000.000,804000000.000,940000000.000
AccrualForTaxesOtherThanIncomeTaxesCurrent,38000000.000,43000000.000,32000000.000,38000000.000,42000000.000,50000000.000,34000000.000,43000000.000,40000000.000,45000000.000,33000000.000,40000000.000,41000000.000,45000000.000,31000000.000,41000000.000
AccruedIncomeTaxesCurrent,,,,,28000000.000,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,522000000.000,,,,562000000.000,,,,593000000.000,,,,563000000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-6000000.000,-6000000.000,-15000000.000,-14000000.000,-13000000.000,-16000000.000,-28000000.000,-23000000.000,-30000000.000,-12000000.000,-16000000.000,-12000000.000,-14000000.000,-15000000.000,-15000000.000,-14000000.000
AdditionalPaidInCapitalCommonStock,3739000000.000,3744000000.000,3752000000.000,3777000000.000,3794000000.000,3805000000.000,3818000000.000,3842000000.000,3869000000.000,3887000000.000,3909000000.000,3921000000.000,3934000000.000,3948000000.000,3962000000.000,3994000000.000
AllowanceForDoubtfulAccountsReceivableCurrent,22000000.000,21000000.000,18000000.000,17000000.000,17000000.000,17000000.000,16000000.000,15000000.000,13000000.000,13000000.000,14000000.000,13000000.000,13000000.000,14000000.000,13000000.000,14000000.000
Assets,6587000000.000,6518000000.000,6324000000.000,6552000000.000,6714000000.000,6523000000.000,6060000000.000,6321000000.000,6505000000.000,5486000000.000,6016000000.000,6144000000.000,6289000000.000,6087000000.000,5707000000.000,5926000000.000
AssetsCurrent,2488000000.000,2457000000.000,2303000000.000,2572000000.000,2775000000.000,2621000000.000,2298000000.000,2575000000.000,2787000000.000,2078000000.000,1983000000.000,2113000000.000,2343000000.000,2176000000.000,1847000000.000,2038000000.000
