,2011-09-30,2012-03-31
AllocatedShareBasedCompensationExpense,76000.000,100000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,-574000.000
ComprehensiveIncomeNetOfTax,3473000.000,-2403000.000
CostOfGoodsAndServicesSoldDepreciation,,456000.000
CostOfGoodsSold,31528000.000,13395000.000
CostOfRevenue,45648000.000,60188000.000
CostOfServices,14120000.000,46793000.000
Depreciation,502000.000,627000.000
EarningsPerShareBasic,0.080,-0.070
EarningsPerShareDiluted,0.080,-0.003
EffectOfExchangeRateOnCashAndCashEquivalents,,-140000.000
GrossProfit,6318000.000,1599000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,3657000.000,-1983000.000
IncomeTaxExpenseBenefit,1075000.000,235000.000
IncomeTaxesPaid,,1348000.000
IncreaseDecreaseInAccountsPayable,,-1640000.000
IncreaseDecreaseInAccountsReceivable,,32786000.000
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,,-294000.000
IncreaseDecreaseInAccruedTaxesPayable,,2232000.000
IncreaseDecreaseInCustomerDeposits,,1005000.000
IncreaseDecreaseInDepositOtherAssets,,297000.000
IncreaseDecreaseInIncomeTaxesReceivable,,-1388000.000
IncreaseDecreaseInInventories,,-28026000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,-8000.000
IncreaseDecreaseInRestrictedCash,,30767000.000
InterestAndOtherIncome,595000.000,645000.000
InterestExpense,708000.000,744000.000
InterestPaid,,358000.000
NetCashProvidedByUsedInFinancingActivities,,32323000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,32323000.000
NetCashProvidedByUsedInInvestingActivities,,-30912000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-30912000.000
NetCashProvidedByUsedInOperatingActivities,,-1845000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-1845000.000
NetIncomeLoss,2582000.000,-2218000.000
NonoperatingIncomeExpense,79000.000,405000.000
OperatingExpenses,2740000.000,3987000.000
OperatingIncomeLoss,3578000.000,-2388000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,891000.000,-185000.000
OtherNonoperatingIncomeExpense,-344000.000,490000.000
PaymentsToAcquireLongtermInvestments,,19000.000
PaymentsToAcquirePropertyPlantAndEquipment,,126000.000
ProceedsFromBankDebt,,3171000.000
ProceedsFromLinesOfCredit,,42863000.000
ProfessionalAndContractServicesExpense,101000.000,
ProvisionForDoubtfulAccounts,33000.000,1562000.000
RepaymentsOfLinesOfCredit,,13435000.000
RepaymentsOfLongTermCapitalLeaseObligations,,276000.000
Revenues,51966000.000,61787000.000
SalesRevenueGoodsNet,16854000.000,47977000.000
SalesRevenueNet,51966000.000,61787000.000
SalesRevenueServicesNet,35112000.000,13810000.000
SellingGeneralAndAdministrativeExpense,2028000.000,1798000.000
UnrealizedGainLossOnDerivatives,536000.000,14000.000
WeightedAverageNumberOfDilutedSharesOutstanding,33478000.000,33455000.000
WeightedAverageNumberOfSharesOutstandingBasic,33455000.000,33455000.000
