,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AvailableForSaleSecuritiesGrossRealizedGainsLossesSaleProceeds,,,,,,,,,,,,,,,0.000,,,,2000000.000,,,,2000000.000,
CapitalizedComputerSoftwareAmortization,,,,,1000000.000,,,1000000.000,1000000.000,,,,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-6000000.000,,,,0.000,,,,-6000000.000,,,,-1000000.000,,,,2000000.000,,,,4000000.000,
ComprehensiveIncomeNetOfTax,143000000.000,38000000.000,44000000.000,-17000000.000,37000000.000,-391000000.000,66000000.000,95000000.000,158000000.000,729000000.000,85000000.000,176000000.000,256000000.000,-128000000.000,208000000.000,156000000.000,262000000.000,197000000.000,251000000.000,183000000.000,197000000.000,-634000000.000,186000000.000,196000000.000
CostOfRevenue,1816000000.000,1807000000.000,1658000000.000,1456000000.000,1448000000.000,1526000000.000,1572000000.000,1630000000.000,1655000000.000,1357000000.000,1525000000.000,1534000000.000,1426000000.000,1437000000.000,1227000000.000,1277000000.000,1094000000.000,908000000.000,833000000.000,936000000.000,957000000.000,987000000.000,1041000000.000,1024000000.000
DeferredIncomeTaxExpenseBenefit,,,2000000.000,,,,6000000.000,,,,-9000000.000,,,,2000000.000,,,,28000000.000,,,,72000000.000,
Depreciation,60000000.000,57000000.000,58000000.000,57000000.000,51000000.000,51000000.000,51000000.000,50000000.000,51000000.000,52000000.000,44000000.000,44000000.000,45000000.000,43000000.000,39000000.000,39000000.000,40000000.000,42000000.000,40000000.000,41000000.000,39000000.000,46000000.000,45000000.000,42000000.000
DepreciationDepletionAndAmortization,,,66000000.000,,,,56000000.000,,,,49000000.000,,,,46000000.000,,,,45000000.000,,,,50000000.000,
GainsLossesOnExtinguishmentOfDebt,,,0.000,,,,,,,,,,,,,,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,,,,,,,,,,,,,,,,,,263000000.000,277000000.000
IncomeLossFromEquityMethodInvestments,18000000.000,15000000.000,17000000.000,15000000.000,16000000.000,11000000.000,32000000.000,28000000.000,23000000.000,-1000000.000,0.000,4000000.000,2000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,2000000.000,1000000.000,0.000,-1000000.000,0.000,0.000
IncomeLossFromEquityMethodInvestmentsNetOfDividendsOrDistributions,,,14000000.000,,,,29000000.000,,,,0.000,,,,1000000.000,,,,0.000,,,,,
IncomeTaxExpenseBenefit,63000000.000,-12000000.000,19000000.000,-16000000.000,9000000.000,5000000.000,92000000.000,15000000.000,34000000.000,178000000.000,37000000.000,77000000.000,109000000.000,81000000.000,98000000.000,73000000.000,91000000.000,173000000.000,119000000.000,179000000.000,82000000.000,-412000000.000,90000000.000,95000000.000
IncreaseDecreaseInAccountsAndNotesReceivable,,,9000000.000,,,,-2000000.000,,,,9000000.000,,,,-3000000.000,,,,13000000.000,,,,21000000.000,
IncreaseDecreaseInAccountsPayableRelatedParties,,,66000000.000,,,,-18000000.000,,,,12000000.000,,,,-336000000.000,,,,-18000000.000,,,,-17000000.000,
IncreaseDecreaseInAccountsPayableTrade,,,28000000.000,,,,-49000000.000,,,,58000000.000,,,,7000000.000,,,,-19000000.000,,,,7000000.000,
IncreaseDecreaseInAccountsReceivableRelatedParties,,,-208000000.000,,,,-64000000.000,,,,-370000000.000,,,,-267000000.000,,,,-57000000.000,,,,-146000000.000,
IncreaseDecreaseInDueFromRelatedParties,,,-3000000.000,,,,-16000000.000,,,,-7000000.000,,,,-33000000.000,,,,0.000,,,,-1000000.000,
IncreaseDecreaseInInventories,,,9000000.000,,,,25000000.000,,,,50000000.000,,,,58000000.000,,,,32000000.000,,,,-1000000.000,
