,2011-06-30,2011-09-30,2012-03-31
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-2103000.000
ComprehensiveIncomeNetOfTax,,,-7914000.000
DepreciationAndAmortization,,,777000.000
EarningsPerShareBasicAndDiluted,-0.140,-0.070,-0.120
GainLossOnContractTermination,,,-982000.000
GainLossOnSaleOfPropertyPlantEquipment,,,-7000.000
GeneralAndAdministrativeExpense,931000.000,769000.000,1136000.000
ImpairmentOfLeasehold,,,2191000.000
IncreaseDecreaseInAccountsPayable,,,1496000.000
IncreaseDecreaseInAccruedLiabilities,,,1469000.000
IncreaseDecreaseInDepositOtherAssets,,,-1000.000
IncreaseDecreaseInEmployeeRelatedLiabilities,,,-169000.000
IncreaseDecreaseInFairValueOfUnhedgedDerivativeInstruments,-1421000.000,2316000.000,2300000.000
IncreaseDecreaseInOtherAccruedLiabilities,,,623000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,-453000.000
InterestExpense,25000.000,24000.000,16000.000
InvestmentIncomeInterest,9000.000,6000.000,
NetCashProvidedByUsedInFinancingActivities,,,994000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,994000.000
NetCashProvidedByUsedInInvestingActivities,,,383000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,383000.000
NetCashProvidedByUsedInOperatingActivities,,,-3480000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-3480000.000
NetIncomeLoss,-7871000.000,-3931000.000,-7914000.000
NonoperatingIncomeExpense,-1434000.000,2298000.000,-895000.000
OperatingExpenses,6437000.000,6378000.000,7071000.000
OperatingIncomeLoss,-6437000.000,-6229000.000,-7019000.000
OtherNonoperatingIncomeExpense,3000.000,,-6000.000
PaymentsToAcquireIntangibleAssets,,,109000.000
PaymentsToAcquirePropertyPlantAndEquipment,,,8000.000
ProceedsFromIssuanceOfCommonStock,,,1235000.000
ProceedsFromSaleMaturityAndCollectionsOfInvestments,,,500000.000
RepaymentsOfLongTermCapitalLeaseObligations,,,239000.000
RepaymentsOfNotesPayable,,,2000.000
ResearchAndDevelopmentExpense,5506000.000,5609000.000,5935000.000
Revenues,,149000.000,52000.000
SalesRevenueNet,,149000.000,52000.000
ShareBasedCompensation,,,-114000.000
