,2011-06-30,2011-09-30,2012-03-31
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipmentPeriodIncreaseDecrease,,,4742.000
AmortizationOfIntangibleAssets,31266.000,30532.000,31417.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,123952.000
ComprehensiveIncomeNetOfTax,-104958.000,-151258.000,117360.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,-124079.000,-158463.000,115963.000
CostOfServicesDirectLabor,20841.000,34433.000,39380.000
DepreciationNonproduction,5457.000,4984.000,4742.000
EarningsPerShareBasicAndDiluted,-0.096,-0.123,0.090
EffectOfExchangeRateOnCashAndCashEquivalents,,,3741.000
GainLossOnDispositionOfProperty,,,478.000
GrossProfit,235454.000,242769.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-124079.000,-139492.000,156783.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,-124079.000,-158463.000,
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,-0.096,-0.123,0.090
IncomeLossIncludingPortionAttributableToNoncontrollingInterest,,,115963.000
IncomeTaxesPaid,,-18971.000,-40820.000
IncreaseDecreaseInAccountsPayable,,,35417.000
IncreaseDecreaseInAccountsReceivable,,,-46701.000
IncreaseDecreaseInFinishedGoodsAndWorkInProcessInventories,,,1362.000
IncreaseDecreaseInIncomeTaxes,,,40791.000
IncreaseDecreaseInOtherAccruedLiabilities,,,8937.000
IncreaseDecreaseInOtherCurrentAssets,,,-22020.000
InvestmentIncomeInterestAndDividend,93.000,282.000,317.000
NetCashProvidedByUsedInFinancingActivities,,,-50175.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-50175.000
NetCashProvidedByUsedInOperatingActivities,,,170386.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,170386.000
NetIncomeLoss,,,115963.000
NetIncomeLossAvailableToCommonStockholdersBasic,-124079.000,-158463.000,115963.000
OperatingExpenses,,,221762.000
OperatingIncomeLoss,-128905.000,-144811.000,97153.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentBeforeTaxPortionAttributableToNoncontrollingInterest,-19121.000,-7205.000,-1397.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentBeforeTaxPortionAttributableToParent,,,1397.000
OtherCostOfServices,126802.000,181290.000,49601.000
OtherGeneralAndAdministrativeExpense,179993.000,136341.000,96622.000
OtherOperatingIncome,4733.000,5037.000,59313.000
ProceedsFromRepaymentsOfRelatedPartyDebt,,,-50175.000
Revenues,,,318915.000
SalesRevenueNet,,,259602.000
WeightedAverageNumberOfSharesOutstandingBasic,1292166.000,1292166.000,1292166.000
