,2013-12-31,2014-12-31
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipmentPeriodIncreaseDecrease,94669.000,49792.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,-250567.000
CashPeriodIncreaseDecrease,575354.000,
CostOfGoodsSold,375021.000,278936.000
DebtInstrumentIncreaseDecreaseOtherNet,,-41871.000
GainsLossesOnSalesOfAssets,826273.000,
GeneralAndAdministrativeExpense,171773.000,218062.000
GrossProfit,345311.000,396265.000
ImpairmentOfOilAndGasProperties,,60936.000
IncomeLossFromContinuingOperations,403100.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,-316006.000,-469827.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,0.010,-0.010
IncomeLossFromDiscontinuedOperationsNetOfTax,403100.000,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,68996.000,358189.000
IncreaseDecreaseInAccountsReceivable,3000.000,2267.000
IncreaseDecreaseInCarryingValueOfAssetsReceivedAsConsiderationInDisposalOfBusiness,-826273.000,
IncreaseDecreaseInOperatingAssets,,-158652.000
IncreaseDecreaseInOtherCurrentAssets,-6303.000,387.000
InterestExpense,-107167.000,-124357.000
InterestPaid,84700.000,84700.000
NetCashProvidedByUsedInFinancingActivities,-6000.000,-58390.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-6000.000,-58390.000
NetCashProvidedByUsedInInvestingActivities,844165.000,-158652.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,844165.000,-158652.000
NetCashProvidedByUsedInOperatingActivities,-262811.000,-33525.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-262811.000,-33525.000
NetIncomeLoss,403100.000,-469827.000
NoncashOrPartNoncashAcquisitionFixedAssetsAcquired1,844165.000,
OperatingExpenses,661317.000,783606.000
OtherComprehensiveIncomeLossNetOfTax,,-469827.000
OtherNoncashExpense,,7.000
OtherNoncashIncomeExpense,719106.000,-82486.000
OtherOperatingIncomeExpenseNet,,-387341.000
ProfessionalFees,394875.000,454816.000
ProfitLoss,403100.000,-469827.000
RepaymentsOfNotesPayable,-6000.000,-58390.000
ResultsOfOperationsDepreciationDepletionAmortizationAndAccretion,94669.000,49792.000
Revenues,720332.000,675201.000
SalesRevenueNet,720332.000,675201.000
StockIssuedDuringPeriodSharesIssuedForServices,,256352.000
StockIssuedDuringPeriodSharesOther,,-7627.000
StockIssuedDuringPeriodSharesPeriodIncreaseDecrease,,6602.000
StockIssuedDuringPeriodValueIssuedForServices,,250.000
StockIssuedDuringPeriodValueOther,,-7.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,85706695.000,85859006.000
