,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
FloorBrokerageExchangeAndClearanceFees,,,,,,,,,,,,,19824.000
GainLossOnDerivativeInstrumentsHeldForTradingPurposesNet,,,,-209752.000,115395.000,,,,,,,,
GainLossOnSaleOfCommodityContracts,650102.000,1958521.000,-142014.000,-521512.000,269590.000,-329887.000,-76517.000,,,,,,
InterestAndDividendIncomeOperating,946.000,743.000,1881.000,2395.000,2692.000,3448.000,2227.000,887.000,638.000,1419.000,995.000,482.000,352.000
InterestIncomeOperating,280.000,246.000,736.000,860.000,992.000,1242.000,,,,,,,
InvestmentIncomeInterest,666.000,497.000,1145.000,1535.000,1700.000,2206.000,2227.000,887.000,638.000,1419.000,995.000,482.000,352.000
InvestmentIncomeNet,-636542.000,-599147.000,-557869.000,-520033.000,-460999.000,-423472.000,-402381.000,-434156.000,-410238.000,-413298.000,-402179.000,-243931.000,-220111.000
ManagementFeeExpense,,,,,,,,,73436.000,,68636.000,62377.000,46616.000
NetIncomeLoss,-330314.000,1319762.000,-714975.000,-393017.000,203827.000,-1450123.000,223088.000,-214869.000,-500290.000,217007.000,-863178.000,226595.000,237057.000
NetIncomeLossPerOutstandingLimitedPartnershipAndGeneralPartnershipUnitBasicAndDiluted,-24.410,85.510,-49.460,-27.600,14.060,-106.240,16.970,-18.290,-40.050,17.910,-74.220,20.070,23.990
OperatingExpenses,637488.000,599890.000,559750.000,522428.000,463691.000,426920.000,404608.000,435043.000,410876.000,414717.000,403174.000,244413.000,220463.000
OtherExpenses,60752.000,49067.000,50313.000,52002.000,7696.000,-78548.000,25952.000,55181.000,60964.000,-80239.000,75766.000,55358.000,50772.000
PartnersCapitalAccountPeriodIncreaseDecrease,-1084092.000,849049.000,-1121053.000,-1295614.000,-178756.000,,-184856.000,-872935.000,-784285.000,,-1795394.000,-650966.000,-663616.000
PartnersCapitalAccountRedemptions,,,,,,,,,,,,,850677.000
RealizedInvestmentGainsLosses,342047.000,-437251.000,408544.000,642743.000,484619.000,-635490.000,544372.000,57915.000,79978.000,427576.000,-78345.000,300400.000,233489.000
SellingExpense,447175.000,423947.000,394138.000,361027.000,349621.000,321268.000,300456.000,299743.000,276476.000,189796.000,239068.000,110639.000,103251.000
TradingActivityGainsAndLossesNet,306228.000,1918909.000,-157106.000,127016.000,664826.000,-1026651.000,625469.000,219287.000,-90052.000,630305.000,-460999.000,,
TradingGainsLosses,,,,,,,,,,,,470526.000,457168.000
UnrealizedGainLossOnCommodityContracts,-345591.000,263874.000,-384756.000,311760.000,-154195.000,-108423.000,76517.000,,,,,,
UnrealizedGainLossOnInvestments,-340330.000,133765.000,-38880.000,-305975.000,64812.000,47149.000,81097.000,161372.000,-170030.000,202729.000,-382654.000,170126.000,223679.000
WeightedAverageNumberOfLimitedPartnershipAndGeneralPartnershipUnitOutstandingBasicAndDiluted,15651.334,15359.995,14631.737,14392.837,13805.821,-28746.512,13104.871,12733.932,12403.268,-25636.844,11733.175,10980.759,10392.184
